,label
0,\label{sftaction}
1,\label{stringfield}
2,\label{rules}
3,\label{gaugetr}
4,\label{effaction}
5,\label{calQ}
6,\label{EOM}
7,\label{ans}
8,\label{EOMg}
9,\label{EOMm}
10,\label{V3}
11,\label{E}
12,\label{CCR}
13,\label{fig:A}
14,\label{cover}
15,\label{neumann}
16,\label{cycl}
17,\label{decomp}
18,\label{Anm}
19,\label{CU}
20,\label{Anm1}
21,\label{Unm1}
22,\label{Ubarnm1}
23,\label{an}
24,\label{v1}
25,\label{UU}
26,\label{identif1}
27,\label{commut}
28,\label{N0}
29,\label{N0decomp}
30,\label{gaugefixing}
31,\label{N0tilde}
32,\label{identif2}
33,\label{Wn}
34,\label{Wid}
35,\label{V00}
36,\label{vacua}
37,\label{V3gh}
38,\label{V3gh'}
39,\label{Nnmtil}
40,\label{cyclgh}
41,\label{twistgh}
42,\label{decompgh}
43,\label{U}
44,\label{UUbar}
45,\label{as1}
46,\label{as2}
47,\label{U1}
48,\label{U2}
49,\label{zero}
50,\label{NV}
51,\label{Q}
52,\label{redprod}
53,\label{ambfix}
54,\label{UU'}
55,\label{MM}
56,\label{form}
57,\label{x}
58,\label{fx}
59,\label{X}
60,\label{Y+-}
61,\label{bprop}
62,\label{lprop}
63,\label{xieta0}
64,\label{xi0vac}
65,\label{eta0vac}
66,\label{bpzxi0}
67,\label{b0c0}
68,\label{V3gh''}
69,\label{formula}
70,\label{ge}
71,\label{Qen}
72,\label{BRST}
73,\label{projecteq}
74,\label{Senhat}
75,\label{Sendot}
76,\label{S2}
77,\label{sli}
78,\label{norm}
79,\label{Qproj}
80,\label{yf}
81,\label{f}
82,\label{fe1}
83,\label{calcul}
84,\label{Qproj'}
85,\label{V3gh'''}
86,\label{Shat}
87,\label{Sdot}
88,\label{ge'}
89,\label{trueQ}
90,\label{V}
91,\label{f'}
92,\label{erler}
93,\label{midp}
94,\label{action2}
95,\label{P}
96,\label{solitons}
97,\label{nstarm}
98,\label{nm}
99,\label{split}
100,\label{EtoE'}
101,\label{osc}
102,\label{a0a0}
103,\label{chi}
104,\label{pXp}
105,\label{X00}
106,\label{epsiloneta}
107,\label{X00-1}
108,\label{definitions}
109,\label{B}
110,\label{thetaB}
111,\label{split'}
112,\label{V3'}
113,\label{K2}
114,\label{E'}
115,\label{VV00}
116,\label{VV0n}
117,\label{VVmn}
118,\label{phi}
119,\label{chiphi}
120,\label{genB}
121,\label{EX}
122,\label{commute}
123,\label{Xpower}
124,\label{factor}
125,\label{squeezed1}
126,\label{squeez}
127,\label{SS'}
128,\label{SigmaV}
129,\label{SS}
130,\label{TT}
131,\label{fineq}
132,\label{sol1}
133,\label{sol2}
134,\label{det}
135,\label{fullsol}
136,\label{actionS}
