,equation
0,"\begin{equation}
{\cal L}\left(\phi, \partial_{\mu}\phi\right) = \frac{1}{2}
\partial_{\mu}\phi\partial^{\mu}\phi - V\left(\phi\right)
\label{E1},
\"
1,"\begin{equation}
\label{E2}
-\frac{d^2}{dx^2} \phi_c\left(x\right) +
\frac{d}{d\phi_c}V\left(\phi_c\right) =0, \qquad \dot\phi_c = 0,
\"
2,"\begin{equation}
\label{E4} V(\phi) = \frac{1}{2} U^2(\phi).
\"
3,"\begin{equation}
\label{Ebogo}
E\geq\left|\int dx\frac{\partial}{\partial x}U[\phi(x)]\right|,
\"
4,"\begin{equation}
\label{E5}
\frac{d\phi}{dx} = \pm U(\phi)
\"
5,"\begin{equation}
\label{E11} \phi(x,t) = \phi_c(x) + \eta (x,t),
\"
6,"\begin{equation}
\label{E12} \eta (x,t) = \sum_n \epsilon_n \eta_n (x) e^{i\omega_n t},
\"
7,"\begin{equation}
\label{E13}
O_F\eta_n (x) = \omega_n{^2}\eta_n (x), \quad
O_F=-\frac{d^2}{dx^2}+ V^{\prime \prime}(\phi_c),
\"
8,"\begin{equation}
\label{E14}
V^{\prime\prime}(\phi_c) = {U^\prime}^2 (\phi_c) +
U(\phi_c)U^{\prime \prime}(\phi_c),
\"
9,"\begin{equation}
V^{\prime \prime}(\phi_c)=V(x;q) =
m^2(2-3q)sec^2h_q\left(\frac{m}{\sqrt 2}x \right),
\"
10,"\begin{equation}
\label{GS} \eta^{(0)} (x;q) =Nsech^{2}_q\left(\frac{m}{\sqrt 2}x \right),
\"
11,"\begin{equation}
\label{MZ} \phi_q(x)= \int^{x}_{0}\eta^{(0)} (y;q)dy,
\"
12,"\begin{equation}
\label{qp}
 V(\phi;q)=\frac 12\left(\frac{d}{dx}\phi(x;q)\right)^2
\"
13,"\begin{equation}
\label{K}
\phi (x;q) = \frac{m}{\lambda q^2}tanh_q\left(\frac{m}{\sqrt 2}x
\right).
\"
14,"\begin{equation}
\label{PD}
V(\phi;q) = \frac{\lambda^2}{4q^4}\left(q^2\phi^2 -
\frac{m^2}{\lambda^2}\right)^2.
\"
15,"\begin{equation}
\label{V} \phi_{1}= \frac{m}{q\lambda}, \qquad \phi_{2}= -\frac{m}{q\lambda}.
\"
16,"\begin{equation}
\label{DE}
\epsilon(x)=\frac 12 \left[\left(\phi^{\prime}\right)^2+U^2\right]=
\frac{m^4}{2q^2\lambda^2}sech_q^4\left(\frac{m}{\sqrt 2}x \right).
\"
17,"\begin{equation}
\label{MK}
M_{cl} = \int_{-\infty}^{+\infty}\epsilon(x)dx
=\frac 23\left(\frac{m^3\sqrt{2}}{\lambda^2q^4}\right)
\"
18,"\begin{equation}
\label{ct}
{\cal J}_{\mu}=\frac 12 \epsilon_{\mu\nu}\partial^{\nu}{\tilde\phi}_q, \quad
 {\tilde\phi}_q=\frac{m}{q\lambda}\phi_q, \quad
\partial^{\mu}{\cal J}_{\mu}=0,
\"
19,"\begin{equation}
\label{carga}
Q=\int_{-\infty}^{+\infty}{\cal J}_{0}dx=\frac 12 [\lim_{x\rightarrow +\infty}
\tilde\phi_q(x)-
 \lim_{x\rightarrow -\infty}\tilde\phi_q(x)],
\"
20,"\begin{equation}
\label{FS}
V_-(x;q)
= W_q^2(x) + W^{\prime}_q,
\"
21,"\begin{equation}
{\cal L}\left(\phi, \partial_{\mu}\phi\right) = \frac{1}{2}
\partial_{\mu}\phi\partial^{\mu}\phi - V\left(\phi\right)
\label{E1},
\"
22,"\begin{equation}
\label{E2}
-\frac{d^2}{dx^2} \phi_c\left(x\right) +
\frac{d}{d\phi_c}V\left(\phi_c\right) =0, \qquad \dot\phi_c = 0,
\"
23,"\begin{equation}
\label{E4} V(\phi) = \frac{1}{2} U^2(\phi).
\"
24,"\begin{equation}
\label{Ebogo}
E\geq\left|\int dx\frac{\partial}{\partial x}U[\phi(x)]\right|,
\"
25,"\begin{equation}
\label{E5}
\frac{d\phi}{dx} = \pm U(\phi)
\"
26,"\begin{equation}
\label{E11} \phi(x,t) = \phi_c(x) + \eta (x,t),
\"
27,"\begin{equation}
\label{E12} \eta (x,t) = \sum_n \epsilon_n \eta_n (x) e^{i\omega_n t},
\"
28,"\begin{equation}
\label{E13}
O_F\eta_n (x) = \omega_n{^2}\eta_n (x), \quad
O_F=-\frac{d^2}{dx^2}+ V^{\prime \prime}(\phi_c),
\"
29,"\begin{equation}
\label{E14}
V^{\prime\prime}(\phi_c) = {U^\prime}^2 (\phi_c) +
U(\phi_c)U^{\prime \prime}(\phi_c),
\"
30,"\begin{equation}
V^{\prime \prime}(\phi_c)=V(x;q) =
m^2(2-3q)sec^2h_q\left(\frac{m}{\sqrt 2}x \right),
\"
31,"\begin{equation}
\label{GS} \eta^{(0)} (x;q) =Nsech^{2}_q\left(\frac{m}{\sqrt 2}x \right),
\"
32,"\begin{equation}
\label{MZ} \phi_q(x)= \int^{x}_{0}\eta^{(0)} (y;q)dy,
\"
33,"\begin{equation}
\label{qp}
 V(\phi;q)=\frac 12\left(\frac{d}{dx}\phi(x;q)\right)^2
\"
34,"\begin{equation}
\label{K}
\phi (x;q) = \frac{m}{\lambda q^2}tanh_q\left(\frac{m}{\sqrt 2}x
\right).
\"
35,"\begin{equation}
\label{PD}
V(\phi;q) = \frac{\lambda^2}{4q^4}\left(q^2\phi^2 -
\frac{m^2}{\lambda^2}\right)^2.
\"
36,"\begin{equation}
\label{V} \phi_{1}= \frac{m}{q\lambda}, \qquad \phi_{2}= -\frac{m}{q\lambda}.
\"
37,"\begin{equation}
\label{DE}
\epsilon(x)=\frac 12 \left[\left(\phi^{\prime}\right)^2+U^2\right]=
\frac{m^4}{2q^2\lambda^2}sech_q^4\left(\frac{m}{\sqrt 2}x \right).
\"
38,"\begin{equation}
\label{MK}
M_{cl} = \int_{-\infty}^{+\infty}\epsilon(x)dx
=\frac 23\left(\frac{m^3\sqrt{2}}{\lambda^2q^4}\right)
\"
39,"\begin{equation}
\label{ct}
{\cal J}_{\mu}=\frac 12 \epsilon_{\mu\nu}\partial^{\nu}{\tilde\phi}_q, \quad
 {\tilde\phi}_q=\frac{m}{q\lambda}\phi_q, \quad
\partial^{\mu}{\cal J}_{\mu}=0,
\"
40,"\begin{equation}
\label{carga}
Q=\int_{-\infty}^{+\infty}{\cal J}_{0}dx=\frac 12 [\lim_{x\rightarrow +\infty}
\tilde\phi_q(x)-
 \lim_{x\rightarrow -\infty}\tilde\phi_q(x)],
\"
