,cite
0,"\cite{ACEMNS,CK,Kifune,CG2,GM,BC,SG,ACP,KL}"
1,"\cite{AC,MS,KG}"
2,\cite{AC2}
3,"\cite{LN,KGN,KGN2,Toller,AKD,GKV}"
4,\cite{Toller}
5,\cite{Toller}
6,\cite{KGN2}
7,\cite{Toller}
8,\cite{Toller1}
9,\cite{Toller}
