,equation
0,"\begin{equation}
R(\lambda, \mu) ( L_n(\lambda) \otimes L_n(\mu) )=
( L_n(\mu) \otimes L_n(\lambda) ) R(\lambda, \mu).
\"
1,"\begin{equation}\label{Rmatrix}
R(\lambda, \mu)
= \begin{pmatrix} 1 & \ \ & 0 & \ \ & 0 & \ \ & 0 \cr
0 & & b(\lambda, \mu) & & c(\lambda, \mu) & & 0 \cr
0 & & c(\lambda, \mu) & & b(\lambda, \mu) & & 0 \cr
0 & & 0 & & 0 & & 1  \end{pmatrix}.
\"
2,"\begin{equation}
b(\lambda,\mu) = \frac{-i\kappa}{\lambda - \mu - i\kappa}, \qquad
c(\lambda,\mu) = \frac{\lambda-\mu}{\lambda -\mu - i\kappa},
\"
3,"\begin{equation}
b(\lambda, \mu) =  \frac{i\sin \gamma}{\sinh(\lambda -\mu + i\gamma)}, \qquad
c(\lambda, \mu) = \frac{\sinh(\lambda -\mu)}{\sinh(\lambda -\mu + i\gamma)}.
\"
4,"\begin{equation}\label{latT}
T(\lambda) = 
\begin{pmatrix}  A(\lambda) & & B(\lambda) \cr
 C(\lambda) & & D(\lambda)  \end{pmatrix} 
= L_N(\lambda) L_{N-1}(\lambda) \ldots L_1(\lambda).
\"
5,"\begin{equation}
\left( L_n(\lambda) \right)_{ij} \Bigr|_{\lambda=\nu}
= P_i(n) Q_j(n), \qquad i,j=1,2.
\"
6,"\begin{equation}
\left( T(\nu) \right)_{ij}
= P_i(N) W Q_j(1),
\"
7,"\begin{equation}
W = w(N|N-1) w(N-1|N-2) \ldots w(2|1), \qquad
w(n+1|n) = \sum_{i=1}^2 Q_i(n+1) P_i(n).
\"
8,"\begin{equation}
D^{-1}(\nu) C(\nu) = \left( Q_2(1) \right)^{-1} Q_1(1), \qquad
B(\nu) D^{-1}(\nu) = P_1(N) \left( P_2(N) \right)^{-1}.
\"
9,"\begin{equation}
U L_n(\lambda) U^{-1} = L_{n+1}(\lambda), \qquad
U | \Omega \rangle = | \Omega \rangle.
\"
10,"\begin{equation}
\begin{split}
Q_n&:=(Q_2(n))^{-1} Q_1(n) = U^{n-1} D^{-1}(\nu) C(\nu) U^{-n+1}, \cr
P_n&:=P_1(n) ( P_2(n) )^{-1} = U^n B(\nu) D^{-1}(\nu) U^{-n}.
\end{split}
\"
11,"\begin{equation}
\langle \Omega | \left( \prod_{k=1}^M C(\mu_k) \right)
\mathcal{O}_n \left( \prod_{l=1}^{M'} B(\lambda_l) \right)
| \Omega \rangle, \qquad \mathcal{O}_n = Q_n \  \text{or}\ P_n.
\"
12,"\begin{equation}
\left( L_n(\lambda) \right)_{11}| \Omega \rangle 
= a_1(\lambda) | \Omega \rangle, \qquad
\left( L_n(\lambda) \right)_{22}| \Omega \rangle 
= d_1(\lambda) | \Omega \rangle. 
\"
13,"\begin{equation}
U \left( \prod_{l=1}^M B(\lambda_l) \right) | \Omega \rangle
= \left( \prod_{j=1}^M r_1(\lambda_j) \right)
\left( \prod_{l=1}^M B(\lambda_l) \right) | \Omega \rangle,
\"
14,"\begin{equation}
A(\lambda) | \Omega \rangle = a(\lambda) | \Omega \rangle, \qquad
D(\lambda) | \Omega \rangle = d(\lambda) | \Omega \rangle.
\"
15,"\begin{equation}
A(\mu) \prod_{l=1}^M B(\lambda_l) | \Omega \rangle
= a^{(M)}(\mu| \{ \lambda_l \} ) 
\prod_{l=1}^M B(\lambda_l) | \Omega \rangle 
+ \sum_{j=1}^M b^{(M)}(\mu | \lambda_j | \{ \lambda_l \}_{l \neq j})
B(\mu) \prod_{\stackrel{\scriptstyle l=1}{l \neq j}}^M 
B(\lambda_l) | \Omega \rangle,
\"
16,"\begin{equation}
a^{(M)}(\mu| \{ \lambda_l \} ) =
a(\mu) \prod_{l=1}^M f(\lambda_l, \mu), \qquad
b^{(M)}(\mu|\lambda_j| \{\lambda_l \}_{l\neq j})
= a(\lambda_j) g(\mu, \lambda_j)
\prod_{\stackrel{\scriptstyle l=1}{l \neq j}}^{M}
f(\lambda_l, \lambda_j).
\"
17,"\begin{equation}\label{lemma}
\begin{split}
D^{-1}(\mu) C(\mu) B(\lambda) 
&= f(\lambda, \mu) B(\lambda) D^{-1}(\mu) C(\mu) 
- g(\lambda, \mu) A(\lambda)\cr
& \qquad + g(\lambda,\mu) D^{-1}(\mu) D(\lambda)
\left( A(\mu) - B(\mu) D^{-1}(\mu) C(\mu) \right).
\end{split}
\"
18,"\begin{equation}
\begin{split}
& D^{-1}(\mu) C(\mu) B(\lambda) \cr
&= D^{-1}(\mu) {[} C(\mu), B(\lambda) {]}
+ D^{-1}(\mu) B(\lambda) D(\mu) D^{-1}(\mu) C(\mu) \cr
&= D^{-1}(\mu) g(\lambda,\mu) \left(
D(\lambda) A(\mu) - D(\mu) A(\lambda)  
\right) \cr
& \qquad + D^{-1}(\mu) \left(
f(\lambda, \mu) D(\mu) B(\lambda) - g(\lambda, \mu)
D(\lambda) B(\mu) \right) D^{-1}(\mu) C(\mu) \cr
&= f(\lambda, \mu) B(\lambda) D^{-1}(\mu) C(\mu) 
 -g(\lambda,\mu) A(\lambda) \cr
& \qquad + g(\lambda,\mu) D^{-1}(\mu) D(\lambda)
\left( A(\mu) - B(\mu) D^{-1}(\mu) C(\mu) \right).
\end{split}
\"
19,"\begin{equation}\label{DCact}
D^{-1}(\nu_A) C(\nu_A) \prod_{l=1}^M B(\lambda_l) | \Omega \rangle 
= \sum_{j=1}^M b^{(M)}(\nu_A|\lambda_j|\{\lambda_l \}_{l \neq j})
\prod_{\stackrel{\scriptstyle l=1}{l\neq j}}^M B(\lambda_l) | \Omega \rangle.
\"
20,"\begin{equation}
F_M:= \langle \Omega | \left( \prod_{k=1}^M C(\mu_k) \right)
D^{-1}(\nu_A) C(\nu_A) \left( \prod_{l=1}^{M+1} B(\lambda_l) \right)
| \Omega \rangle \Big/ \langle \Omega | \Omega \rangle.
\"
21,"\begin{equation}\label{sumFF}
\begin{split}
F_M&= \prod_{k=1}^{M+1} \prod_{l=1}^{M+1} h(\lambda_k, \lambda_l) 
\prod_{1 \leq k < l \leq M}
g(\mu_l, \mu_k) \prod_{1 \leq k < l \leq M+1}
g(\lambda_k, \lambda_l) \cr
& \qquad \times \prod_{l=1}^M d(\mu_l) \prod_{l=1}^{M+1} d(\lambda_l)
\left( \sum_{j=1}^{M+1}
(-1)^{j-1} g(\nu_A, \lambda_j)
\mathrm{det}_M S^{(j)} \right).
\end{split}
\"
