,equation
0,"\begin{equation}
I^{(n+2)}={1\over 16\pi l^n}\int d^{n+2}x\sqrt{-g^{(n+2)}}\left[
R^{(n+2)}-2\Lambda\right],
\label{1}
\"
1,"\begin{equation}
\Lambda={n(n+1)\over 2L^2},
\label{1.5}
\"
2,"\begin{equation}
ds_{n+2}^2= - h(r)dt^2
+{1\over  h(r)}dr^2 +r^2d\Omega_n^2,
\label{2}
\"
3,"\begin{equation}
h(r)=1-{16\pi l^n M\over n {\cal V}_n r^{n-1}} -{r^2\over l^2} ,
\label{2.5}
\"
4,"\begin{equation}
0 < M < M_0\equiv{n\over (n+1)}{{\cal V}_n\over 8\pi l^n}
\left[\left({n-1\over n+1}\right)L^2\right]^{n-1\over2}.
\label{2.75}
\"
5,"\begin{equation} 
r_0 \equiv \sqrt{{n-1\over n+1}} L.
\label{2.90}
\"
6,"\begin{equation}
\Delta M \equiv M-M_0, 
\label{2.95A}
\"
7,"\begin{equation}
\Delta r_{\pm} \equiv r_{\pm} - r_0,
\label{2.95B}
\"
8,"\begin{equation}
\Delta r_{\pm}=\pm {L\over n+1} \sqrt{{2|\Delta M|\over
M_0}}.
\label{3}
\"
9,"\begin{equation}
S_{H}={A_{H}\over 4\hbar l^n}= {{\cal V}_n r_H^n\over 4\hbar l^n },
\label{4}
\"
10,"\begin{equation}
T_{H}={\hbar \over 2\pi} |\kappa_H|= {\hbar\over 4\pi}
\left|{dh\over dr}\right|_{r=r_H}
= \hbar\left|{4(n-1)l^nM\over n{\cal V}_n r_H^n}
-{r_H\over 2\pi L^2}\right|,
\label{5}
\"
11,"\begin{equation}
{\partial|\Delta S_H|\over \partial |\Delta M|}= {1\over \Delta T_{H}},
\label{8.55}
\"
12,"\begin{equation}
|\Delta S_{H}| ={1\over\hbar} 
\sqrt{n+1\over n-1} 
\sqrt{{n \pi {\cal V}_n\over(n-1)}{r_0^{n+1}\over l^n }
|\Delta M|},
\label{7B}
\"
