,equation
0,"\begin{equation} -\frac{\delta
S}{\delta q^i(t)} +
  \int_{-\infty}^t dt'\,
\mu_{ij}(t-t')\;\dot q ^j (t')=F_i(t)\;.\label{lang} \"
1,"\begin{equation} \frac{\delta S}{\delta q^i(t)} \equiv
-\frac{d}{dt}\left(\frac{\partial {\cal L}}{\partial
\dot{q}^i}\right)+\frac{\partial {\cal L}}{\partial q^i} \;.\"
2,"\begin{equation} (L\; \delta_A q)_i(t)\equiv -\int dt' \; \frac{\delta^2 S}{\delta q^i(t)
\delta q^j(t')} \; \delta_A q^j(t')
%+ \gamma_{ij}(t) \delta_A \dot q ^j(t)
+\int_{-\infty}^t dt'\, \mu_{ij}(t-t')\; \delta_A \dot q ^j
(t')=\epsilon \frac{\delta A}{\delta q^i(t)}\;, \label{dist}\"
3,"\begin{equation}
 \delta ^- _A q^j(t)=0 \;\;\;\;{\rm at \;early \;times}\;.\"
4,"\begin{equation} \delta ^+ _A q^j(t)=0\;\;\;\;\;{\rm at\; late\;
times}\"
5,"\begin{equation}  (L^T\; \delta_A^+ q)_i(t)=-\int dt' \;  \frac{\delta^2
S}{\delta q^j(t') \delta q^i(t)} \delta^+_A q^j(t')\;
% -
%\gamma_{ji}(t)\delta^
%+_A \dot q ^j (t)
- \int_{t}^{\infty} dt'\,\mu_{ji}(t'-t)\,\delta^+_A \dot q ^j (t')
\; =\epsilon \frac{\delta A}{\delta q^i(t)}\;, \label{distad}\"
6,"\begin{equation} \{A,B\}:= \frac{1}{\epsilon}\int dt
\frac{\delta B}{\delta q^i(t)} (\delta^+_A q^i(t)-\delta^-_A
q^i(t))\;.\label{brack} \"
7,"\begin{equation}\{AB,C\}=\{A,C\}\,B+A\{B,C\}\;,\"
8,"\begin{equation}
\{A,BC\}=\{A,B\}\,C+B\{A,C\}\;.\"
9,"\begin{equation}
\delta^{\pm}_A q^i(t)= \epsilon \int dt' \, G^{\pm ij}(t,t';q)
\frac{\delta A}{\delta q^j(t')}\;.\"
