,fractions
0,\frac{\partial \CL}{\partial \xi_a^\mu}
1,\frac{1}{4\pi\alpha'}
2,\frac{1}{4\pi\alpha'}
3,\frac{i}{2\pi}
4,\frac{\alpha_n^\mu}{n}
5,\frac{\tilde\alpha_n^\mu}{n}
6,\frac{1}{\alpha'}
7,\frac{i}{2}
8,\frac{1}{\alpha'}
9,\frac{i}{2}
10,\frac{1}{2\pi}
11,\frac{1}{2\pi}
12,\frac{1}{2\pi}
13,\frac{1}{2\pi}
14,\frac{1}{2}
15,\frac{1}{4}
16,\frac{c}{12}
17,\frac{c}{12}
18,\frac{m-2r}{2}
19,\frac{1}{2\pi i}
20,\frac{1}{2\pi i}
21,\frac{1}{2\pi i}
22,\frac{1}{2\pi i}
23,\frac{c}{24}
24,"\frac{S_\alpha^\delta S_\beta^\delta 
\bar{S}_\gamma^\delta}{S_0^\delta}"
25,\frac{1}{4\pi\alpha'}
26,\frac{1}{n}
27,\frac{1}{2}
28,\frac{1}{4\pi}
29,\frac{i}{2}
30,\frac{1}{2}
31,\frac{1}{2}
32,\frac{i}{8\pi}
33,\frac{1}{n}
34,\frac{1-F}{1+F}
35,\frac{dT}{2 T}
36,\frac{dT}{2T}
37,\frac{1}{\alpha'}
38,\frac{|y|^2}{4\pi^2\alpha'^2}
39,\frac{dT}{2T}
40,\frac{p+1}{2}
41,\frac{|y|^2 T}{2\pi\alpha'}
42,\frac{\alpha'}{4\pi}
43,\frac{d^2 z}{|z|^2}
44,\frac{1}{n}
45,\frac{\alpha'}{4}
46,\frac{\alpha'}{4}
47,\frac{\alpha'}{2}
48,\frac{\alpha'}{2}
49,\frac{\pi}{2}
50,\frac{\pi\alpha'}{2}
51,\frac{\sqrt \pi}{2}
52,\frac{(2\pi\sqrt{\alpha'})^{11-p}}{2^4}
53,\frac{T_p}{2}
54,\frac{C_\alpha^2}{\omega_\alpha}
55,\frac{1}{2}
56,\frac{\eta}{4\pi}
57,\frac{(\vec X(t)-\vec X(t'))^2}{(t-t')^2}
58,"\frac{1}{Z(\eta,B,V,0)}"
59,"\frac{\delta^2Z(\eta,B,V,F)}{\delta F_\mu(t_1)\delta F_\nu(t_2)}"
60,\frac{1}{2}
61,\frac{\alpha}{\alpha^2+\beta^2}
62,\frac{\pi\beta}{\alpha^2+\beta^2}
63,\frac{1}{2\pi i}
64,\frac{1}{2\pi i}
65,\frac{dx}{2\pi}
66,\frac{dx}{2\pi}
67,\frac{dx}{2\pi}
68,\frac{\lambda^n}{n!}
69,\frac{dx_1}{2\pi}
70,\frac{dx_n}{2\pi}
71,\frac{1}{8\pi}
72,\frac{1}{2\sqrt 2 \pi}
73,\frac{\pi}{\sqrt 2}
74,\frac{1}{4\pi\alpha'}
75,\frac{e}{2}
76,\frac{d\sigma}{\pi}
77,\frac{1}{4\alpha'eE}
78,\frac{\alpha'eE}{\epsilon}
79,\frac{|\epsilon|}{k}
80,\frac{1}{4\pi\alpha'}
81,\frac{1}{4\pi\alpha'}
82,\frac{1}{2\pi\alpha'}
83,\frac{2\alpha' \delta^{ij}}{(\tau-\tau')^2}
84,\frac{1\pm V}{1\mp V}
85,\frac{1}{2}
86,\frac{1}{2}
87,\frac{g+2\pi\alpha'F}{g-2\pi\alpha'}
88,\frac{1}{2}
89,\frac{g-2\pi\alpha'F}{g+2\pi\alpha'F}
90,\frac{1}{2}
91,\frac{g-2\pi\alpha'F}{g+2\pi\alpha'F}
92,\frac{1}{2}
93,\frac{g+2\pi\alpha'F}{g-2\pi\alpha'F}
94,\frac{g}{(g-2\pi\alpha'F)(g+2\pi\alpha'F)}
95,\frac{i}{2\pi}
96,\frac{i}{4\pi\alpha'}
97,\frac{\partial}{\partial\lambda}
98,\frac{g}{(g-2\pi\alpha'F)(g+2\pi\alpha'F)}
99,\frac{i}{2}
100,\frac{1}{g+2\pi\alpha'B}
