,equation
0,"\begin{equation}
\xi=\partial_z + B_i{}^j x^i \partial_j\; ,
\label{xi}
\"
1,"\begin{equation}
\xi=U^{-1}\partial_z U,  \hsp{1.5cm} 
 U=e^{z B}\; .
\"
2,"\begin{equation}\label{chco}
\vec{y} = U^{-1} \vec{x}\; ,
\"
3,"\begin{equation}
\mathcal{L}_\xi \epsilon\ =\ \xi^A \mathfrak{D}_A \epsilon 
               + \ft14 \partial_A \xi_B \gamma^{AB} \epsilon \ = \ 0,
\hsp{2cm}
(A,B=0,\dots,10).
\"
4,"\begin{equation}
\slashed{B}\epsilon=0\; .
\label{pressusy}
\"
5,"\begin{equation}
B=\left( \begin{array}{cccc}
\rmi \alpha \sigma_2 & 0 & 0 & 0 \\
0 & \rmi \beta \sigma_2 & 0 & 0 \\
0 & 0 & \rmi \gamma \sigma_2& 0 \\
0 & 0 & 0 & 0 
\end{array}\right) , \hsp{1cm} {\rm where} \hsp{1cm}  
\sigma_2=\left( \begin{array}{cc}
0 & -\rmi \\
\rmi & 0
 \end{array}\right)\; ,
\label{B}
\"
6,"\begin{equation}
\alpha+\beta+\gamma=0.
\"
7,"\begin{equation}
\mathcal{L}_{M2}= -\ft12 \partial_\mu \phi^i \partial^\mu \phi^i -\ft12 
\partial_\mu Z \partial^\mu Z\ .
\label{M2mink}
\"
8,"\begin{equation}
\vec{\chi}=e^{-Z B} \vec{\phi},
\label{redefchi}
\"
9,"\begin{equation}
\mathcal{L}_{M2} =-\ft12 \Lambda\  \partial_\mu Z \partial^\mu Z 
\ - \ \partial_\mu \chi^i B_{ij} \chi^j \ \partial^\mu Z
- \ft12 \partial_\mu \chi^i \partial^\mu \chi^i.
\label{M2twisted}
\"
10,"\begin{equation}
\mathcal{L}=\mathcal{L}_{M2}-\epsilon^{\mu \nu \kappa}A_\mu \partial_\nu 
L_\kappa.
\label{lagrangemult}
\"
11,"\begin{equation}
{\cal L}_{M2}=  \; \ft12 \partial_\mu \phi^a \partial^\mu \phi^a\ +\ \hat{\bar{\psi}}
\slashed{\partial}\hat{\psi}\; ,
\label{n81}
\"
12,"\begin{equation}
\Gamma_*=\sigma_3\otimes \unity_8 , \; \hsp{1cm}
C= \unity_2\otimes \mathcal{C},\;                 \hsp{1cm}
\Gamma^i=\rmi \sigma_2\otimes\tilde{\Gamma}^i,\; \hsp{1cm}
\Gamma^8=-\rmi \sigma_1\otimes \unity_8\; ,
\"
13,"\begin{equation}
\phi^a = (\phi^i, Z), \hsp{2cm}
\hat{\epsilon}=\left(\begin{array}{c}1\\0\end{array}\right)\otimes\epsilon, \; \hsp{2cm}
\hat{\psi}=\left(\begin{array}{c}0\\1\end{array}\right)\otimes\psi\; ,
\"
14,"\begin{equation}
{\cal L}_{M2}^\prime=
-\ft12 \partial_\mu \phi^i \partial^\mu \phi^i
\ -\ \ft12 \partial_\mu Z \partial^\mu Z 
\ - \ \bar{\psi}\slashed{\partial}\psi
\"
15,"\begin{equation}\label{newM2}
\mathcal{L}_{M2}=-\ft12 \Lambda\  \partial_\mu Z \partial^\mu Z 
\ - \  \partial_\mu \chi^i B_{ij} \chi^j\  \partial^\mu Z 
\ - \ \ft12 \partial_\mu \chi^i \partial^\mu  \chi^i 
\ - \ \bar{\theta}\slashed{\partial} \theta 
\ -\ \ft14 \bar{\theta} \ \slashed{\partial}Z \ \slashed{B} \ \theta \; ,
\"
16,"\begin{equation}
\partial_\mu Z=  -\ft12 \epsilon_{\mu \nu \kappa} \Lambda^{-1}\ F^{\nu \kappa}
- \Lambda^{-1} \partial_\mu \chi^i B_{ij} \chi^j 
- \ft14  \Lambda^{-1} \bar{\theta}\ \tau_\mu \slashed{B}\ \theta
 \label{dual}\; .
\"
17,"\begin{equation}
\label{sol}
t_{ab}=-\ft14 \partial_{[a} \xi_{b]}, 
\hsp{2cm}
\Gamma^{ab} t_{ab} \ \epsilon = 0.
\"
18,"\begin{equation}
\mathfrak{D}_\mu \epsilon=\partial_\mu \epsilon+\tfrac{1}{4} 
\slashed{\omega}_{\mu} \epsilon\ .
\"
19,"\begin{equation}
\{ \tau^\mu, \tau^\nu \}=2\eta^{\mu \nu}
\"
20,"\begin{equation}
\tau_0=i \sigma_1, \hsp{2cm}
\tau_1=\sigma_2, \hsp{2cm}
\tau_2=\sigma_3.
\"
21,"\begin{equation}
\chi \bar{\lambda}=-\ft12\Bigl(\bar{\lambda}\chi + \bar{\lambda}\tau_\mu \chi \tau^\mu \Bigr).
\"
22,"\begin{equation}
\eta \bar{\lambda} \chi=
\tfrac{1}{16}\Bigl (2\bar{\lambda} \eta \chi
               \ -\ \bar{\lambda}\Gamma_{ab} \eta  \Gamma^{ab}\chi
               \ +\ \tfrac{1}{4!}\bar{\lambda} \Gamma_{abcd}\eta 
                    \Gamma^{abcd}\chi \Bigr).
\"
23,"\begin{equation}
\gamma_{i_1 \dots i_n}=-\ft1{(7-n)!} \rmi \epsilon_{i_1 \dots i_7}
             \gamma^{i_7 \dots i_{7-n}}.
\"
24,"\begin{equation}
\lambda \bar{\chi}=\ft18\Bigl(\bar{\chi}\lambda
                \ + \ \bar{\chi}\gamma^i\lambda\gamma_i
                \ -\ \ft12\bar{\chi}\gamma^{ij}\lambda\gamma_{ij}
                 \ -\  \ft16\bar{\chi}\gamma^{ijk}\lambda\gamma_{ijk} \Bigr).
\"
25,"\begin{equation}
\xi=\partial_z + B_i{}^j x^i \partial_j\; ,
\label{xi}
\"
26,"\begin{equation}
\xi=U^{-1}\partial_z U,  \hsp{1.5cm} 
 U=e^{z B}\; .
\"
27,"\begin{equation}\label{chco}
\vec{y} = U^{-1} \vec{x}\; ,
\"
28,"\begin{equation}
\mathcal{L}_\xi \epsilon\ =\ \xi^A \mathfrak{D}_A \epsilon 
               + \ft14 \partial_A \xi_B \gamma^{AB} \epsilon \ = \ 0,
\hsp{2cm}
(A,B=0,\dots,10).
\"
29,"\begin{equation}
\slashed{B}\epsilon=0\; .
\label{pressusy}
\"
