,equation
0,"\begin{equation}
S = \int d^{5}x \sqrt{- g_{5}} \left( \frac{1}{2 \kappa^{2}} R 
- \frac{1}{2} \partial_{\mu} \phi \partial^{\mu} \phi - \Lambda(\phi) \right)
- \int d^{4}x \sqrt{- g_{4}} \lambda(\phi),
\"
1,"\begin{equation}
\Delta = 4 b^{2} - \frac{8}{3}.
\"
2,"\begin{equation}
 3(W'' + {W'}^{2}) + \frac{1}{2} \kappa^{2} {\Xi'}^{2} +
\left(\frac{\Delta}{8} + \delta \right) \lambda_{0}^{2} e^{2W - 2 \sqrt{2} b \kappa \Xi}
+ \sqrt{2} \lambda_{0} e^{W - \sqrt{2} b \kappa \Xi} \delta(z - z_{0}) 
= -\lambda_0^2 \frac{\Delta+4}{\Delta} \delta,
\label{eq:Einstein_ttz}
\"
3,"\begin{equation}
6 {W'}^{2} - \frac{1}{2} \kappa^{2} {\Xi'}^{2} 
+ \left(\frac{\Delta}{8} + \delta \right) \lambda_{0}^{2} e^{2W - 2 \sqrt{2} b \kappa \Xi}  
= \lambda_0^2 \delta,
\label{eq:Einstein_zzz}
\"
4,"\begin{equation}
\Xi'' + 3 W' \Xi' + 2 \sqrt{2} \frac{b}{\kappa} 
\left( \frac{\Delta}{8} + \delta \right) \lambda_{0}^{2} e^{2W - 2 \sqrt{2} b \kappa \Xi} 
+ 2 \frac{b}{\kappa} \lambda_{0}  e^{W - \sqrt{2} b \kappa \Xi}  \delta(z - z_{0}) 
= -4 \sqrt{2} \frac{b}{\kappa} \frac{\delta}{\Delta} \lambda_0^2,
\label{eq:EOMz}
\"
5,"\begin{equation}
\dot{\alpha}^2+\sqrt{2}b \kappa \dot{\phi} \dot{\alpha}=
\frac{1}{6} \kappa^2 \dot{\phi}^2-\frac{1}{3}\lambda_0^2 \frac{\Delta+4}{\Delta}
\delta e^{-2 \sqrt{2}b \kappa \phi},
\"
6,"\begin{equation}
\ddot{\alpha}+2 \dot{\alpha}^2 +\frac{1}{6} \kappa^2 \dot{\phi}^2
=\frac{1}{3} \lambda_0^2 \delta e^{-2 \sqrt{2} b \kappa \phi},
\"
7,"\begin{equation}
\ddot{\phi}+(3 \dot{\alpha} + \sqrt{2} b \kappa \dot{\phi}) \dot{\phi}
=-4 \sqrt{2} b \kappa^{-1} \lambda_0^2 \frac{\delta}{\Delta} e^{-2 \sqrt{2}b \kappa \phi},
\"
8,"\begin{equation}
H_0 \equiv -\frac{3\Delta+8}{3 (\Delta +2)} H, \quad 
H=- (\Delta + 2) \sqrt{- \frac{\delta}{\Delta}} \lambda_{0},
\"
9,"\begin{equation}
\eta = \int e^{-\alpha} dt
= \frac{3 \Delta + 8}{3 (\Delta + 2)} H_{0}^{-\frac{2}{3 \Delta + 8}} 
t^{\frac{3 (\Delta + 2)}{3 \Delta + 8}}.
\"
