,equation
0,"\begin{equation}
W(\Phi )=\al \sum_{l=0}^{N}\frac{s_{N-l}(e^{2})}{2l+2}\tr \Phi ^{2l+2}\,,
\label{SUP}
\"
1,"\begin{equation}
s_{m}=\sum_{i_{1}<i_{2}<\cdots <i_{m}}e_{i_{1}}^{2}e_{i_{2}}^{2}\ldots
e_{i_{m}}^{2}\,,
\"
2,"\begin{equation}
W^{\prime }(x)=\al x\sum_{l=0}^{N}s_{N-l}(e^{2})x^{2l}=\al %
x\prod_{i=1}^{N}(x^{2}+e_{i}^{2})\equiv \alpha w^{\prime }(x)\,.
\"
3,"\begin{equation}
\Phi _{0}={\mbox {diag}}(0,\ e_{1}i\si_{2},\ e_{2}i\si_{2},\ldots ,\ e_{N}i%
\si_{2})\,,
\"
4,"\begin{equation}
SO(2N+1)\to U(1)^{N}\,.
\"
5,"\begin{equation}
\Phi _{0}={\mbox {diag}}({\bf 0}_{2M_{0}\times 2M_{0}},\ e_{1}i\si%
_{2}\otimes {\bf 1}_{M_{1}\times M_{1}},\ e_{2}i\si_{2}\otimes {\bf 1}%
_{M_{2}\times M_{2}},\ \ldots ,\ e_{N}i\si_{2}\otimes {\bf 1}_{M_{N}\times
M_{N}})\,.  \label{VAC}
\"
6,"\begin{equation}
SO(2M)\to SO(2M_{0})\times U(M_{1})\times U(M_{2})\times \cdots \times
U(M_{N})\,,  \label{BREAK}
\"
7,"\begin{equation}
M=\sum_{i=0}^{N}M_{i}\,.
\"
8,"\begin{equation}
W(\Phi )=\sum_{i=0}^{N}M_{i}W(\imath e_{i})+\frac{1}{2}\alpha
\sum_{l=0}^{N}s_{N-l}\sum_{m=0}^{l}{\rm Tr}(\Psi \Phi _{0}^{m}\Psi \Phi
_{0}^{2l-m})+{\cal O}(\Psi ^{3})\,.
\"
9,"\begin{equation}
\psi _{ij}\equiv \psi _{ij}^{0}\otimes \sigma _{0}+\psi _{ij}^{1}\otimes
\sigma _{1}+\imath \psi _{ij}^{2}\otimes \sigma _{2}+\psi _{ij}^{3}\otimes
\sigma _{3}\,,
\"
10,"\begin{equation}
%\sum_{l=1}^{N} S_{N-l} e_i^l +S_N = \sum_{l=0}^{N} S_{N-l} e_i^l
%=0
%\"
11,"\begin{equation}
%\sum_{l=1}^{N} S_{N-l} \sum_{m=0}^{l-1} e_i^m e_j^{l-m-1} =
%\sum_{l=1}^{N} S_{N-l} \frac{e_i^l-e_j^l}{e_i-e_j}
%=\frac{S_N-S_N}{e_i-e_j}=0
%\"
12,"\begin{equation}
%\sum_{k=0}^{N} S_{2N-2k} \sum_{n=0}^{k} e_i^{2n} e_j^{2k-2n} =
%\sum_{k=0}^{N} S_{2N-2k} \frac{e_i^{2k+2}-e_j^{2k+2}}{e_i^2-e_j^2}
%=0
%\"
13,"\begin{equation}
4M_{0}\sum_{i=1}^{N}M_{i}+4\sum_{i<j}^{N}M_{i}M_{j}+%
\sum_{i=1}^{N}M_{i}(M_{i}-1)\,.
\"
14,"\begin{equation}
\frac{1}{4}{\rm Tr}B[\Phi ,C]=\frac{1}{4}{\rm Tr}B[\Phi _{0},C]+\frac{1}{4}%
{\rm Tr}B[\Psi ,C]\,.  \label{ghost}
\"
15,"\begin{equation}
\sum_{l=0}^{N}ls_{N-l}(\imath e_{i})^{2l}=\frac{\imath e_{i}}{2}\left[ \frac{%
d}{dx}\prod_{k=1}^{N}(x^{2}+e_{k}^{2})\right] _{x=\imath
e_{i}}=-e_{i}^{2}\prod_{k\neq i}(e_{k}^{2}-e_{i}^{2})\,,
\"
16,"\begin{equation}
W_{{\rm {kin}}}(\psi )=\frac{\alpha }{2}\left( -\Delta _{0}{\rm {Tr}(\psi
_{00})^{2}-\sum_{i=1}^{N}\Delta _{i}{Tr}(\psi
_{ii}^{0})^{2}+\sum_{i=1}^{N}\Delta _{i}{Tr}(\psi _{ii}^{2})^{2}}\right) .
\"
17,"\begin{equation}
S_{0}\log \left( \frac{\pi g_{s}}{\alpha \Delta _{0}}\right) +\frac{1}{2}%
\sum_{i}S_{i}^{2}\log \left( \frac{\pi g_{s}}{\alpha \Delta _{i}}\right) .
\"
18,"\begin{equation}
\Delta (\lambda )=\prod_{i}\prod_{\alpha <\beta }(\lambda _{\alpha
}^{(i)}+\lambda _{\beta }^{(i)})^{2}\prod_{i}\prod_{\alpha ,\beta }\left(
(\lambda _{\alpha }^{(0)})^{2}-(\lambda _{\beta }^{(i)})^{2}\right)
^{2}\prod_{i<j}\prod_{\alpha ,\beta }\left( (\lambda _{\alpha
}^{(i)})^{2}-(\lambda _{\beta }^{(j)})^{2}\right) ^{2},
\"
19,"\begin{equation}
\int dBdC{\rm e}^{I_{{\rm {kin}}}(B,C;e)}=\prod_{i}(2e_{i})^{M_{i}(M_{i}-1)}%
\prod_{i}(e_{i})^{4M_{0}M_{i}}\prod_{i<j}(e_{ij})^{2M_{i}M_{j}}.
\"
20,"\begin{equation}
\sum_{i}S_{i}^{2}\log (2e_{i})+4S_{0}\sum_{i}S_{i}\log
e_{i}+2\sum_{i<j}S_{i}S_{j}\log (e_{ij}).
\"
21,"\begin{equation}
S_{0}\log M_{0}+\frac{1}{2}\sum_{i}S_{i}^{2}\log M_{i}-\left( \frac{3}{2}%
+\log \pi \right) S_{0}^{2}-\left( \frac{3}{4}+\frac{1}{2}\log 2\pi \right)
\sum_{i}S_{i}^{2}.
\"
22,"\begin{equation}
\delta {\cal F}_{0}=g_{s}^{2}(2M^{2}-M)\log \sqrt{\Lambda },
\"
23,"\begin{equation}
Y_{i}=-\left( \frac{2}{e_{i}}\right) M_{i}-\left( \frac{2}{\Delta _{i}}%
\right) \gamma _{3,i}M_{i}-4\sum_{j=0}^{j\neq i}\left( \frac{e_{i}}{e_{ij}}%
\right) M_{j}\,.
\"
