,equation
0,"\begin{equation}
\Gamma = \int dt < \Psi | i {\partial
\over \partial t} -H| \Psi >
\"
1,"\begin{equation}
 \delta\Gamma = 0 \rightarrow
\{ i {\partial \over \partial t} - H \} |\Psi > = 0
\"
2,"\begin{equation}
H= \int d^n x [ -{1 \over 2} \delta^2/[\delta \varphi(x)]^2+ {1 \over 2}
\nabla
\varphi(x) \nabla \varphi(x) + V[\varphi] ]
\"
3,"\begin{equation}
G(x,y,t) = \langle \Psi_{v}|
\varphi(x)\varphi(y)| \Psi_{v} \rangle -  \phi_c(x,t)  \phi_c(y,t) .
\"
4,"\begin{equation}
P[\phi] = A^2 \exp \{ -\int_{x,y}[\varphi
(x)-  \phi_c(x,t)]
[\frac {G^{-1}(x,y;t)}{2}
[\varphi(y)-
 \phi_c (y,t)]]
\"
5,"\begin{equation}
\int  {\cal D} \phi~~ P[\phi] = 1
\"
6,"\begin{equation}
Z[j] = \langle \exp[\int j(x,t) \{ \phi(x,t) - \phi_c(x,t) \} ] \rangle = \exp
[\frac{1}{2} \int j(x,t) G(xy,t) j(y,t)].
\"
7,"\begin{equation}
\langle (\phi(x,t)-\phi_c(x,t)) ^{2n} \rangle = \frac{\delta ^{2n}
Z[j]}{\delta j^{2n} (x)} |_{j=0}.
\"
8,"\begin{equation}
\langle (\phi(x,t)- \phi_c(x,t)) ^{2n} \rangle = (2n-1)!!  G(x,x;t)^{n}
\"
9,"\begin{equation}
\langle V[\phi] \rangle = \sum_n \frac{1}{(2n)!} \frac {d^{2n} V[\phi_c]}{d
\phi_c^{2n}} \langle (\phi-\phi_c)^{2n} \rangle = \sum_n \frac{1}{2^n n!}
G^n  \frac {d^{2n} V[\phi_c]}{d \phi_c^{2n}}
\"
10,"\begin{equation}
\langle ( \frac {\vec \phi \cdot \vec \phi}{N})^n \rangle \rightarrow
\langle
\rho \rangle^n \"
11,"\begin{equation}
\langle \rho \rangle =  \frac {\langle \vec \phi \cdot  \vec \phi
\rangle}{N}
= G + \frac {\vec \phi_c \cdot \vec \phi_c}{N} \equiv G+\phi_c^2  .
\"
12,"\begin{equation}
\langle V[\frac {\vec \phi \cdot \vec \phi}{N} ] \rangle = V_{cl} [ \phi_c^2
+
G ] \"
13,"\begin{equation}
V_{cl}[\phi] = \frac{\mu^2}{2} \vec \phi \cdot \vec \phi + \frac
{\lambda_0}{4
N} (\vec \phi \cdot \vec \phi)^2 + \frac{\eta}{6 N^2} (\vec \phi \cdot \vec
\phi)^3
 \"
14,"\begin{equation}
V_{eff}= \frac{G^{-1}(x,x)}{8}+ \frac{1}{2} lim_{x \rightarrow y} \nabla_x
\nabla_y G(x,y) + \langle V \rangle.
\"
15,"\begin{equation}
G(x,y) = \int \frac{dk} {2 \pi} ~~e^{i k(x-y)} ~~\frac {1} {2
\sqrt{k^2+\chi}},
\"
16,"\begin{equation}
G(x,x) = \frac{1}{4 \pi} \ln \frac{\Lambda^2}{\chi}
\"
17,"\begin{equation}
\langle KE \rangle = \int \frac{dk} {2 \pi} [ \frac {\sqrt{k^2+\chi}}{4} +
\frac{k^2} {4 \sqrt{k^2+\chi}} ] \"
18,"\begin{equation}
\frac{\partial V} {\partial \chi} = \frac{\partial V} {\partial
G}\frac{\partial G} {\partial \chi}
\"
19,"\begin{equation}
\frac{\partial G} {\partial \chi} = - \frac {1} {4 \pi \chi}
\"
20,"\begin{equation}
K[\chi] = -\frac{1}{2} \int_0^\chi m^2  \frac {\partial G[m^2]}{\partial
m^2}
= \frac {\chi}{8 \pi}.
 \"
21,"\begin{equation}
m^2  = \mu^2 + 3 \lambda_0 G[m^2]+ 15 \eta G^2 [m^2]
\"
22,"\begin{equation}
\lambda_r= \lambda_0 + 10 \eta G[m^2]
\"
23,"\begin{equation}
G_r[\chi] = G[\chi]-G[m^2] = \frac{1}{4 \pi} \ln \frac{m^2}{\chi}
\"
24,"\begin{equation}
\mu \rightarrow m; ~~ \lambda \rightarrow \lambda_r;  G \rightarrow G_r.
\"
25,"\begin{equation}
\langle V \rangle /N = \frac{1}{2} \mu^2  [\phi_c^2+G(x,x)]
+\frac{\lambda_0}{4}  [\phi_c^2+G(x,x)]^2+
\frac{\eta}{6}
 [\phi_c^2+G(x,x)]^3,
\"
26,"\begin{equation}
m^2 = \mu^2 + \lambda_0 G(x,x;m^2) + \eta_0 G^2(x,x;m^2).
\"
27,"\begin{equation}
\lambda_r = \lambda_0 + 2 \eta G(x,x;m^2)
\"
28,"\begin{equation}
\frac {\partial V}{\partial G} = \frac{1}{2} [ -\chi + m^2  + \lambda_r \{
\phi^2 + G_r(x,x;\chi) \} + \eta  \{
\phi^2 + G_r(x,x;\chi)\}^2] .
\"
29,"\begin{equation}  \frac{\partial
H} {\partial \chi} = \frac{\partial H} {\partial G} \frac{\partial G}
{\partial
\chi}  \"
30,"\begin{equation}
\frac{\partial V_{eff}} {\partial \chi}= \frac{1} {8 \pi \chi} \left[\chi -
m^2 - \lambda_r \left(\phi^2
+\frac{1}{4
\pi} {\ln} [\frac{m^2}{\chi} \right) - \eta \left( \phi^2 +\frac{1}{4 \pi}
{\ln} [\frac{m^2}{\chi}] \right)^2  \right]
\"
31,"\begin{equation}
G(xx,\chi) \rightarrow G(xx, \chi) - G(xx, m^2) \equiv G_r(x,x;\chi).
\"
32,"\begin{equation}
H= \int dx [ {1 \over 2} \pi(x,t)^2 + {1\over 2} (\nabla \varphi(x,t))^2
- {\alpha_0 \over \beta^2} \cos \beta \varphi + \gamma ]
\"
33,"\begin{equation}
< V > = < - {\alpha_0 \over \beta^2} \cos \beta \varphi > =
  - {\alpha_0 \over \beta^2} \cos \beta \phi~~ e^{- {\beta^2 \over 2}
G(x,x)}
\"
34,"\begin{equation}
\ddot{\phi} - \nabla^2 \phi + {\alpha_0 \over \beta} \sin \beta \phi
~~e^{- {\beta^2 \over 2} G(x,x)} =0 \label{eq:phi},
\"
35,"\begin{equation}
\dot{G}(x,y) =  2 \int dz  \{G(x,z) \Sigma(z,y) + \Sigma (x,z) G(z,y) \}
\label{eq:g}
\"
36,"\begin{equation}
[\Box + \langle \frac{\partial^2 V}{\partial \phi^2} \rangle ]{\cal G}
(x,x') = \delta^2(x-x')
\"
37,"\begin{equation}
\langle \frac{\partial^2 V}{\partial \phi^2} \rangle = \alpha_0 \cos \beta
\phi(x,t)
~~e^{- {\beta^2 \over 2} G(x,x)} \equiv \chi(x).
\"
38,"\begin{equation}
G(x,y) = {1 \over 2 \pi} \int dk{\tilde G}(k) e^{i k(x-y)}
\"
39,"\begin{equation}
\chi = \alpha_0
~~e^{- {\beta^2 \over 2} G(x,x;\chi)} = \alpha_0
(\frac{\Lambda^2}{\chi})^{-\frac{\beta^2}{8\pi}}
\"
40,"\begin{equation}
< {\cal{H}} > = {1 \over 8} G^{-1}(xx;\chi) + {1 \over 2}
\lim_{x \rightarrow y}  \nabla_x \nabla_y G(x,y;\chi)
 - {\alpha_0 \over \beta^2}~~ e^{- {\beta^2 \over 2} G(x,x;\chi)}
\"
41,"\begin{equation}
{\cal{H}}(\mu^2) = {1 \over 8 \pi} \int_{-\Lambda}^{\Lambda} dk
{2 k^2 + \mu^2 \over (k^2 + \mu^2)^{1/2} } - {\alpha_0 \over \beta^2}
 ( {\Lambda^2
\over \mu^2})^ {-\beta^2/ 8 \pi}
\"
42,"\begin{equation}
\alpha_r(m^2) = \alpha_0 ({m^2 \over \Lambda^2})^{\beta^2/ 8 \pi}
\"
43,"\begin{equation}
\alpha_r(\chi) = \chi
\"
44,"\begin{equation}
{\cal{H}}(\chi)-{\cal{H}}(m^2)= {1 \over 8 \pi} (\chi - m^2)
- {\alpha_r \over \beta^2} ({\chi \over m^2})^{\beta^2 / 8 \pi}
\"
