,equation
0,"\begin{equation}
ds^2= dr^2+e^{2A(r)}\left(L^2 d\Omega_{n-1}^2+\hat{g}_{\mu\nu}dx^{\mu}dx^{\nu}\right)
 \"
1,"\begin{equation}
e^{2A(r)}=\left\{\begin{array}{cc}
\alpha_{+}^2\sin^2\left(\beta_+(r_0-r)\right)\,\,&\,\,\,(\Lambda>0)\\
\alpha_0^2(r-r_0)^2\,\,&\,\,\,(\Lambda=0)\\
\alpha_-^2\sinh^2\left(\beta_-(r_0-r)\right)\,\,&\,\,\,(\Lambda<0)
\end{array}\right.
\q\q  L^2= {(n-2-\kappa^2 \eta^2) \over (q-1) H^2}
\label{sols}
\"
2,"\begin{equation}
\alpha_{\pm}^2=\frac{(q-1)(d-1)H^2}
{2\kappa^2|\Lambda|}
\,\,\,,\,\,\,\,\,\,\,
\beta_{\pm}^2=
\frac{2\kappa^2|\Lambda|}{(d-2)(d-1)}
\"
3,"\begin{equation}
\alpha_0^2=\frac{(q-1)}{(d-2)}H^2
\"
4,"\begin{equation}
\hat R_{ef}=\hat R e^{-2 A}=
{2 q \kappa^2 \Lambda\over (d-1)\sin^2(\beta_+ (r_0-r))},\q
{q (d-2)\over (r_0-r)^2},\q
{2 q \kappa^2|\Lambda|\over (d-1)\sinh^2(\beta_- (r_0-r))}
\"
5,"\begin{equation}
H^2=
{2 \kappa^2 \Lambda\over (q-1)(d-1)\sin^2(\beta_+ r_0)},\;
{ (d-2)\over  (q-1) r_0^2},\;
{2  \kappa^2 |\Lambda|\over  (q-1) (d-1)\sinh^2(\beta_- r_0)}
\label{hubble}
\"
6,"\begin{equation}
ds^2=e^{2A(y)} d\hat{s}^2+d\tilde{s}^2\equiv
e^{2A(y)} \hat{g}_\mn dx^{\mu} dx^{\nu}+\gamma_{ab} dy^a dy^b
\label{warp}
 \"
7,"\begin{equation}
\t\nabla^2 \phi+q \t\nabla A \; \t\nabla \phi+e^{-2A} \;m^2\phi
=0.
\label{trans}
\"
8,"\begin{equation}
d\t s^2=\gamma_{ab} dy^a dy^b=dr^2+R^2(r) d\Omega^2_{n-1}
\label{warp2}
\"
9,"\begin{equation}
{\Box}Z_{\ell}+\ell(\ell+n-2)Z_{\ell}=0
\"
10,"\begin{equation}
\psi'' +\psi'\left( q\;{ A'}
+(n-1){ R' \over R}\right)
+\left(m^2e^{-2A}-{\ell(\ell+n-2)\over R^2}\right)\; \psi=0
\"
11,"\begin{equation}
 \psi^{''}+(d-1)A'\psi'+\left(m^2-{\ell(\ell+n-2)\over L^2}\right)e^{-2A}\psi=0
 \"
12,"\begin{equation}
\int dr\,e^{(d-3)A(r)}\psi^2(r)<\infty
\"
13,"\begin{equation}
dz=e^{- A}dr\,\,\,,\,\,\,\,\chi=e^{(d/2-1)A}\psi
\label{conf}
\"
14,"\begin{equation}
\left\{-\frac{1}{2}\frac{d^2}{dz^2}+V(z)\right\}\chi(z)=\frac{m^2}{2}\chi(z)
\"
15,"\begin{equation}
V=-\frac{1}{4}(d-2)\left(\ddot{A}-\frac{1}{2}(d-2)\dot{A}^2\right)
+\frac{1}{2L^2}\;\ell(\ell+n-2)
\"
16,"\begin{equation}
\int\chi^2(z) \, dz<\infty.
\"
17,"\begin{equation}
e^{2A}=\frac{\alpha_+^2}{\cosh^2(\t\alpha z)}
\"
18,"\begin{equation}
V(z)=\frac{1}{2L^2}\;\ell(\ell+n-2)
+\frac{\tilde{\alpha}^2}{8}
\left\{(d-2)^2-\frac{d(d-2)}{\cosh^2(\tilde{\alpha}z)}\right\}
\"
19,"\begin{equation}
\chi^{(\mp)}(z)=\cosh(\t \alpha z)^{(\mp \sqrt{c})} \;
{}_2F_1[{d/ 4}\pm {\sqrt{c}/2},{(2-d)/ 4}\pm {\sqrt{c}/2}\;
;1\pm \sqrt{c}\; ;{1/ \cosh^2(\t \alpha z)}]
\"
20,"\begin{equation}
c={(d-2)^2 \over 4}+
{(d-2)\ell(\ell+n-2)\over (n-2-\kappa^2\eta^2)}-{(d-2)\;m^2\over (q-1) H^2}
\label{c}
\"
21,"\begin{equation}
\chi^{(\pm)}(z)\sim e^{\pm \sqrt{c}\t\alpha z}
\"
22,"\begin{equation}
m^2_c=H^2\;{(q-1)\over 4}\left\{ (d-2)+{4\ell(\ell+n-2)\over n-2-\kappa^2\eta^2}\right\}
\label{mc}
\"
23,"\begin{equation}
\chi^{(\pm)}(z)\sim e^{\pm i\sqrt{|c|}\tilde{\alpha}z}
\"
24,"\begin{equation}
\chi^{(-)}(z)\sim e^{-\sqrt{c}\tilde{\alpha} z}.
\"
25,"\begin{equation}
r_0-r=r_0e^{-(z-z_0)\alpha_0}
\"
26,"\begin{equation}
V=\frac{\alpha_0^2}{8}\;(d-2)^2+\frac{1}{2L^2}\;\ell(\ell+n-2)
\"
27,"\begin{equation}
\chi^{(\pm)}_m(z)=N_me^{\pm i\alpha_0\sqrt{|c|}z}
\"
28,"\begin{equation}
 \chi^{(-)}(z)=N^{(-)}e^{-\alpha_0\sqrt{c}z}
 \"
29,"\begin{equation}
 e^{2A}=\frac{\alpha_-^2 }{\sinh^2(\tilde{\alpha}z)}
 \"
30,"\begin{equation}
V(z)=\frac{1}{2L^2}\;\ell(\ell+n-2)
+\frac{\tilde{\alpha}^2}{8}\left\{
(d-2)^2+\frac{d(d-2)}{\sinh^2(\tilde{\alpha}z)}
\right\}
\"
31,"\begin{equation}
\chi(z)^{(\mp)}=\sinh(\t \alpha z)^{d/2} \cosh(\t \alpha z)^{-(d\pm2 \sqrt{c})/2}
{}_2F_1[{d/ 4}\pm {\sqrt{c}/2},{(d+2)/ 4}\pm {\sqrt{c}/2}\;
;1\pm \sqrt{c}\; ;{1/ \cosh^2(\t \alpha z)}]
\"
32,"\begin{equation}
\mathop{\lim}\limits_{z \to \infty}
 e^{(d-2)A(z)}\psi(z)\psi'(z)=0
\"
33,"\begin{equation}
\mathop{\lim}\limits_{z \to \infty}
 e^{-\alpha\sqrt{c}z}=0,
\"
34,"\begin{equation}
\mathop{\lim}\limits_{z \to \infty}
 e^{-i\alpha\sqrt{|c|}z}.
\"
35,"\begin{equation}
T^r_r=f_r(r), \q\q T^\mu_\nu=\delta^\mu_\nu f_0(r),
\q\q T^\theta_{\theta'}=\delta^\theta_{\theta'} f_\theta(r)
\"
36,"\begin{equation}
\mu_i\equiv \int^0_{-r_c} R^{n-1}e^{q A} f_i(\rho) d\rho
\"
37,"\begin{equation}
R'(-r_c)=1, \q  A'(-r_c)=A(-r_c)=0
\"
38,"\begin{equation}
[K]^i_j-\delta^i_j Tr[K] =-\kappa^2 S^i_j
\"
39,"\begin{equation}
K^\mu_\nu=\delta^\mu_\nu {A'_w}e^{-A_w} \equiv \delta^\mu_\nu K_0, \q \q
K^\alpha_\beta=\delta^\alpha_\beta {R'_w\over R}e^{-A_w}
 \equiv \delta^\alpha_\beta K_\theta.
 \label{jump}
\"
40,"\begin{equation}
S^\mu_\nu=\delta^\mu_\nu S_0\q \q
S^\alpha_\beta=\delta^\alpha_\beta S_\theta
\"
41,"\begin{equation}
\kappa^2 \;\sigma=-(d-2)e^{-A(z_0)} A'(z_0)
\"
42,"\begin{equation}
-\chi''+
\left[V_{r}+\left({(q-1)\over 2} {[A']}+{(n-1)\over 2} {[R']\over R_0}\right)
\delta(z-z_0)
\right] \chi
=m^2 \chi
\"
43,"\begin{equation}
{[\chi'] \over \chi_0}={(q-1)\over 2} {[A']}+{(n-1)\over 2} {[R']\over R_0}
={(d-2)\over 2} {[A']}
\label{bc3}
\"
44,"\begin{equation}
{\chi'_0 \over \chi_0}=-{d-2\over 2}\; \t \alpha \tanh(\t \alpha z_0)
\label{bc3a}
\"
45,"\begin{equation}
m^2(\ell,s)=H^2\;{(q-1)\over 4}\left\{ (d-2)-{4c_s\over (d-2)}
+{4\ell(\ell+n-2)\over n-2-\kappa^2\eta^2}\right\}
\"
46,"\begin{equation}
m^2(\ell,s=1)=H^2\;{(q-1)\ell(\ell+n-2)\over n-2-\kappa^2\eta^2}
\label{zeromode}
\"
47,"\begin{equation}
{\chi'_0 \over \chi_0}=-{d-2\over 2}\; \t \alpha
\"
48,"\begin{equation}
{\chi'_0 \over \chi_0}=-{d-2\over 2}\; \t \alpha \coth(\t \alpha z_0)
\"
49,"\begin{equation}
ds^2= dr^2+e^{2A(r)}\left(L^2 d\Omega_{n-1}^2+\hat{g}_{\mu\nu}dx^{\mu}dx^{\nu}\right)
 \"
50,"\begin{equation}
e^{2A(r)}=\left\{\begin{array}{cc}
\alpha_{+}^2\sin^2\left(\beta_+(r_0-r)\right)\,\,&\,\,\,(\Lambda>0)\\
\alpha_0^2(r-r_0)^2\,\,&\,\,\,(\Lambda=0)\\
\alpha_-^2\sinh^2\left(\beta_-(r_0-r)\right)\,\,&\,\,\,(\Lambda<0)
\end{array}\right.
\q\q  L^2= {(n-2-\kappa^2 \eta^2) \over (q-1) H^2}
\label{sols}
\"
51,"\begin{equation}
\alpha_{\pm}^2=\frac{(q-1)(d-1)H^2}
{2\kappa^2|\Lambda|}
\,\,\,,\,\,\,\,\,\,\,
\beta_{\pm}^2=
\frac{2\kappa^2|\Lambda|}{(d-2)(d-1)}
\"
52,"\begin{equation}
\alpha_0^2=\frac{(q-1)}{(d-2)}H^2
\"
53,"\begin{equation}
\hat R_{ef}=\hat R e^{-2 A}=
{2 q \kappa^2 \Lambda\over (d-1)\sin^2(\beta_+ (r_0-r))},\q
{q (d-2)\over (r_0-r)^2},\q
{2 q \kappa^2|\Lambda|\over (d-1)\sinh^2(\beta_- (r_0-r))}
\"
54,"\begin{equation}
H^2=
{2 \kappa^2 \Lambda\over (q-1)(d-1)\sin^2(\beta_+ r_0)},\;
{ (d-2)\over  (q-1) r_0^2},\;
{2  \kappa^2 |\Lambda|\over  (q-1) (d-1)\sinh^2(\beta_- r_0)}
\label{hubble}
\"
55,"\begin{equation}
ds^2=e^{2A(y)} d\hat{s}^2+d\tilde{s}^2\equiv
e^{2A(y)} \hat{g}_\mn dx^{\mu} dx^{\nu}+\gamma_{ab} dy^a dy^b
\label{warp}
 \"
56,"\begin{equation}
\t\nabla^2 \phi+q \t\nabla A \; \t\nabla \phi+e^{-2A} \;m^2\phi
=0.
\label{trans}
\"
57,"\begin{equation}
d\t s^2=\gamma_{ab} dy^a dy^b=dr^2+R^2(r) d\Omega^2_{n-1}
\label{warp2}
\"
58,"\begin{equation}
{\Box}Z_{\ell}+\ell(\ell+n-2)Z_{\ell}=0
\"
59,"\begin{equation}
\psi'' +\psi'\left( q\;{ A'}
+(n-1){ R' \over R}\right)
+\left(m^2e^{-2A}-{\ell(\ell+n-2)\over R^2}\right)\; \psi=0
\"
60,"\begin{equation}
 \psi^{''}+(d-1)A'\psi'+\left(m^2-{\ell(\ell+n-2)\over L^2}\right)e^{-2A}\psi=0
 \"
61,"\begin{equation}
\int dr\,e^{(d-3)A(r)}\psi^2(r)<\infty
\"
62,"\begin{equation}
dz=e^{- A}dr\,\,\,,\,\,\,\,\chi=e^{(d/2-1)A}\psi
\label{conf}
\"
63,"\begin{equation}
\left\{-\frac{1}{2}\frac{d^2}{dz^2}+V(z)\right\}\chi(z)=\frac{m^2}{2}\chi(z)
\"
64,"\begin{equation}
V=-\frac{1}{4}(d-2)\left(\ddot{A}-\frac{1}{2}(d-2)\dot{A}^2\right)
+\frac{1}{2L^2}\;\ell(\ell+n-2)
\"
65,"\begin{equation}
\int\chi^2(z) \, dz<\infty.
\"
66,"\begin{equation}
e^{2A}=\frac{\alpha_+^2}{\cosh^2(\t\alpha z)}
\"
67,"\begin{equation}
V(z)=\frac{1}{2L^2}\;\ell(\ell+n-2)
+\frac{\tilde{\alpha}^2}{8}
\left\{(d-2)^2-\frac{d(d-2)}{\cosh^2(\tilde{\alpha}z)}\right\}
\"
68,"\begin{equation}
\chi^{(\mp)}(z)=\cosh(\t \alpha z)^{(\mp \sqrt{c})} \;
{}_2F_1[{d/ 4}\pm {\sqrt{c}/2},{(2-d)/ 4}\pm {\sqrt{c}/2}\;
;1\pm \sqrt{c}\; ;{1/ \cosh^2(\t \alpha z)}]
\"
69,"\begin{equation}
c={(d-2)^2 \over 4}+
{(d-2)\ell(\ell+n-2)\over (n-2-\kappa^2\eta^2)}-{(d-2)\;m^2\over (q-1) H^2}
\label{c}
\"
70,"\begin{equation}
\chi^{(\pm)}(z)\sim e^{\pm \sqrt{c}\t\alpha z}
\"
71,"\begin{equation}
m^2_c=H^2\;{(q-1)\over 4}\left\{ (d-2)+{4\ell(\ell+n-2)\over n-2-\kappa^2\eta^2}\right\}
\label{mc}
\"
72,"\begin{equation}
\chi^{(\pm)}(z)\sim e^{\pm i\sqrt{|c|}\tilde{\alpha}z}
\"
73,"\begin{equation}
\chi^{(-)}(z)\sim e^{-\sqrt{c}\tilde{\alpha} z}.
\"
74,"\begin{equation}
r_0-r=r_0e^{-(z-z_0)\alpha_0}
\"
75,"\begin{equation}
V=\frac{\alpha_0^2}{8}\;(d-2)^2+\frac{1}{2L^2}\;\ell(\ell+n-2)
\"
76,"\begin{equation}
\chi^{(\pm)}_m(z)=N_me^{\pm i\alpha_0\sqrt{|c|}z}
\"
77,"\begin{equation}
 \chi^{(-)}(z)=N^{(-)}e^{-\alpha_0\sqrt{c}z}
 \"
78,"\begin{equation}
 e^{2A}=\frac{\alpha_-^2 }{\sinh^2(\tilde{\alpha}z)}
 \"
79,"\begin{equation}
V(z)=\frac{1}{2L^2}\;\ell(\ell+n-2)
+\frac{\tilde{\alpha}^2}{8}\left\{
(d-2)^2+\frac{d(d-2)}{\sinh^2(\tilde{\alpha}z)}
\right\}
\"
80,"\begin{equation}
\chi(z)^{(\mp)}=\sinh(\t \alpha z)^{d/2} \cosh(\t \alpha z)^{-(d\pm2 \sqrt{c})/2}
{}_2F_1[{d/ 4}\pm {\sqrt{c}/2},{(d+2)/ 4}\pm {\sqrt{c}/2}\;
;1\pm \sqrt{c}\; ;{1/ \cosh^2(\t \alpha z)}]
\"
81,"\begin{equation}
\mathop{\lim}\limits_{z \to \infty}
 e^{(d-2)A(z)}\psi(z)\psi'(z)=0
\"
82,"\begin{equation}
\mathop{\lim}\limits_{z \to \infty}
 e^{-\alpha\sqrt{c}z}=0,
\"
83,"\begin{equation}
\mathop{\lim}\limits_{z \to \infty}
 e^{-i\alpha\sqrt{|c|}z}.
\"
84,"\begin{equation}
T^r_r=f_r(r), \q\q T^\mu_\nu=\delta^\mu_\nu f_0(r),
\q\q T^\theta_{\theta'}=\delta^\theta_{\theta'} f_\theta(r)
\"
85,"\begin{equation}
\mu_i\equiv \int^0_{-r_c} R^{n-1}e^{q A} f_i(\rho) d\rho
\"
86,"\begin{equation}
R'(-r_c)=1, \q  A'(-r_c)=A(-r_c)=0
\"
87,"\begin{equation}
[K]^i_j-\delta^i_j Tr[K] =-\kappa^2 S^i_j
\"
88,"\begin{equation}
K^\mu_\nu=\delta^\mu_\nu {A'_w}e^{-A_w} \equiv \delta^\mu_\nu K_0, \q \q
K^\alpha_\beta=\delta^\alpha_\beta {R'_w\over R}e^{-A_w}
 \equiv \delta^\alpha_\beta K_\theta.
 \label{jump}
\"
89,"\begin{equation}
S^\mu_\nu=\delta^\mu_\nu S_0\q \q
S^\alpha_\beta=\delta^\alpha_\beta S_\theta
\"
90,"\begin{equation}
\kappa^2 \;\sigma=-(d-2)e^{-A(z_0)} A'(z_0)
\"
91,"\begin{equation}
-\chi''+
\left[V_{r}+\left({(q-1)\over 2} {[A']}+{(n-1)\over 2} {[R']\over R_0}\right)
\delta(z-z_0)
\right] \chi
=m^2 \chi
\"
92,"\begin{equation}
{[\chi'] \over \chi_0}={(q-1)\over 2} {[A']}+{(n-1)\over 2} {[R']\over R_0}
={(d-2)\over 2} {[A']}
\label{bc3}
\"
93,"\begin{equation}
{\chi'_0 \over \chi_0}=-{d-2\over 2}\; \t \alpha \tanh(\t \alpha z_0)
\label{bc3a}
\"
94,"\begin{equation}
m^2(\ell,s)=H^2\;{(q-1)\over 4}\left\{ (d-2)-{4c_s\over (d-2)}
+{4\ell(\ell+n-2)\over n-2-\kappa^2\eta^2}\right\}
\"
95,"\begin{equation}
m^2(\ell,s=1)=H^2\;{(q-1)\ell(\ell+n-2)\over n-2-\kappa^2\eta^2}
\label{zeromode}
\"
96,"\begin{equation}
{\chi'_0 \over \chi_0}=-{d-2\over 2}\; \t \alpha
\"
97,"\begin{equation}
{\chi'_0 \over \chi_0}=-{d-2\over 2}\; \t \alpha \coth(\t \alpha z_0)
\"
