,equation
0,"\begin{equation}
H\,\,\psi \left( q,t\right) =i\,\frac{\partial \psi \left( q,t\right) }{%
\partial t},\,\,H=\alpha \,p+\beta m+V_{V}\left( q,t\right) +\beta
\,V_{S}\left( q,t\right) +\alpha \,\beta \,V_{P}\left( q,t\right) ,
\label{1}
\"
1,"\begin{equation}
H=\alpha \,p+\beta m+f\left( t\right) \,q.
\"
2,"\begin{equation}
\psi =\left( 
\begin{array}{l}
M_{1}\left( t\right) \\ 
M_{2}\left( t\right)
\end{array}
\right) \,e^{i\,\,\eta \left( t\right) \,q},
\"
3,"\begin{equation}
M_{1}\equiv G_{1}\,e^{-\,i\,m\,t},\,M_{2}\equiv G_{2}\,e^{i\,m\,t},
\"
4,"\begin{equation}
\dot{G}_{1}=-\,\eta _{1}\,G_{2}\,,\,\,\,\dot{G}_{2}=-\,\eta _{2}\,G_{1}\,,
\"
5,"\begin{equation}
\ddot{G}_{i}-\left( \frac{\dot{\eta}_{i}}{\eta _{i}}\right) \dot{G}%
_{i}+\,\eta ^{2}\,G_{i}=0,\,\,\,\,\,i=1,\,2.  \label{2}
\"
6,"\begin{equation}
\ddot{g}_{i}+\left[ \frac{1}{2}\left( \frac{\ddot{\eta}_{i}}{\eta _{i}}%
\right) -\left( \frac{\dot{\eta}_{i}}{\eta _{i}}\right) ^{2}+\eta
^{2}\right] g_{i}=0.
\"
7,"\begin{equation}
\psi =\left( 
\begin{array}{l}
M_{1}\left( t\right) \,\,\,\,e^{i\,F_{1}\left( q,t\right) } \\ 
M_{2}\left( t\right) \,\,\,\,e^{i\,F_{2}\left( q,t\right) }
\end{array}
\right) .\,  \label{spinor}
\"
8,"\begin{equation}
V_{P}=V_{P}\left( t\right) ,\,\,\,F=\theta _{1}\left( t\right) \,q.
\"
9,"\begin{equation}
V_{S}=V_{S}\left( t\right) ,\,\,\,\,V_{V}=-\,\dot{\theta}_{1}\left( t\right)
\,q+\theta _{2}\left( t\right) .
\"
10,"\begin{equation}
F^{\prime }=-\,V_{P}\left( q,t\right) .
\"
11,"\begin{equation}
V_{V}=V_{V}\left( t\right) ,\,\,V_{S}=V_{S}\left( q,t\right) =\gamma \left(
t\right) -\dot{F}\left( q,t\right) ,
\"
12,"\begin{equation}
i\,\dot{M}_{1}=\left( V_{V}+\gamma +m\right) M_{1},\,\,i\,\dot{M}_{2}=\left(
V_{V}-\gamma -m\right) M_{2.}
\"
13,"\begin{equation}
\frac{dI}{dt}=\frac{\partial I}{\partial t}-i\,\left[ I,H\right] =0,
\label{4}
\"
14,"\begin{equation}
I={\cal A}\left( t\right) {\cal \,}\,p+{\cal F}\left( q,t\right) ,
\"
15,"\begin{equation}
H\,\,\psi \left( q,t\right) =i\,\frac{\partial \psi \left( q,t\right) }{%
\partial t},\,\,H=\alpha \,p+\beta m+V_{V}\left( q,t\right) +\beta
\,V_{S}\left( q,t\right) +\alpha \,\beta \,V_{P}\left( q,t\right) ,
\label{1}
\"
16,"\begin{equation}
H=\alpha \,p+\beta m+f\left( t\right) \,q.
\"
17,"\begin{equation}
\psi =\left( 
\begin{array}{l}
M_{1}\left( t\right) \\ 
M_{2}\left( t\right)
\end{array}
\right) \,e^{i\,\,\eta \left( t\right) \,q},
\"
18,"\begin{equation}
M_{1}\equiv G_{1}\,e^{-\,i\,m\,t},\,M_{2}\equiv G_{2}\,e^{i\,m\,t},
\"
19,"\begin{equation}
\dot{G}_{1}=-\,\eta _{1}\,G_{2}\,,\,\,\,\dot{G}_{2}=-\,\eta _{2}\,G_{1}\,,
\"
20,"\begin{equation}
\ddot{G}_{i}-\left( \frac{\dot{\eta}_{i}}{\eta _{i}}\right) \dot{G}%
_{i}+\,\eta ^{2}\,G_{i}=0,\,\,\,\,\,i=1,\,2.  \label{2}
\"
21,"\begin{equation}
\ddot{g}_{i}+\left[ \frac{1}{2}\left( \frac{\ddot{\eta}_{i}}{\eta _{i}}%
\right) -\left( \frac{\dot{\eta}_{i}}{\eta _{i}}\right) ^{2}+\eta
^{2}\right] g_{i}=0.
\"
22,"\begin{equation}
\psi =\left( 
\begin{array}{l}
M_{1}\left( t\right) \,\,\,\,e^{i\,F_{1}\left( q,t\right) } \\ 
M_{2}\left( t\right) \,\,\,\,e^{i\,F_{2}\left( q,t\right) }
\end{array}
\right) .\,  \label{spinor}
\"
23,"\begin{equation}
V_{P}=V_{P}\left( t\right) ,\,\,\,F=\theta _{1}\left( t\right) \,q.
\"
24,"\begin{equation}
V_{S}=V_{S}\left( t\right) ,\,\,\,\,V_{V}=-\,\dot{\theta}_{1}\left( t\right)
\,q+\theta _{2}\left( t\right) .
\"
25,"\begin{equation}
F^{\prime }=-\,V_{P}\left( q,t\right) .
\"
26,"\begin{equation}
V_{V}=V_{V}\left( t\right) ,\,\,V_{S}=V_{S}\left( q,t\right) =\gamma \left(
t\right) -\dot{F}\left( q,t\right) ,
\"
27,"\begin{equation}
i\,\dot{M}_{1}=\left( V_{V}+\gamma +m\right) M_{1},\,\,i\,\dot{M}_{2}=\left(
V_{V}-\gamma -m\right) M_{2.}
\"
28,"\begin{equation}
\frac{dI}{dt}=\frac{\partial I}{\partial t}-i\,\left[ I,H\right] =0,
\label{4}
\"
29,"\begin{equation}
I={\cal A}\left( t\right) {\cal \,}\,p+{\cal F}\left( q,t\right) ,
\"
