,equation
0,"\begin{equation}
\left( \nabla _{\mu }\nabla ^{\mu }+\frac{1}{6} R\right) \varphi
(x)=0, \label{fieldeq}
\"
1,"\begin{equation}
R=\frac{12}{\alpha^{2}},  \label{Riccisc}
\"
2,"\begin{equation}
ds^{2}=\frac{\alpha^{2}}{\eta^{2}}
[d\eta^{2}-\sum_{\imath=1}^{3}(dx^{\imath})^{2}],
\"
3,"\begin{equation}
\infty < \eta < 0.
\"
4,"\begin{equation}
\alpha^{2}=\frac{3}{\Lambda}.
\"
5,"\begin{equation}
\left( a_{j}+b_{j}n^{\mu }\nabla _{\mu }\right) \varphi
(x)=0,\quad z=z_{j},\quad j=1,2  \label{boundcond}
\"
6,"\begin{equation}
dy=\frac{\alpha}{\eta}dz  \label{ycoord}
\"
7,"\begin{equation}
\left( a_{j}+(-1)^{j-1}b_{j}\frac{\eta}{\alpha}\partial
_{z}\right) \varphi (x)=\left( a_{j}+(-1)^{j-1}b_{j}\partial
_{y}\right) \varphi (x)=0,\quad y=y_{j},\quad j=1,2.
\label{boundcond1}
\"
8,"\begin{equation}
\varphi(x)=-(-1)^{j-1}\frac{b_{j}}{a_{j}}\partial y\varphi(x),
\"
9,"\begin{equation}
T_{\mu \nu }=\nabla _{\mu }\varphi \nabla _{\nu }\varphi -\frac{1}{6} \left[ \frac{%
g_{\mu \nu }}{2}\nabla _{\rho }\nabla ^{\rho }+\nabla _{\mu
}\nabla _{\nu }+R_{\mu \nu }\right] \varphi ^{2},  \label{EMT1}
\"
10,"\begin{equation}
\langle 0|T_{\mu \nu }(x)|0\rangle =\sum_{\alpha }T_{\mu \nu }\{\varphi {%
_{\alpha },\varphi _{\alpha }^{\ast }\}},  \label{emtvev1}
\"
11,"\begin{equation}
\varphi (x)=\Omega ^{-1}\bar{\varphi}(x),  \label{phicontr}
\"
12,"\begin{equation}
\left( \bar{a}_{j}+(-1)^{j-1}\bar{b}_{j}\partial _{z}\right) \bar{\varphi}%
=0,\quad z=z_{j},\quad j=1,2,  \label{bounconflat}
\"
13,"\begin{equation}
\bar{a}_{j}=a_{j}-(-1)^{j-1}\frac{b_{j}}{\alpha},\quad
\bar{b}_{j}=b_{j}\frac{\eta}{\alpha}\label{coefrel}
\"
14,"\begin{equation}
\langle \bar{T}_{\nu }^{\mu }\left[ \eta _{\alpha \beta }\right] \rangle _{%
{\rm ren}}=-\frac{J_3(B_1,B_2)}{8\pi ^{3/2}a^{4}\Gamma (5/2)}{\rm
diag}(1,1,1,-3), \quad z_{1}< z< z_{2}, \label{emtvevflat}
\"
15,"\begin{equation}\label{IDB1B2}
  J_3(B_1,B_2)={\rm p.v.}
\int_{0}^{\infty }\frac{t^{3}dt}{\frac{(B_{1}t-1)(B_{2}t-
1)}{(B_{1}t+1)(B_{2}t+1)}e^{2t}-1},
\"
16,"\begin{equation}
B_{j}=\frac{\bar{b}_{j}}{\bar{a}_{j}a},\quad j=1,2,\quad
a=z_{2}-z_{1}. \label{Bjcoef}
\"
17,"\begin{equation}
\langle \bar{T}_{\nu }^{\mu }\left[ \eta _{\alpha \beta }\right] \rangle _{%
{\rm ren}}=0,\quad z< z_{1},z> z_{2}.  \label{emtvevflat2}
\"
18,"\begin{equation}
\langle T_{\nu }^{\mu }\left[ g_{\alpha \beta }\right] \rangle _{{\rm ren}%
}=\langle T_{\nu }^{\mu }\left[ g_{\alpha \beta }\right] \rangle _{{\rm ren}%
}^{(0)}+\langle T_{\nu }^{\mu }\left[ g_{\alpha \beta }\right] \rangle _{%
{\rm ren}}^{(b)}.  \label{emtcurved1}
\"
19,"\begin{equation}
\langle T_{\nu }^{\mu }\left[ g_{\alpha \beta }\right] \rangle _{{\rm ren}%
}^{(0)}=2g^{\mu \sigma }(x)\frac{\delta }{\delta g^{\nu \sigma }(x)}W_{{\rm %
div}}[g_{\alpha \beta }].  \label{gravemt}
\"
20,"\begin{equation}
\langle T_{\nu }^{\mu }\left[ g_{\alpha \beta }\right] \rangle _{{\rm ren}%
}^{(b)}=\frac{1}{\sqrt{|g|}}\langle \bar{T}_{\nu }^{\mu }\left[
\eta _{\alpha \beta }\right] \rangle _{{\rm ren}}.
\label{translaw}
\"
21,"\begin{equation}
\langle T_{\nu }^{\mu }\left[ g_{\alpha \beta }\right] \rangle _{{\rm ren}%
}^{(b)}=-\frac{\eta^{4}J_3(B_1,B_2)}{8\pi ^{3/2}a^{4}\Gamma (5/2)\alpha^{4}}%
{\rm diag}(1,1,1,-3),  \label{bpartemt}
\"
22,"\begin{equation}
\langle T_{\nu }^{\mu }\left[ g_{\alpha \beta }\right] \rangle _{{\rm ren}%
}^{(b)}=0,\;{\rm for}\;z< z_{1},z> z_{2}.  \label{bpartemt2}
\"
23,"\begin{equation}
\langle T_{\nu }^{\mu }\left[ g_{\alpha \beta }\right] \rangle _{{\rm ren}%
}^{(0)}=-\frac{1}{2880}[\frac{1}{6} \tilde H^{(1)\mu}_{\nu}-\tilde
H^{(3)\mu}_{\nu}]
\"
24,"\begin{equation}
-\frac{1}{2880}[\frac{1}{6} \tilde H^{(1)\mu}_{\nu}-\tilde
H^{(3)\mu}_{\nu}]
=\frac{1}{960\pi^{2}\alpha^{4}}\delta^{\mu}_{\nu}.
\"
25,"\begin{equation}
P_{g}=-<T^{1}_{1}>=\frac{-1}{960\pi^{2}\alpha^{4}}.
\"
26,"\begin{equation}
p_{bj}(z_{1},z_{2})=-\frac{\eta^{4}J_3(B_1,B_2)}{4\alpha^{4}\pi
^{3/2}a^{4}\Gamma
(3/2)}=-\frac{\eta^{4}\Lambda^{2}J_3(B_1,B_2)}{36\pi
^{3/2}a^{4}\Gamma (3/2)}. \label{vacforce}
\"
27,"\begin{equation}
 p_{bj}(z_{1},z_{2})=-\frac{\eta^{4}J_3(B_1,B_2)}{4\alpha_{betw}^{4}\pi
^{3/2}a^{4}\Gamma (3/2)}=-\frac{\eta^{4}\Lambda_{betw
}^{2}J_3(B_1,B_2)}{36\pi ^{3/2}a^{4}\Gamma (3/2)}.
 \"
28,"\begin{equation}
 P^{betw}_{g}=-<T^{1}_{1}>_{betw}=\frac{-1}{960\pi^{2}\alpha_{betw}^{4}}=
 \frac{-\Lambda_{betw}^{2}}{9}\frac{1}{960\pi^{2}},
 \"
29,"\begin{equation}
 P^{out}_{g}=-<T^{1}_{1}>_{out}=\frac{-1}{960\pi^{2}\alpha_{out}^{4}}=
 \frac{-\Lambda_{out}^{2}}{9}\frac{1}{960\pi^{2}}.
 \"
30,"\begin{equation}
 P_{g}=P^{betw}_{g}-P^{out}_{g}=\frac{-1}{9\times 960\pi^{2}}
 (\Lambda_{betw}^{2}-\Lambda_{out}^{2}).
 \"
31,"\begin{equation}
 P=P_{g}+P_{b}=\frac{-1}{9\times 960\pi^{2}}
 (\Lambda_{betw}^{2}-\Lambda_{out}^{2})-\frac{\eta^{4}\Lambda_{betw
}^{2}J_3(B_1,B_2)}{36\pi ^{3/2}a^{4}\Gamma (3/2)}.
 \"
32,"\begin{equation}
a_{p}=\int_{z_{1}}^{z_{2}}\sqrt{-g_{33}}dz=a \alpha_{betw} /\eta
\"
33,"\begin{equation}
P_{b}>0, \hspace{0.5cm} P_{b}>|p_{g}|  \Rightarrow p>0,
\"
34,"\begin{equation}
P_{b}>0, \hspace{0.5cm} P_{b}=|p_{g}|  \Rightarrow p=0,
\"
35,"\begin{equation}
P_{b}>0, \hspace{0.5cm} P_{b}<|p_{g}|  \Rightarrow p<0,
\"
36,"\begin{equation}
P_{b}=0  \Rightarrow p<0, \hspace{1cm}P_{b}<0  \Rightarrow p<0.
\"
37,"\begin{equation}
P_{b}<0, \hspace{0.5cm}|P_{b}|<p_{g}  \Rightarrow p>0,
\"
38,"\begin{equation}
P_{b}<0, \hspace{0.5cm}|P_{b}|>p_{g}  \Rightarrow p<0,
\"
39,"\begin{equation}
P_{b}<0, \hspace{0.5cm}|P_{b}|=p_{g}  \Rightarrow p=0,
\"
40,"\begin{equation}
P_{b}>0,   \Rightarrow p>0,\hspace{1cm}P_{b}=0 \Rightarrow p>0.
\"
41,"\begin{equation}
\left( \nabla _{\mu }\nabla ^{\mu }+\frac{1}{6} R\right) \varphi
(x)=0, \label{fieldeq}
\"
42,"\begin{equation}
R=\frac{12}{\alpha^{2}},  \label{Riccisc}
\"
43,"\begin{equation}
ds^{2}=\frac{\alpha^{2}}{\eta^{2}}
[d\eta^{2}-\sum_{\imath=1}^{3}(dx^{\imath})^{2}],
\"
44,"\begin{equation}
\infty < \eta < 0.
\"
45,"\begin{equation}
\alpha^{2}=\frac{3}{\Lambda}.
\"
46,"\begin{equation}
\left( a_{j}+b_{j}n^{\mu }\nabla _{\mu }\right) \varphi
(x)=0,\quad z=z_{j},\quad j=1,2  \label{boundcond}
\"
47,"\begin{equation}
dy=\frac{\alpha}{\eta}dz  \label{ycoord}
\"
48,"\begin{equation}
\left( a_{j}+(-1)^{j-1}b_{j}\frac{\eta}{\alpha}\partial
_{z}\right) \varphi (x)=\left( a_{j}+(-1)^{j-1}b_{j}\partial
_{y}\right) \varphi (x)=0,\quad y=y_{j},\quad j=1,2.
\label{boundcond1}
\"
