,equation
0,"\begin{equation}
 T_{p,q} = \frac{1}{lambda_2} | p + q lambda|,
\"
1,"\begin{equation}
 M^2 = A \left(
  \begin{array}{c}
   p_1 \\  q_1 \\ p_2 \\ q_2
  \end{array}
 \right)^T (\pm L + \hat{M})
 \left(
  \begin{array}{c}
   p_1 \\  q_1 \\ p_2 \\ q_2
  \end{array}
 \right),
 \label{eq:masssn}
\"
2,"\begin{equation}
  L = 
 \left(
  \begin{array}{rrrr}
   0 & 0  & 0  & 1 \\
   0 & 0  & -1 & 0 \\
   0 & -1 & 0  & 0 \\
   1 & 0  & 0  & 0 \\
  \end{array}
 \right), \qquad
 \hat{M} = \mathcal M_{\tau} \otimes \mathcal M_lambda,
\"
3,"\begin{equation}
 \mathcal M_lambda = \frac{1}{lambda_2} \left( \begin{array}{cc} 1 & lambda_1 \\ lambda_1 &
 |lambda|^2 \end{array} \right),
 \label{eq:SL2Zinv}
\"
4,"\begin{equation}
 M_{10} = \mathbb R_T \times T^2 \times \mathbb R^2 \times M_5.
\"
5,"\begin{equation}
 ds^2 (M_{10}) = -dT^2 + dX^2 + dY^2 + dR^2 + R^2 d \Phi^2 + ds^2(M_5).
\"
6,"\begin{equation}
 \begin{array}{ccl}
   T & = & t      \\
   X & = & x + cy \\
   Y & = & y      \\
  \Phi & = & \phi
 \end{array}
\"
7,"\begin{equation}
 \tau = (c + i) \frac{L_y}{L_x}.
\"
8,"\begin{equation}
 L = - \frac{1}{2 \pi g_s} \sqrt{- \det(G + F)}
 \label{eq:BILagrangean}
\"
9,"\begin{equation}
 G_{ij} \equiv \frac{\partial X^\mu}{\partial x^i} \frac{\partial X^\nu}{\partial x^j} G_{\mu \nu} = 
 \left(
  \begin{array}{cccc}
   -1 & 0 & 0       & 0   \\
    0 & 1 & c       & 0   \\
    0 & c & 1 + c^2 & 0   \\
    0 & 0 & 0       & R^2
  \end{array}
 \right)
 \label{eq:metric}
\"
10,"\begin{equation}
 F_{ij} = 
 \left(
  \begin{array}{cccc}
    0        & -E_x      & -E_y        & -E_{\phi} \\
    E_x      &  0        &  R B^{\phi} & -R B^y    \\
    E_y      & -R B^\phi &  0          &  R B^x    \\
    E_{\phi} &  R B^y    & -R B^x      &  0
  \end{array}
 \right).
 \label{eq:fieldstrength}
\"
11,"\begin{equation}
 L = - \frac{1}{2 \pi g_s} \sqrt{1 + |B|^2 - |E|^2 - (B \cdot E)^2},
\"
12,"\begin{equation}
 D^a \equiv 2 \pi \frac{\partial L}{\partial E_a} = - \frac{1}{g_s} \frac{G^{ab}E_b + B^a 
 (B \cdot E)}{\sqrt{1 + |B|^2 + |E|^2 + (B \cdot E)^2}},
\"
13,"\begin{equation}
 \label{eq:HinEandB}
 H \equiv \frac{D \cdot E}{2 \pi} - L = - \frac{1}{2 \pi g_s} \frac{1 + |B|^2} 
 {\sqrt{1 + |B|^2 + |E|^2 + (B \cdot E)^2}}.
\"
14,"\begin{equation}
 \label{eq:Hstringframe}
 H^2 = \frac{1}{(2 \pi)^2} \left\{ \frac{1}{g_s^2} + \frac{1}{g_s^2} |B|^2 + 
 |D|^2 + |D \times B|^2 \right\}.
\"
15,"\begin{equation}
 \label{eq:Heinsteinframe}
 H^2 = \frac{1}{(2 \pi)^2} \left\{ 1 + \frac{1}{g_s} |B|^2 + g_s |D|^2 + |D 
 \times B|^2 \right\}.
\"
16,"\begin{equation}
 - \frac{\eta}{16 \pi} Xrpsilon^{ijkl} F_{ij} F_{kl} = - \frac{\eta}{2 \pi} E 
 \cdot B
\"
17,"\begin{equation}
 H^2 = \frac{1}{(2 \pi)^2} \left\{ 1 + \frac{1}{g_s} |B|^2 + g_s | D + \eta
 B|^2 + |D \times B|^2 \right\}.
\"
18,"\begin{equation}
 lambda = lambda_1 + i lambda_2 \equiv \eta + \frac{i}{g_s},
\"
19,"\begin{equation}
 H^2 = \frac{1}{(2 \pi)^2} \left\{ 1 + \frac{1}{lambda_2} (D, \, B)
 \left(
  \begin{array}{cc}
   1 & lambda_1 \\
   lambda_1 & |lambda|^2
  \end{array}
 \right)
 \left(
  \begin{array}{c}
   D \\ B
  \end{array}
 \right)
 + |D \times B|^2 \right\}.
 \label{eq:finalhamiltonian}
\"
20,"\begin{equation}
 \hat{G} = \left(
  \begin{array}{cc}
   1 & c         \\
   c & 1 + c^2 \\
  \end{array}
 \right).
\"
21,"\begin{equation}
 R^2 = \frac{\left| n^x m^y - n^y m^x \right|}{L_x L_y},
\"
22,"\begin{equation}
 \left| 
  \begin{array}{ll}
   n^x & n^y \\
   m^x & m^y
  \end{array}
 \right|
 = |n^x m^y - n^y m^x| = 1
 \label{eq:determinant}
\"
23,"\begin{equation}
 \hat{\tau} =
 \left(
  \begin{array}{rr}
   m^y & m^x \\
   n^y & n^x
  \end{array}
 \right)
 \cdot \tau, \qquad \mbox{or} \qquad
 \tau =
 \left(
  \begin{array}{rr}
   n^x & -m^x \\
   -n^y & m^y
  \end{array}
 \right)
 \cdot \hat{\tau}.
\"
24,"\begin{equation}
 \tau = (c +i) \frac{L_y}{L_x},
\"
25,"\begin{equation}
 M_2^2 = \frac{1}{lambda_2} \left(
  \begin{array}{c}
   n^x L_x \\ n^y L_y \\ m^x L_x \\ m^y L_y
  \end{array}
 \right)^T
 \left(
  \begin{array}{cc}
   \hat{G}       & lambda_1 \hat{G}   \\
   lambda_1 \hat{G} & |lambda^2| \hat{G}
  \end{array}
 \right)
 \left(
  \begin{array}{c}
   n^x L_x \\ n^y L_y \\ m^x L_x \\ m^y L_y
  \end{array}
 \right),
\"
26,"\begin{equation}
 \hat{\tau} = \frac{m^y \tau + m^x}{n^y \tau + n^x}.
 \label{eq:SL2Rtransform}
\"
27,"\begin{equation}
 \hat{\tau} =
 \left\{
 \frac{1}{\sqrt{Delta}}
 \left(
  \begin{array}{rr}
   m^y & m^x \\
   n^y & n^x
  \end{array}
 \right)
 \right\}
 \cdot \tau
\"
28,"\begin{equation}
 T_{p,q} = \frac{1}{lambda_2} | p + q lambda|,
\"
29,"\begin{equation}
 M^2 = A \left(
  \begin{array}{c}
   p_1 \\  q_1 \\ p_2 \\ q_2
  \end{array}
 \right)^T (\pm L + \hat{M})
 \left(
  \begin{array}{c}
   p_1 \\  q_1 \\ p_2 \\ q_2
  \end{array}
 \right),
 \label{eq:masssn}
\"
30,"\begin{equation}
  L = 
 \left(
  \begin{array}{rrrr}
   0 & 0  & 0  & 1 \\
   0 & 0  & -1 & 0 \\
   0 & -1 & 0  & 0 \\
   1 & 0  & 0  & 0 \\
  \end{array}
 \right), \qquad
 \hat{M} = \mathcal M_{\tau} \otimes \mathcal M_lambda,
\"
31,"\begin{equation}
 \mathcal M_lambda = \frac{1}{lambda_2} \left( \begin{array}{cc} 1 & lambda_1 \\ lambda_1 &
 |lambda|^2 \end{array} \right),
 \label{eq:SL2Zinv}
\"
32,"\begin{equation}
 M_{10} = \mathbb R_T \times T^2 \times \mathbb R^2 \times M_5.
\"
33,"\begin{equation}
 ds^2 (M_{10}) = -dT^2 + dX^2 + dY^2 + dR^2 + R^2 d \Phi^2 + ds^2(M_5).
\"
34,"\begin{equation}
 \begin{array}{ccl}
   T & = & t      \\
   X & = & x + cy \\
   Y & = & y      \\
  \Phi & = & \phi
 \end{array}
\"
35,"\begin{equation}
 \tau = (c + i) \frac{L_y}{L_x}.
\"
36,"\begin{equation}
 L = - \frac{1}{2 \pi g_s} \sqrt{- \det(G + F)}
 \label{eq:BILagrangean}
\"
37,"\begin{equation}
 G_{ij} \equiv \frac{\partial X^\mu}{\partial x^i} \frac{\partial X^\nu}{\partial x^j} G_{\mu \nu} = 
 \left(
  \begin{array}{cccc}
   -1 & 0 & 0       & 0   \\
    0 & 1 & c       & 0   \\
    0 & c & 1 + c^2 & 0   \\
    0 & 0 & 0       & R^2
  \end{array}
 \right)
 \label{eq:metric}
\"
38,"\begin{equation}
 F_{ij} = 
 \left(
  \begin{array}{cccc}
    0        & -E_x      & -E_y        & -E_{\phi} \\
    E_x      &  0        &  R B^{\phi} & -R B^y    \\
    E_y      & -R B^\phi &  0          &  R B^x    \\
    E_{\phi} &  R B^y    & -R B^x      &  0
  \end{array}
 \right).
 \label{eq:fieldstrength}
\"
39,"\begin{equation}
 L = - \frac{1}{2 \pi g_s} \sqrt{1 + |B|^2 - |E|^2 - (B \cdot E)^2},
\"
40,"\begin{equation}
 D^a \equiv 2 \pi \frac{\partial L}{\partial E_a} = - \frac{1}{g_s} \frac{G^{ab}E_b + B^a 
 (B \cdot E)}{\sqrt{1 + |B|^2 + |E|^2 + (B \cdot E)^2}},
\"
41,"\begin{equation}
 \label{eq:HinEandB}
 H \equiv \frac{D \cdot E}{2 \pi} - L = - \frac{1}{2 \pi g_s} \frac{1 + |B|^2} 
 {\sqrt{1 + |B|^2 + |E|^2 + (B \cdot E)^2}}.
\"
42,"\begin{equation}
 \label{eq:Hstringframe}
 H^2 = \frac{1}{(2 \pi)^2} \left\{ \frac{1}{g_s^2} + \frac{1}{g_s^2} |B|^2 + 
 |D|^2 + |D \times B|^2 \right\}.
\"
43,"\begin{equation}
 \label{eq:Heinsteinframe}
 H^2 = \frac{1}{(2 \pi)^2} \left\{ 1 + \frac{1}{g_s} |B|^2 + g_s |D|^2 + |D 
 \times B|^2 \right\}.
\"
44,"\begin{equation}
 - \frac{\eta}{16 \pi} Xrpsilon^{ijkl} F_{ij} F_{kl} = - \frac{\eta}{2 \pi} E 
 \cdot B
\"
45,"\begin{equation}
 H^2 = \frac{1}{(2 \pi)^2} \left\{ 1 + \frac{1}{g_s} |B|^2 + g_s | D + \eta
 B|^2 + |D \times B|^2 \right\}.
\"
46,"\begin{equation}
 lambda = lambda_1 + i lambda_2 \equiv \eta + \frac{i}{g_s},
\"
47,"\begin{equation}
 H^2 = \frac{1}{(2 \pi)^2} \left\{ 1 + \frac{1}{lambda_2} (D, \, B)
 \left(
  \begin{array}{cc}
   1 & lambda_1 \\
   lambda_1 & |lambda|^2
  \end{array}
 \right)
 \left(
  \begin{array}{c}
   D \\ B
  \end{array}
 \right)
 + |D \times B|^2 \right\}.
 \label{eq:finalhamiltonian}
\"
