,equation
0,"\begin{equation} H_+ = -\frac{d^2}{dx^2} + V_+ (x)~,~~~~~V_+ (x)=W^2 (x) +
W'(x)~~\"
1,"\begin{equation} H_- = -\frac{d^2}{dx^2} + V_- (x)~,~~~~~V_- (x)=W^2 (x) -
W'(x)~. \"
2,"\begin{equation} \begin{split}  \sigma_R (x)>0~~~~~&,~~{\rm for}~x>0~{\rm
and}~|x|~{\rm not}~{\rm very}~{\rm small}~, \\  \sigma_R (x)
\rightarrow -v~~~~~&,~~{\rm for}~x<0~{\rm and}~|x|~{\rm not}~{\rm
very}~{\rm small} \end{split} \"
3,"\begin{equation} \begin{split}  \sigma_L (x)>0~~~~~&,~~{\rm for}~x<0~{\rm
and}~|x|~{\rm not}~{\rm very}~{\rm small}~, \\  \sigma_L (x)
\rightarrow -v~~~~~&,~~{\rm for}~x>0~{\rm and}~|x|~{\rm not}~{\rm
very}~{\rm small} \end{split} \"
4,\begin{equation}\label{sp} W(x)=\sigma_R (x-l_1)+\sigma_L (x-l_2) +v \
5,"\begin{equation} \label{v} V_{\pm}(x) \sim V_{R\pm}(x-l_1) + V_{L\pm}(x-l_2) -
v^2 ~.\"
6,"\begin{equation} \{i\gamma^0 \partial_t + i \gamma^1 \partial_x -W(x)\}
\psi(x,t)=0~~,\"
7,"\begin{equation} \label{hd}H_D \equiv -\gamma^0 \gamma^1 \partial_x + \gamma^0
W(x) =\begin{pmatrix} 0 & A^\dag \\ A & 0 \end{pmatrix} \"
8,"\begin{equation} A= \partial_x + W(x)~~~,~~~A^\dag = -\partial_x +W(x)~,\"
9,"\begin{equation} A^\dag A = -\partial^2_x + W^2 (x) -W'(x)\equiv H_- ~~~,~~~
AA^\dag = -\partial^2_x + W^2 (x) +W'(x)\equiv H_+ ~.\"
10,"\begin{equation}\label{13} \varphi(x)=\frac{1}{\sqrt2} \begin{pmatrix}
\varphi_1 (x)
\\ \varphi_2 (x) \end{pmatrix}~~~~~{\rm or}~~~~~\frac{1}{\sqrt2}
\begin{pmatrix} \varphi_1 (x) \\ -\varphi_2 (x) \end{pmatrix}~.\"
11,\begin{equation} A\varphi_1(x)= \pm\omega\varphi_1(-x)~.\
12,"\begin{equation}\label{15} [\partial_x +
\sigma_R(x-l_1)]\varphi^0_1(x)=0~~~~~,~~~~~ [-\partial_x +
\sigma_L(x-l_2)]\varphi^0_2(x)=0~,\"
13,"\begin{equation} \label{16} \varphi^0_1(x)= C_1 e^{-\int^x_{l_1} \sigma_R (y-
l_1)dy}~~~~~,~~~~~\varphi^0_2(x)= C_2 e^{\int^x_{l_2} \sigma_L (y-
l_2)dy}~\"
