,equation
0,"\begin{equation}
\label{1pi}
e^{\frac{i W(J)}{\hbar}}=\int [d\phi_i] \exp\left[ \frac{i}{\hbar}
 \left( S(\phi) 
+ \phi^t J\right) \right]
\"
1,"\begin{equation}
\label{qclas}
e^{\frac{i W(J)}{\hbar}}
= \frac{1}{\sqrt{\det(Q)}}  \exp\left( -\frac{i}{2\hbar} J^t Q^{-1} J \right)
\"
2,"\begin{equation}
\label{leg}
\langle\  C\frac{\phi_1 \phi_2 \phi_3}{\phi_0} 
+ \phi^t J \ \rangle_{\{\phi_i\}} = \frac{J_1 J_2 J_3}{C~J_0}
\"
3,"\begin{equation}
\label{eleg}
\int \frac{[d\phi_{0123}]}{\phi_0} \exp\left[
\frac{i}{\hbar} \left( 
C \frac{\phi_1 \phi_2 \phi_3}{\hbar \phi_0} + \phi^t J \right)\right]
=
 \frac{\hbar^2}{J_0 C}
 \exp\left[ \frac{i}{\hbar}  \frac{J_1 J_2 J_3}{C~J_0} \right]
\"
4,"\begin{equation}
\label{efh}
E_{ij}=\partial_i \partial_j\ ,\quad F_{ij}=x_i x_j\ , \quad
H_{ij}=\partial_i x_j + x_j \partial_i 
\"
5,"\begin{equation}
\langle~\phi_i \phi_j \phi_k ~\rangle = \frac{i}{\hbar J_0} C_{ijk}
\"
6,"\begin{equation}
\label{1pi}
e^{\frac{i W(J)}{\hbar}}=\int [d\phi_i] \exp\left[ \frac{i}{\hbar}
 \left( S(\phi) 
+ \phi^t J\right) \right]
\"
7,"\begin{equation}
\label{qclas}
e^{\frac{i W(J)}{\hbar}}
= \frac{1}{\sqrt{\det(Q)}}  \exp\left( -\frac{i}{2\hbar} J^t Q^{-1} J \right)
\"
8,"\begin{equation}
\label{leg}
\langle\  C\frac{\phi_1 \phi_2 \phi_3}{\phi_0} 
+ \phi^t J \ \rangle_{\{\phi_i\}} = \frac{J_1 J_2 J_3}{C~J_0}
\"
9,"\begin{equation}
\label{eleg}
\int \frac{[d\phi_{0123}]}{\phi_0} \exp\left[
\frac{i}{\hbar} \left( 
C \frac{\phi_1 \phi_2 \phi_3}{\hbar \phi_0} + \phi^t J \right)\right]
=
 \frac{\hbar^2}{J_0 C}
 \exp\left[ \frac{i}{\hbar}  \frac{J_1 J_2 J_3}{C~J_0} \right]
\"
10,"\begin{equation}
\label{efh}
E_{ij}=\partial_i \partial_j\ ,\quad F_{ij}=x_i x_j\ , \quad
H_{ij}=\partial_i x_j + x_j \partial_i 
\"
11,"\begin{equation}
\langle~\phi_i \phi_j \phi_k ~\rangle = \frac{i}{\hbar J_0} C_{ijk}
\"
