,equation
0,"\begin{equation} \label{identity} {\cal{C}} = \frac{1}{2}M_{ab}M^{ab} = - x^2
{\Box}_{d+1} + {\cal E}({\cal E} + d - 1)  \ , \"
1,"\begin{equation}
\label{posfreq} \Phi^{(+)}_{_\Delta}(x) = \int
\frac{(dk)_{d}}{k_0} e^{-i{k{\cdot}x}} a_{_\Delta}(k) \ , \"
2,"\begin{equation} \label{mode}
f_n(\tau)Y_{nM}(\textbf{n}) = N_n \int \frac{(dk)_{d}}{k_0}
e^{-i{k{\cdot}x}} {k_0}^{-\tilde{\Delta}}Y_{nM}(\hat{k})  \ . \"
3,"\begin{equation}
\label{coeffs} A^{(0)}_n = \frac{1}{2}\sqrt{\frac{\Gamma(\frac{n +
{\Delta}_{+}}{2})\Gamma(\frac{n +
{\Delta}_{-}}{2})}{\Gamma(\frac{n + 1 +
{\Delta}_{+}}{2})\Gamma(\frac{n + 1 + {\Delta}_{-}}{2})}} \,\,\,\
, \,\,\ B^{(0)}_n = - \frac{i}{2A^{(0)}_n}  \,\ . \"
4,"\begin{equation} {\frac{1}{2}}{\sum_{nM}} {\sum_{n'M'}} C_{nn'} {\int
d\Omega_{d-1}} Y_{1M_0} \overline{Y}_{nM}
\overline{Y}_{n'M'}{\hat{a}^{\dagger}}_{nM}{\hat{a}^{\dagger}}_{n'M'}
+ ...
 \ , \label{generators}\"
5,"\begin{equation} \label{secondcontraint}
\alpha_n \alpha_{n+1} = m^2 + n(n+d-1) \ , \"
6,"\begin{equation} \label{massless}
\hat{S}(x) = \hat{S}_0 + e\hat{Q}f_0(\tau) +
{\sum_{nM}}(f_n(\tau)Y_{nM}(\textbf{n})\hat{a}_{nM} + h.c.) \, \"
7,"\begin{equation} \label{correlator} <0\mid
:e^{i\hat{S}(x)}::e^{-i\hat{S}(y)}:\mid 0> = e^{F(x,y)} \ , \"
8,"\begin{equation} \label{conf}
F(\hat{x},\hat{y}) = - C(d)e^2 \left( \frac{1}{(d-3)!}
ln(\frac{1-cos\theta}{2}) + C'(d)\right) \ , \"
9,"\begin{equation} \label{StarTransform} \hat{S}(u) =
\frac{2}{\Omega_{d-1}} \int (dx)_{d+1}\delta(x{\cdot}x + 1)
\delta(u{\cdot}x) \hat{S}(x) \ , \"
10,"\begin{equation} \label{phaseLob} \hat{S}(u) =
\hat{S}_0 + {\sum_{nM}}(f_n(y)Y_{nM}(\textbf{n})\hat{a}_{nM} +
h.c.) \ , \"
11,"\begin{equation} \label{correlLob} <0\mid e^{i\hat{S}(u)}e^{-i\hat{S}(v)}\mid
0> = e^{H(u,v)} \ , \"
12,"\begin{equation} \label{Hfunct} H(u,v) = - \frac{1}{2}<0\mid (\hat{S}(u) -
\hat{S}(v))^2\mid 0> + \frac{1}{2}[\hat{S}(u),\hat{S}(v)] \ . \"
13,"\begin{equation} \label{identity} {\cal{C}} = \frac{1}{2}M_{ab}M^{ab} = - x^2
{\Box}_{d+1} + {\cal E}({\cal E} + d - 1)  \ , \"
