,equation
0,"\begin{equation}
\{Q_{\alpha}, Q_{\beta}\} = (\gamma^m C^{-1})_{\alpha \beta} P_m
+ (\Gamma^{mn} C^{-1})_{\alpha \beta} Z_{mn} +
(\Gamma^{mnpqr} C^{-1})_{\alpha \beta} Z_{mnpqr}
\"
1,"\begin{equation}
\mu_{p} \int A_{{M}_1 \dots {M}_{p+1}} dX^{{M}_1} \wedge \dots \wedge 
dX^{{M}_{p+1}}
\"
2,"\begin{equation}
\Phi_{11}(X) = \sum_n e^{\frac{iny}{R}} \Phi_{10}^n(X)
\"
3,"\begin{equation}
\begin{array}[h]{c c c c c c c c}
\; & \nearrow & G_{\mu \nu} & \; & \; & \; & \nearrow &
B_{\mu \nu} = A_{\mu \nu 10}\\
G_{MN} & \rightarrow & A_{\mu} = G_{\mu 10} & \; & \; & A_{MNP} & \; & \;
\\
\; & \searrow & \Phi = G_{10,10} & \; & \; & \; & \searrow &
A_{\mu \nu \lambda}\\
\end{array}
\"
4,"\begin{equation}
ds^2_{11} = e^{- \frac{2}{3} \phi} ds^2_{10} +  e^{\frac{4}{3} \phi}
(dy^2 + A_{\mu} dX^{\mu}) 
\"
5,"\begin{equation}
R = e^{\frac{2}{3} \phi} = g_s^{\frac{2}{3}} 
\nonumber
\"
6,"\begin{equation}
{\hat \Gamma}_{{\mu}_0{\mu}_1{\mu}_2{\mu}_3{\mu}_4{\mu}_5} \chi = \chi.
\"
7,"\begin{equation}
F_{\alpha \beta \gamma \delta} =
\frac{1}{2} \epsilon_{\alpha \beta \gamma \delta \rho}
\partial_{\rho} H.
\label{flatm54form}
\"
8,"\begin{equation}
{\hat \Gamma}_{{\mu}_0{\mu}_1{\mu}_2} \chi = \chi.
\"
9,"\begin{equation}
P^+_i = \frac{1}{2} [1 + \Gamma_i] \;\;\;\;\;\; P^-_i = \frac{1}{2} 
[1 - \Gamma_i]
\"
10,"\begin{equation}
P^+_j P^+_j \eta = \frac{1}{4} [1 + \Gamma_i + \Gamma_j +
\Gamma_i\Gamma_j] \eta 
\"
11,"\begin{equation}
\partial_{I} (\sqrt{|{\rm det} g_{IJ}|} F^{IJKL}) = 0 
\"
12,"\begin{equation}
{\nabla}^2 H = \Sigma_{\alpha} \; \frac{{\partial}^2 H}{{{\partial} 
X_{\alpha}}^2} = 0
\"
13,"\begin{equation}
\begin{array}[h]{|c|c|cccc|cccccc|}
  \hline
   \; & 0 & 1 & 2 & 3 & 
              4 & 5 & 6 & 7 & 8 & 9 & 10\\
  \hline
  {\bf M2} & \times & \times & \times &  &  &  
               &  &  &  &  &  \\
  {\bf M2} & \times &  &  & \times
               & \times &  &  &  &  &  &  \\
  \hline
\end{array}
\"
14,"\begin{equation}
F_{012\alpha} = \frac{\partial_{\alpha} H_1 }{H_1^2} \; \; \; \; 
F_{034\alpha} = \frac{\partial_{\alpha} H_2 }{H_2^2}
\"
15,"\begin{equation}
F_{012\alpha} = \frac{\partial_{\alpha} H_1 }{H_1^2} \;\;\;\;
F_{034\alpha} = \frac{\partial_{\alpha} H_2 }{H_2^2} \;\;\;\;
F_{056\alpha} = \frac{\partial_{\alpha} H_3 }{H_3^2} 
\"
16,"\begin{equation}
\begin{array}[h]{|c|cccc|cccc|ccc|}
  \hline
   \; & 0 & 1 & 2 & 3 & 
              4 & 5 & 6 & 7 & 8 & 9 & 10\\
  \hline
  {\bf M5} & \times & \times & \times & \times & \times & \times
               &  &  &  &  &  \\
  {\bf M5} & \times & \times & \times & \times
               &  &  & \times & \times &  &  &  \\
  \hline
\end{array}
\"
17,"\begin{equation}
\begin{array}[h]{|c|cc|cccccc|ccc|}
  \hline
   \; & 0 & 1 & 2 & 3 & 
              4 & 5 & 6 & 7 & 8 & 9 & 10\\
  \hline
  {\bf M5} & \times & \times & \times & \times & \times & \times
               &  &  &  &  &  \\
  {\bf M5} & \times & \times & \times & \times
               &  &  & \times & \times &  &  &  \\
{\bf M5} & \times & \times &  &  
               & \times & \times & \times & \times &  &  &  \\
  \hline
\end{array}
\"
18,"\begin{equation}
\begin{array}[h]{|c|c|cccccccc|cc|}
  \hline
   \; & 0 & 1 & 2 & 3 & 
              4 & 5 & 6 & 7 & 8 & 9 & 10\\
  \hline
  {\bf M2} & \times & \times & \times &  &   &  
               &   &   &   &   &   \\
  {\bf M2} & \times &   &   & \times
               & \times &   &   &   &   &   &  \\
{\bf M2}  & \times &   &    &   &   & \times
               & \times &   &   &   &  \\
{\bf M2} & \times &   &   &   &   &   &   & \times
               & \times  &   &  \\
 \hline
\end{array}
\"
19,"\begin{equation}
\begin{array}[h]{|c|cccc|cccccc|c|}
  \hline
   \; & 0 & 1 & 2 & 3 & 
              4 & 5 & 6 & 7 & 8 & 9 & 10\\
  \hline
  {\bf M5} & \times & \times & \times & \times & \times & \times
               &  &  &  &  &  \\
  {\bf M5} & \times & \times & \times & \times
               &  &  & \times & \times &  &  &  \\
{\bf M5} & \times & \times & \times & \times
               &  &  &  &  & \times & \times &  \\
  \hline
\end{array}
\"
20,"\begin{equation}
\begin{array}[h]{|c|c|cccccccccc|}
\hline
   \; & 0 & 1 & 2 & 3 & 
              4 & 5 & 6 & 7 & 8 & 9 & 10\\
\hline
  {\bf M2} & \times & \times & \times &  &  &  
               &  &  &  &  &  \\
  {\bf M2} & \times &  &  & \times
               & \times &  &  &  &  &  &  \\
{\bf M2}  & \times &  &   &  &  & \times
               & \times &  &  &  &  \\
{\bf M2} & \times &  &  &  &  &  &  & \times
               & \times  &  &  \\
{\bf M2} & \times &  &  &  &  &  &  &  &  
	       &\times & \times  \\
\hline
\end{array}
\"
21,"\begin{equation}
\chi = \frac{1}{p!} \frac {1}{\sqrt h} {\hat{\epsilon}}^{\alpha_1 ... \alpha_p}
\Gamma_{M_1 ... M_p}
\partial_{\alpha_1} X^{M_1} ....
\partial_{\alpha_p} X^{M_p} \chi. 
\label{KSeqn}
\"
22,"\begin{equation}
h_{ij} = [\partial_i X^{U} \partial_j X^{\bar V} + 
\partial_j X^{U} \partial_i X^{\bar V}] G_{U \bar{V}}
\"
23,"\begin{equation} 
h_{u {\bar v}} = \partial_u X^{U} \partial_{\bar v} X^{\bar V} G_{U \bar{V}}
\"
24,"\begin{equation}
\sqrt{h} = \frac{1}{m!} \epsilon^{u_1 \dots u_m} \epsilon^{\bar{v_1} \dots 
{\bar v_m}} 
h_{u_1 {\bar v_1}} \dots h_{u_m {\bar v_m}}
\label{deth}
\"
25,"\begin{equation}
\Gamma_{u \bar{v}} \chi = h_{u {\bar v}} \chi
\"
26,"\begin{equation}
\Gamma_{u \bar{v} s {\bar s}} \chi = 
[h_{u {\bar v}} h_{w {\bar s}} - h_{u {\bar s}} h_{w {\bar v}}]  \chi
\"
27,"\begin{equation}
\{ \Gamma_{z_i}, \Gamma_{\overline{z_j}} \} = 2 \eta_{i \bar{j}}.
\"
28,"\begin{equation}
\{ \Gamma_u, \Gamma_{\overline{u}} \} =
\{ \Gamma_v, \Gamma_{\overline{v}} \} =
\{ \Gamma_w, \Gamma_{\overline{w}} \} = 1;
\"
29,"\begin{equation}
\chi = \alpha \otimes |000> + \beta \otimes |111>
\"
30,"\begin{equation}
H_2 ({\partial_3}^2 + {\partial_4}^2) H_1 + ({\partial_5}^2 \dots
{\partial_{10}}^2) H_1 = 0
\"
