,equation
0,"\begin{equation}
e^{t\kappa }\Omega \,\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\left( t\in \mathbb{R}\right)   \label{HPsurface}
\"
1,"\begin{equation}
-dX^{+}dX^{-}+dY^{2}\,.  \label{flat}
\"
2,"\begin{equation}
\kappa =X^{+}\partial _{+}-X^{-}\partial _{-}+\,\partial _{Y}\,.
\label{killing}
\"
3,"\begin{equation}
x^{\pm }=\left( s\pm a\right) e^{\mp s}.  \label{surxpxm}
\"
4,"\begin{equation}
ds_{3}^{2}=ds_{2}^{2}+\Phi ^{2}\left( dy+A_{a}dx^{a}\right) ^{2}\,,
\label{compactification}
\"
5,"\begin{equation}
\star F=\frac{2}{\Phi ^{3}}.  \label{norm}
\"
6,"\begin{equation}
\int d^{2}x\sqrt{g}\left( \Phi R-\frac{2}{\Phi ^{3}}\right) .  \label{2Dflat}
\"
7,"\begin{equation}
El_{s}=2g_{s}.  \label{Evsg}
\"
8,"\begin{equation}
C=\left( \nabla \Phi \right) ^{2}+J\left( \Phi \right) 
\label{Cfunct}\"
9,"\begin{equation}
\nabla _{a}C=-\tau _{ab}\nabla ^{b}\Phi +\nabla _{a}\Phi \,(\tau
_{bc}g^{bc})\,.  \label{Cvariation}
\"
10,"\begin{equation}
ds^{2}=-f\left( x\right) dt^{2}+dx^{2}\,,\,\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \kappa =\alpha \frac{\partial }{\partial t}%
\,,  \label{sol1}
\"
11,"\begin{equation}
C=\left( \frac{d\Phi }{dx}\right) ^{2}+J\left( \Phi \right) \,,\ \ \ \ \ \ \
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ f=\frac{4}{\alpha ^{2}}\left( 
\frac{d\Phi }{dx}\right) ^{2}\,,  \label{sol2}
\"
12,"\begin{equation}
\nabla _{-}C=2\tau _{--}\nabla _{+}\Phi \,e^{-\Omega }=\tau _{--}\kappa
^{-}\,,  \label{Cjump}
\"
13,"\begin{equation}
z^{+}z^{-}=e^{2\Phi }\,\frac{\Phi -1}{\Phi +1},\,\ \ \ \ \ \ \ \ \ \ \ \ \ \
\ \ \ \ \ \ \ \ \ \ \frac{z^{+}}{z^{-}}=\frac{x^{+}}{x^{-}},
\label{confcoord}
\"
14,"\begin{equation}
ds_{2}^{2}=-\frac{dz^{+}dz^{-}}{z^{+}z^{-}}\left( \frac{\Phi ^{2}-1}{\Phi
^{2}}\right) .
\label{confmetric}\"
15,"\begin{equation}
x^{\pm }=\left( s\pm 1\right) e^{\mp s}  \label{cur2}
\"
16,"\begin{equation}
\square \,\Psi (X)=m^{2}\,\Psi (X)\ .
\label{KG}\"
