,equation
0,"\begin{equation}
{1\over g^2_3}\int d^3xd^2\theta\; {\rm Tr}(W^{\alpha}W_{\alpha})+{\rm h.c.}\;.
\"
1,"\begin{equation}
W=\sum_{i=1}^{N-1}e^{{\phi_i-\phi_{i+1}\over g_3^2}}
+ e^{{\phi_{N-1}+\phi_{N}\over g_3^2}}\;. 
\"
2,"\begin{equation}
W=\sum_{i=1}^{N-1}e^{{\phi_i-\phi_{i+1}\over g_3^2}}
+ e^{{\phi_{N-1}+\phi_{N}\over g_3^2}}+ \gamma
e^{(-{\phi_{1}+\phi_{2}\over g_3^2})}\;. 
\"
3,"\begin{equation}
W={1\over 2}m
\sum_{i=1}^{N}\phi_i^2+\sum_{i=1}^{N-1}e^{{\phi_i-\phi_{i+1}\over g_3^2}}
+ e^{{\phi_{N-1}+\phi_{N}\over g_3^2}}+ \gamma
e^{(-{\phi_{1}+\phi_{2}\over g_3^2})}\;,
\"
4,"\begin{equation}
W={1\over 2}m \sum_{i=1}^{N}\phi_i^2+m\sum_{i=0}^Ny_0\;,
\"
5,"\begin{equation}
my_0=\gamma e^{(-{\phi_{1}+\phi_{2}\over g_3^2})},\;\;\;\;
my_N=e^{{\phi_{N-1}+\phi_{N}\over g_3^2}},\;\;\;\;
my_i=e^{{\phi_i-\phi_{i+1}\over g_3^2}}\;\;{\rm for}\;i=1,\cdots N-1\;.
\"
6,"\begin{equation}
\prod_{i=0}^Ny_i\prod_{j=2}^{N-2}y_j=\gamma m^{-(2N-2)}=\Lambda^{4N-4}\;,
\"
7,"\begin{equation}
W={1\over 2}m
\sum_{i=1}^{N}\phi_i^2+m\sum_{i=0}^Ny_0+L\log\left({\Lambda^{4N-4}\over
\prod_{i=0}^Ny_i\prod_{j=2}^{N-2}y_j}\right)\;.
\l{WMASS}
\"
8,"\begin{equation}
H={1\over 2}\sum_{i=1}^Np_N^2+\sum_{i=0}^{N}V_i\;,
\"
9,"\begin{equation}\begin{array} {ll}
V_{i}=\Lambda^2e^{q_i-q_{i+1}}\;\;\;\;\;&{\rm for}\;i=1,\cdots, N-1,\cr &\cr
V_{N}=\Lambda^2e^{q_{N-1}+q_{N}},\;\;\;\;\;&V_{0}=\Lambda^2e^{-(q_1+q_2)}\;,
\end{array}\"
10,"\begin{equation}
{\partial M\over \partial t}=[M,A]\;.
\"
11,"\begin{equation}
{\rm Tr}(M^2)=4({1\over 2}\sum_{i=1}^N\phi_i^2+\sum_{j=0}^Ny_i)
\l{Todamass}
\"
12,"\begin{equation}
\int dx^4d^2\theta\;W(\Phi)\rightarrow   \int dx^4d^2\theta\;W(M)\;.
\l{pro}
\"
13,"\begin{equation} 
W={g_2\over 2}\;{\rm Tr}(\phi^2)+{g_4\over 4}\;{\rm Tr}(\phi^4)\;.
\"
14,"\begin{equation}
M=\pmatrix{\phi_1&y_1& 0&0&0&0&-z&0\cr 1&\phi_2 &y_2 &0 &0 &0 &0 &z \cr  
0&1 &\phi_3 &y_3 &-y_4 &0 &0 &0 \cr 0&0 &1 &\phi_4 &0 &y_4 &0 &0 \cr 
0&0 &-1 & 0&-\phi_4 &-y_3 &0 &0 \cr 0&0 &0 &1 &-1 &-\phi_3 &-y_2 &0 \cr 
-{y_0\over z}&0 &0 &0 &0 &-1 &-\phi_2 &-y_1 \cr 0&{y_0\over z} &0 &0 &0 &0
 &-1 &-\phi_1 }\;,
\"
15,"\begin{equation}
x^2(z+{\Lambda^{12}\over z})-{1\over 4}(x^8-u_2x^6+\cdots+u_8)=0\;,
\"
16,"\begin{equation}
W_{\rm eff}={g_2\over 2}\;{\rm Tr}(M^2)+{g_4\over 4}\;{\rm
Tr}(M^4)+2L\log\left(
{\Lambda^{12}\over y_2^2\prod_{i=0}^4y_i}\right) \;.
\l{effs}
\"
17,"\begin{equation}
\phi_i=0,\;\;\;\;y_2=2y,\;\;\;\;\;y_i=y\;\;{\rm for}\;i=0,1,3,4,
\;\;\;\;\;L=y(g_2+6g_4y)\;.
\"
18,"\begin{equation}
W_{\rm eff}=6(2^{2/3}g_2\Lambda^2+3\;2^{1/3}g_4\Lambda^4)\;.
\l{Weff}
\"
19,"\begin{equation}
\phi^2=-({g_2\over 4g_4}+{5\over 2}y),\;\;\;\;\;y_2=-({g_2\over
4g_4}+{1\over 2}y),
\;\;\;\;\;y_i=2\;\;{\rm for}\;i=0,1,3,4\;.
\"
20,"\begin{equation}
{1\over 2}y^3+{g_2\over 4g_4}y^2+\Lambda^6=0\;,
\"
21,"\begin{equation}
y=-{g_2\over 2g_4}-8{g_4^2\over g_2^2}\Lambda^6+256{g_4^5\over
g_2^5}\Lambda^{12}-14336{g_4^8\over g_2^8}\Lambda^{18}+
983040\;{g_4^{11}\over g_2^{11}}\Lambda^{24}+
{\cal O}(\Lambda^{28})\;.
\"
22,"\begin{equation}
W_{\rm eff}={g_2^2\over g_4}\left(-1+16\;{g_4^3\over g_2^3}\;\Lambda^6-
128\;{g_4^6\over g_6^3}\;\Lambda^{12}+4096\;{g_4^9\over g_2^9}\;\Lambda^{18}
-196608\;{g_4^{12}\over g_2^{12}}\;\Lambda^{24}
\right)+{\cal O}(\Lambda^{28})\;. 
\l{rrr}
\"
23,"\begin{equation}
\langle u_{2p}\rangle={{\tilde h}\over 2p}\pmatrix{2p\cr p}\Lambda^{2p}\;.
\l{SWf}
\"
24,"\begin{equation}
W_{\rm eff}=g_2\langle u_{2}\rangle+g_4\langle u_{4}\rangle=
6(g_2\Lambda^2+{3\over 2}g_4\Lambda^4)
%+{10\over 3}g_6\Lambda^6)\;,
\"
25,"\begin{equation}
W_{\rm eff}={g_2^2\over g_4}\left(-1+4\;{g_4^3\over g_2^3}\;\Lambda^6-
8\;{g_4^6\over g_6^3}\;\Lambda^{12}+64\;{g_4^9\over g_2^9}\;\Lambda^{18}
-768\;{g_4^{12}\over g_2^{12}}\;\Lambda^{24}
\right)+{\cal O}(\Lambda^{28})\;,
\"
26,"\begin{equation}
W=6(2^{2/3}g_2\Lambda^2+3\;2^{1/3}g_4\Lambda^4+{40\over 3}g_6
\Lambda^6)+4g_6(z+
{\Lambda^{12}\over  z})\;,
\"
27,"\begin{equation}
G={\rm diag} (1,z^{1/2KN},z^{2/2KN},...,z^{(2KN-1)/2KN}) 
\"
28,"\begin{equation}
S=\pmatrix{0&I_{2(K-1)N}\cr I_{2N} }
\"
29,"\begin{equation}
\tilde{M}=\pmatrix{A&B&0&.&.&.&C\cr C&A&B&0&.&.&0\cr
0&C&A&B&.&.&.\cr.&.&.&.&.&.&B\cr B&0&0&0&.&C&A} 
\"
30,"\begin{equation}
B=y_0z^{-1/KN}\pmatrix{0&.&.&0\cr.&.&.&.\cr-1&0&.&0\cr0&1&.&0},\;\;
C=z^{1/KN}\pmatrix{0&.&-1&0\cr0&.&0&1\cr.&.&.&.&\cr0&.&.&0}. 
\"
31,"\begin{equation} 
\det(\tilde{M})=\prod_{t=1}^{K}\det(A+e^{2i\pi t\over
K}B+e^{-2i\pi t\over K}C)\;. 
\"
32,"\begin{equation}
\det(x{\bf 1}-\tilde{M})=\prod_{t=1}^K\left[P_{2N}(x)-x^2
\left(e^{{-2t\pi i\over K}}z^{{1\over t}}+\eta^2 e^{{2t\pi i\over K}}
z^{-{1\over t}}\right)\right]+x^{2K}
(z+{\lambda^{4KN-4K}\over z})=0\;,
\l{AXI}
\"
33,"\begin{equation}
x^{K-2}\left\{2x^2\eta^K\Lambda^{2NK-2K}T_K\left({P_{2N}(x)\over{2\eta
x^2\Lambda^{2N-2}}}\right)+x^2(z+{\lambda^{4KN-4K}\over z})\right\}=0\;.
\"
34,"\begin{equation}
P_{2KN-2K+2}(x)+x^2(z+{\lambda^{4KN-4K}\over z})=0
\"
35,"\begin{equation}
P_{2KN-2K+2}(x)=2x^2\eta^K\Lambda^{2KN-2K}T_K\left({P_{2N}(x)\over{2\eta
x^2\Lambda^{2N-2}}}\right) 
\"
36,"\begin{equation}
M=\sum_{i=1}^N(\phi_i\; h_i+y_i\;e_{\alpha_i}+e_{-\alpha_i})+z\;e_{\alpha_0}
+{y_0\over z}\;e_{-\alpha_0},
\l{Laxodd}
\"
37,"\begin{equation}
x(z+{\Lambda^{4N-2}\over z})+{1\over 2}(x^{2N}+u_2x^{2N-2}+\cdots+u_{2N})=0\;.
\l{SOodd}
\"
38,"\begin{equation}
W={g_2\over 2}{\rm Tr}{\phi^2}+{g_4\over 4}{\rm Tr}{\phi^4}\;.
\l{ttt}
\"
39,"\begin{equation}
W={g_2\over 2}{\rm Tr}{M^2}+{g_4\over 4}{\rm
Tr}{M^4}+2L\log\left({\Lambda^{4N-2}\over
\prod_{j=0}^Ny_j\prod_{i=1}^{N-2}y_i}\right)\;,
\"
40,"\begin{equation}
y_0=y_1=y_2=2y,\;\;\;\;\;y_3=y_4=y,\;\;\;\;\;y={1\over 2^{5/7}}\Lambda^2\;.
\"
41,"\begin{equation}
W=7\left(2^{2/7}g_2\;\Lambda^2+2^{4/7}{3\over 2}\;g_4\;\Lambda^4\right)\;,
\"
42,"\begin{equation}
2x\eta^K\Lambda^{2NK-K}T_K\left({P_{2N}(x)\over{2\eta
x^2\Lambda^{2N-1}}}\right)+x(z+{\lambda^{4KN-2K}\over z})=0\;.
\"
43,"\begin{equation}
(z-{\Lambda^{2N+2}\over z})^2+x^{2N}+u_2x^{2N-2}+\cdots +u_{2n}=0\;.
\"
44,"\begin{equation}
W={g_2\over 2}{\rm Tr}{M^2}+{g_4\over 4}{\rm
Tr}{M^4}+2L\log\left({\Lambda^{2N+2}\over
\prod_{i=0}^Ny_i^2}\right)\;.
\"
45,"\begin{equation}
W=8(g_2\Lambda^2+{3\over 2}g_4\Lambda^4)\;.
\l{uuu}
\"
46,"\begin{equation}
y^2=(x^2P_{2N}+2\Lambda^{2N+2})^2-4\Lambda^{4N+4}\;.
\"
47,"\begin{equation}
(x^2P_{2N}+2\Lambda^{2N+2})^2-4\Lambda^{4N+4}=x^2H_{2N-2n}F_{2(2n+1)}\;.
\"
48,"\begin{equation}
P_{2N}(x)={2\Lambda^{2N+2}\over x^2}T_{N+1}\left({x^2\over 2\Lambda^2}-1\right)
-{2\Lambda^{2N+2}\over x^2}\;.
\"
49,"\begin{equation}
T_{N+1}\left({x_r^2\over 2\Lambda^2}-1\right)=0,\;\;\rightarrow\;\;
x^2_r=(2\Lambda)^2\cos^2\left({(r-{1\over 2})\pi\over 2(N+1)}\right)\;,
\"
50,"\begin{equation}
\langle u_{2p} \rangle={N+1\over p}\pmatrix{2p\cr p}\Lambda^{2p}\;.
\"
51,"\begin{equation}
W=g_2 \langle u_{2} \rangle+g_4\langle u_{4}
\rangle=8(g_2\Lambda^2+{3\over 2}g_4
\Lambda^4)\;,
\"
52,"\begin{equation}
{1\over g^2_3}\int d^3xd^2\theta\; {\rm Tr}(W^{\alpha}W_{\alpha})+{\rm h.c.}\;.
\"
53,"\begin{equation}
W=\sum_{i=1}^{N-1}e^{{\phi_i-\phi_{i+1}\over g_3^2}}
+ e^{{\phi_{N-1}+\phi_{N}\over g_3^2}}\;. 
\"
54,"\begin{equation}
W=\sum_{i=1}^{N-1}e^{{\phi_i-\phi_{i+1}\over g_3^2}}
+ e^{{\phi_{N-1}+\phi_{N}\over g_3^2}}+ \gamma
e^{(-{\phi_{1}+\phi_{2}\over g_3^2})}\;. 
\"
55,"\begin{equation}
W={1\over 2}m
\sum_{i=1}^{N}\phi_i^2+\sum_{i=1}^{N-1}e^{{\phi_i-\phi_{i+1}\over g_3^2}}
+ e^{{\phi_{N-1}+\phi_{N}\over g_3^2}}+ \gamma
e^{(-{\phi_{1}+\phi_{2}\over g_3^2})}\;,
\"
56,"\begin{equation}
W={1\over 2}m \sum_{i=1}^{N}\phi_i^2+m\sum_{i=0}^Ny_0\;,
\"
57,"\begin{equation}
my_0=\gamma e^{(-{\phi_{1}+\phi_{2}\over g_3^2})},\;\;\;\;
my_N=e^{{\phi_{N-1}+\phi_{N}\over g_3^2}},\;\;\;\;
my_i=e^{{\phi_i-\phi_{i+1}\over g_3^2}}\;\;{\rm for}\;i=1,\cdots N-1\;.
\"
58,"\begin{equation}
\prod_{i=0}^Ny_i\prod_{j=2}^{N-2}y_j=\gamma m^{-(2N-2)}=\Lambda^{4N-4}\;,
\"
59,"\begin{equation}
W={1\over 2}m
\sum_{i=1}^{N}\phi_i^2+m\sum_{i=0}^Ny_0+L\log\left({\Lambda^{4N-4}\over
\prod_{i=0}^Ny_i\prod_{j=2}^{N-2}y_j}\right)\;.
\l{WMASS}
\"
60,"\begin{equation}
H={1\over 2}\sum_{i=1}^Np_N^2+\sum_{i=0}^{N}V_i\;,
\"
61,"\begin{equation}\begin{array} {ll}
V_{i}=\Lambda^2e^{q_i-q_{i+1}}\;\;\;\;\;&{\rm for}\;i=1,\cdots, N-1,\cr &\cr
V_{N}=\Lambda^2e^{q_{N-1}+q_{N}},\;\;\;\;\;&V_{0}=\Lambda^2e^{-(q_1+q_2)}\;,
\end{array}\"
62,"\begin{equation}
{\partial M\over \partial t}=[M,A]\;.
\"
63,"\begin{equation}
{\rm Tr}(M^2)=4({1\over 2}\sum_{i=1}^N\phi_i^2+\sum_{j=0}^Ny_i)
\l{Todamass}
\"
64,"\begin{equation}
\int dx^4d^2\theta\;W(\Phi)\rightarrow   \int dx^4d^2\theta\;W(M)\;.
\l{pro}
\"
65,"\begin{equation} 
W={g_2\over 2}\;{\rm Tr}(\phi^2)+{g_4\over 4}\;{\rm Tr}(\phi^4)\;.
\"
66,"\begin{equation}
M=\pmatrix{\phi_1&y_1& 0&0&0&0&-z&0\cr 1&\phi_2 &y_2 &0 &0 &0 &0 &z \cr  
0&1 &\phi_3 &y_3 &-y_4 &0 &0 &0 \cr 0&0 &1 &\phi_4 &0 &y_4 &0 &0 \cr 
0&0 &-1 & 0&-\phi_4 &-y_3 &0 &0 \cr 0&0 &0 &1 &-1 &-\phi_3 &-y_2 &0 \cr 
-{y_0\over z}&0 &0 &0 &0 &-1 &-\phi_2 &-y_1 \cr 0&{y_0\over z} &0 &0 &0 &0
 &-1 &-\phi_1 }\;,
\"
67,"\begin{equation}
x^2(z+{\Lambda^{12}\over z})-{1\over 4}(x^8-u_2x^6+\cdots+u_8)=0\;,
\"
68,"\begin{equation}
W_{\rm eff}={g_2\over 2}\;{\rm Tr}(M^2)+{g_4\over 4}\;{\rm
Tr}(M^4)+2L\log\left(
{\Lambda^{12}\over y_2^2\prod_{i=0}^4y_i}\right) \;.
\l{effs}
\"
69,"\begin{equation}
\phi_i=0,\;\;\;\;y_2=2y,\;\;\;\;\;y_i=y\;\;{\rm for}\;i=0,1,3,4,
\;\;\;\;\;L=y(g_2+6g_4y)\;.
\"
70,"\begin{equation}
W_{\rm eff}=6(2^{2/3}g_2\Lambda^2+3\;2^{1/3}g_4\Lambda^4)\;.
\l{Weff}
\"
71,"\begin{equation}
\phi^2=-({g_2\over 4g_4}+{5\over 2}y),\;\;\;\;\;y_2=-({g_2\over
4g_4}+{1\over 2}y),
\;\;\;\;\;y_i=2\;\;{\rm for}\;i=0,1,3,4\;.
\"
72,"\begin{equation}
{1\over 2}y^3+{g_2\over 4g_4}y^2+\Lambda^6=0\;,
\"
73,"\begin{equation}
y=-{g_2\over 2g_4}-8{g_4^2\over g_2^2}\Lambda^6+256{g_4^5\over
g_2^5}\Lambda^{12}-14336{g_4^8\over g_2^8}\Lambda^{18}+
983040\;{g_4^{11}\over g_2^{11}}\Lambda^{24}+
{\cal O}(\Lambda^{28})\;.
\"
74,"\begin{equation}
W_{\rm eff}={g_2^2\over g_4}\left(-1+16\;{g_4^3\over g_2^3}\;\Lambda^6-
128\;{g_4^6\over g_6^3}\;\Lambda^{12}+4096\;{g_4^9\over g_2^9}\;\Lambda^{18}
-196608\;{g_4^{12}\over g_2^{12}}\;\Lambda^{24}
\right)+{\cal O}(\Lambda^{28})\;. 
\l{rrr}
\"
75,"\begin{equation}
\langle u_{2p}\rangle={{\tilde h}\over 2p}\pmatrix{2p\cr p}\Lambda^{2p}\;.
\l{SWf}
\"
76,"\begin{equation}
W_{\rm eff}=g_2\langle u_{2}\rangle+g_4\langle u_{4}\rangle=
6(g_2\Lambda^2+{3\over 2}g_4\Lambda^4)
%+{10\over 3}g_6\Lambda^6)\;,
\"
77,"\begin{equation}
W_{\rm eff}={g_2^2\over g_4}\left(-1+4\;{g_4^3\over g_2^3}\;\Lambda^6-
8\;{g_4^6\over g_6^3}\;\Lambda^{12}+64\;{g_4^9\over g_2^9}\;\Lambda^{18}
-768\;{g_4^{12}\over g_2^{12}}\;\Lambda^{24}
\right)+{\cal O}(\Lambda^{28})\;,
\"
78,"\begin{equation}
W=6(2^{2/3}g_2\Lambda^2+3\;2^{1/3}g_4\Lambda^4+{40\over 3}g_6
\Lambda^6)+4g_6(z+
{\Lambda^{12}\over  z})\;,
\"
79,"\begin{equation}
G={\rm diag} (1,z^{1/2KN},z^{2/2KN},...,z^{(2KN-1)/2KN}) 
\"
80,"\begin{equation}
S=\pmatrix{0&I_{2(K-1)N}\cr I_{2N} }
\"
81,"\begin{equation}
\tilde{M}=\pmatrix{A&B&0&.&.&.&C\cr C&A&B&0&.&.&0\cr
0&C&A&B&.&.&.\cr.&.&.&.&.&.&B\cr B&0&0&0&.&C&A} 
\"
82,"\begin{equation}
B=y_0z^{-1/KN}\pmatrix{0&.&.&0\cr.&.&.&.\cr-1&0&.&0\cr0&1&.&0},\;\;
C=z^{1/KN}\pmatrix{0&.&-1&0\cr0&.&0&1\cr.&.&.&.&\cr0&.&.&0}. 
\"
83,"\begin{equation} 
\det(\tilde{M})=\prod_{t=1}^{K}\det(A+e^{2i\pi t\over
K}B+e^{-2i\pi t\over K}C)\;. 
\"
84,"\begin{equation}
\det(x{\bf 1}-\tilde{M})=\prod_{t=1}^K\left[P_{2N}(x)-x^2
\left(e^{{-2t\pi i\over K}}z^{{1\over t}}+\eta^2 e^{{2t\pi i\over K}}
z^{-{1\over t}}\right)\right]+x^{2K}
(z+{\lambda^{4KN-4K}\over z})=0\;,
\l{AXI}
\"
85,"\begin{equation}
x^{K-2}\left\{2x^2\eta^K\Lambda^{2NK-2K}T_K\left({P_{2N}(x)\over{2\eta
x^2\Lambda^{2N-2}}}\right)+x^2(z+{\lambda^{4KN-4K}\over z})\right\}=0\;.
\"
86,"\begin{equation}
P_{2KN-2K+2}(x)+x^2(z+{\lambda^{4KN-4K}\over z})=0
\"
87,"\begin{equation}
P_{2KN-2K+2}(x)=2x^2\eta^K\Lambda^{2KN-2K}T_K\left({P_{2N}(x)\over{2\eta
x^2\Lambda^{2N-2}}}\right) 
\"
88,"\begin{equation}
M=\sum_{i=1}^N(\phi_i\; h_i+y_i\;e_{\alpha_i}+e_{-\alpha_i})+z\;e_{\alpha_0}
+{y_0\over z}\;e_{-\alpha_0},
\l{Laxodd}
\"
89,"\begin{equation}
x(z+{\Lambda^{4N-2}\over z})+{1\over 2}(x^{2N}+u_2x^{2N-2}+\cdots+u_{2N})=0\;.
\l{SOodd}
\"
