,equation
0,"\begin{equation}
        S=\int_{M_5}\ e_5 \ {\cal L}_{grav}\ , 
%\label{dzialabiesugra}
%        \"
1,"\begin{equation} 
        D_\alpha\Psi_\beta^A=\nabla_\alpha\Psi_\beta^A+ A_\alpha{\cal P}^A_{\;B}\Psi_\beta^B\ ,
        \"
2,"\begin{equation} 
\label{prep}
        P = g_R \epsilon(y) R + g_{S} S,
\"
3,"\begin{equation}  
\delta  (e_5{\cal L}_{grav}) \supset -e_4\delta(y){\rm i}\sqrt{8}g_R \bar{\Psi}_\mu^A\gamma^\mu\gamma^5 R_{A}^{\;B}\eta_B \ .
\"
4,"\begin{equation}  
\delta  (e_5{\cal L}_{grav}) \supset e_4\delta(y){\rm i}\sqrt{8}g_R \bar{\Psi}_\mu^A\gamma^\mu R_{A}^{\;B} (Q_0)_{B}^{\;C}\eta_C \ .
   \"
5,"\begin{equation}  \label{initvarbrane}
\delta  (e_5{\cal L}_{grav}) \supset -e_4\delta(y){\rm i}\sqrt{8}g_R N\bar{\Psi}_\mu^A\gamma^\mu \eta_A\ . 
   \"
6,"\begin{equation} 
   e_5 {\cal L}_{grav}\longrightarrow  e_5 {\cal L}_{grav}- e_4\delta(y)\lambda_0- e_4\delta(y)\bar{\Psi}_\mu^A\gamma^{\mu\nu}(M+\gamma_5\bar{M})_{A}^{\;B} \Psi_{\nu B} \ ,
   \"
7,"\begin{equation} 
  \delta\Psi^A_5 \longrightarrow\delta\Psi^A_5-\delta(y)(\omega+\gamma_5\bar{\omega})^{A}_{\;B}\gamma_5\eta^B\ .
  \"
8,"\begin{equation} \label{omegamasa}
  0=\delta(y)\bar{\Psi}_\mu^A\left[2(M+\gamma_5\bar{M})_{A}^{\;B}+(\omega+\gamma_5\bar{\omega})_{A}^{\;B}\right]\left(\frac{3{\rm i}}{2\sqrt{2}}\gamma^5F^\mu_{\;\;5}\eta_B-\gamma^{\mu\nu}\partial_\nu\eta_B\right)\ .
  \"
9,"\begin{equation} \label{warunkibrzeg}
  \epsilon^{-1}(y) \delta(y) (\gamma_5\delta+Q_{0})_A^{\;B}\eta_B=\delta(y)2(M+\gamma_{5}\bar{M})_A^{\;B}\eta_B
    \"
10,"\begin{equation} \label{comutator}
[\delta_\xi,\delta_\eta]e^\mu_5\supset\epsilon^{-1}(y)\delta(y)\bar{\eta}^A\gamma^\mu\left(\delta+\gamma_5Q_{0}\right)_A^{\;B}\xi_B+\delta(y)\bar{\eta}^A\gamma^\mu\left(\gamma_{5}\omega+\bar{\omega}\right)_A^{\;B}\xi_B\ .
\"
11,"\begin{equation} 
	\omega_A^{\;B}=-\epsilon^{-1}(y)(Q_{0})_A^{\;B}\ ,\quad\bar{\omega}_A^{\;B}=-\epsilon^{-1}(y)\delta_A^{\;B}\ ,
	\"
12,"\begin{equation} \label{omegapi}
	(\omega_{\pi})_A^{\;B}=\epsilon^{-1}(y)(Q_{\pi})_A^{\;B}\ ,\quad(\bar{\omega}_{\pi})_A^{\;B}=\epsilon^{-1}(y)\delta_A^{\;B}\ ,
	\"
13,"\begin{equation} \label{warunkibrzegpi}
  \epsilon^{-1}(y) \delta(y-\pi r_{c}) (\gamma_5\delta+Q_{\pi})_A^{\;B}\eta_B=-\delta(y-\pi r_{c})2(M_{\pi}+\gamma_{5}\bar{M}_{\pi})_A^{\;B}\eta_B\ .
    \"
14,"\begin{equation} 
 \lambda_0=g4\sqrt{2}\ ,\qquad  \lambda_\pi=-g4\sqrt{2}\ .
       \"
15,"\begin{equation} \label{lagrs}
	S=\int d^5 x \sqrt{-g_5} (\frac{1}{2}R + 6 k^2)-  6 \int d^5 x\sqrt{-g_4}k  (\delta(y) - \delta(y-\pi r_c))\ .
       \"
