,cite
0,"\cite{BRS,seiberg}"
1,\cite{DLCQ}
2,\cite{holography}
3,"\cite{us, kutasov,more}"
4,\cite{cghs}
5,\cite{us}
6,"\cite{kutasov, kkk}"
7,\cite{david}
8,\cite{kutasov}
9,\cite{gk}
10,\cite{kutasov}
11,\cite{kutasov}
12,\cite{gk}
13,\cite{kutasov}
14,\cite{teschner}
15,\cite{gk}
16,\cite{gk}
17,\cite{real}
18,\cite{teschner}
19,"\cite{MO1,DVV}"
20,\cite{arvind}
21,\cite{DVV}
