,equation
0,"\begin{equation}
 y \equiv \frac{s}{k^2} \left(x/s\right)'~.
 \label{e:def-y}
\"
1,"\begin{equation}
 \pmatrix{y \cr y'} = -\frac{1}{k^2} \pmatrix{\frac{s'}{s} & -1 \cr
  k^2 -\left(\frac{s'}{s}\right)^2 & \frac{s'}{s}} \pmatrix{x \cr x'}~,
 \label{e:y0_and_y1}
\"
2,"\begin{equation}
 \pmatrix{x \cr x'} = - \pmatrix{ \frac{s'}{s} & 1 \cr
 - k^2 +\left(\frac{s'}{s}\right)^2 & \frac{s'}{s}} \pmatrix{y \cr y'}~.
\label{e:x0_and_x1}
\"
3,"\begin{equation}
 y''+\left[\frac{s''}{s}-2\left(\frac{s'}{s}\right)^2\right]y+k^2 y= 0~.
 \label{e:y-eqn1}
\"
4,"\begin{equation}
 y''+ \left( k^2 - {V}_y\right) y= 0~,
 \qquad
 {V}_y \equiv \frac{r''}{r}~.
 \label{e:y-eqn2}
\"
5,"\begin{equation}
 s = \left\{\begin{array}{lcl}
  |\eta/\eta_s|^{\gamma_-} &\mbox{ for }& \eta\ll -\eta_s ~,
  \qquad \mbox{ to}\\[2mm]
  |\eta/\eta_s|^{\gamma_+} &\mbox{ for }& \eta\gg \eta_s ~,
\end{array}\right.
\"
6,"\begin{equation}
 y \equiv \frac{s}{k^2} \left(x/s\right)'~.
 \label{e:def-y}
\"
7,"\begin{equation}
 \pmatrix{y \cr y'} = -\frac{1}{k^2} \pmatrix{\frac{s'}{s} & -1 \cr
  k^2 -\left(\frac{s'}{s}\right)^2 & \frac{s'}{s}} \pmatrix{x \cr x'}~,
 \label{e:y0_and_y1}
\"
8,"\begin{equation}
 \pmatrix{x \cr x'} = - \pmatrix{ \frac{s'}{s} & 1 \cr
 - k^2 +\left(\frac{s'}{s}\right)^2 & \frac{s'}{s}} \pmatrix{y \cr y'}~.
\label{e:x0_and_x1}
\"
9,"\begin{equation}
 y''+\left[\frac{s''}{s}-2\left(\frac{s'}{s}\right)^2\right]y+k^2 y= 0~.
 \label{e:y-eqn1}
\"
10,"\begin{equation}
 y''+ \left( k^2 - {V}_y\right) y= 0~,
 \qquad
 {V}_y \equiv \frac{r''}{r}~.
 \label{e:y-eqn2}
\"
11,"\begin{equation}
 s = \left\{\begin{array}{lcl}
  |\eta/\eta_s|^{\gamma_-} &\mbox{ for }& \eta\ll -\eta_s ~,
  \qquad \mbox{ to}\\[2mm]
  |\eta/\eta_s|^{\gamma_+} &\mbox{ for }& \eta\gg \eta_s ~,
\end{array}\right.
\"
