,equation
0,"\begin{equation}
\label{bEIIA}
type ~IIA: \qquad 
\hat{E}^{ {\hat{a}}}= d\hat{Z}^{ {\hat{M}}}
\hat{E}_{ {\hat{M}}}^{ {\hat{a}}}(\hat{Z}),
\"
1,"\begin{equation}\label{bEIIB}
type ~IIB: \qquad 
E^{ {a}}= dZ^{ {M}} E_{ {M}}^{ {a}}(Z)\; , 
\"
2,"\begin{equation}\label{TBsg}
{{B}}_2=  \hat{{B}}_2 -
(dy + i_{\hat{z}} \hat{B}_2) \wedge
\left(d\hat{z}+ {\hat{E}^{ {\#}(-)}
\over i_{\hat{z}}\hat{E}^{ {\#}}}\right) + dy \wedge d\hat{z}\; .   
\"
3,"\begin{equation}
\label{rTdB2} 
B_2 = \hat{B}_2 - \, 
{1\over i_{y}{E}^{ {*}}} \, 
E^{ {*}} \wedge \hat{E}^{ {\# }} \,
{1\over i_{\hat{z}}\hat{E}^{ {\#}}}\, 
+ dy  \wedge d\hat{z} \; .
\"
4,"\begin{equation}
\label{rC=} 
C= i_{\hat{z}}\hat{C} + (dy +i_{\hat{z}} \hat{B}_2) \wedge 
\left(\hat{C}^{(-)} -  \,
{\hat{E}^{ {\#}(-)}\over i_{\hat{z}}\hat{E}^{ {\#}}}\, 
\wedge 
i_{\hat{z}} \hat{C} \right)\, .
\"
5,"\begin{equation}\label{rhC=}
\hat{C} = - i_y C + (d\hat{z}+ i_yB_2)\wedge 
\left(C^{(-)}- i_y C \wedge \,
 {{E}^{ {*}(-)}\over i_{y}{E}^{ {*}}}\, \right)
\, 
\"
6,"\begin{equation}
\label{H3=hH3} 
H_3 = \hat{H}_3 
-  \left(d\hat{z} + 
{\hat{E}^{ {\#}(-)}\over i_{\hat{z}}\hat{E}^{ {\#}}} 
\right)\wedge i_{\hat{z}} \hat{H}_3 \; + 
 \left(dy +  {{E}^{ {*}(-)}\over i_{y}\hat{E}^{ {*}}} \,
\right)\wedge i_y H_3  \; , 
\"
7,"\begin{equation}\label{R=R+R+}
R=dC - C \wedge H_3 = 
R_1 \oplus R_3 \oplus R_5  \oplus R_7  \oplus R_9  \; , 
\"
8,"\begin{equation}\label{hR=hR+hR+}
\hat{R}=d\hat{C} - \hat{C} \wedge \hat{H}_3 = 
\hat{R}_2 \oplus \hat{R}_4 \oplus \hat{R}_6  \oplus \hat{R}_8  \oplus 
\hat{R}_{10} \; ,  
\"
9,"\begin{equation}\label{hR=hc}
\hat{R}=d\hat{C} - \hat{C} \wedge \hat{H}_3 = 
 2i e^{-{3\over 4}\hat{\Phi}} \; 
\hat{E}^{ {\a}1}
\wedge
\hat{E}^2_{ {\b}}
\wedge \hat{\bar\gamma}(\hat{\Phi})^{ {\b}}{}_{ {\a}}
  + \ldots \;   ,
\"
10,"\begin{equation}\label{R=c} 
R=dC - C \wedge H_3 = 
2i e^{-{3\over 4}{\Phi}} \; 
{E}^{ {\a}2}
\wedge
{E}^{ {\b}1}
\wedge \bar{\sigma}({\Phi})_{ {\a} {\b}}
   + \ldots \;   .  
\"
11,"\begin{equation}\label{TBsg-r1}
{{B}}_2=  \hat{{B}}_2 -
(dy + i_{\hat{z}} \hat{B}_2) \wedge
\left(d\hat{z}+ {\hat{E}^{ {\#}(-)}
\over \hat{E}_{\hat{z}}^{ {\#}}}\right) + dy \wedge d\hat{z}\; ,    
\"
12,"\begin{equation}
\label{rTdB2-r2} 
B_2 = \hat{B}_2 - \, 
{1\over {E}_y^{ {*}}} \, 
E^{ {*}} \wedge \hat{E}^{ {\# }} \,
{1\over \hat{E}_{\hat{z}}^{ {\#}}}\, 
+ dy  \wedge d\hat{z} \; .
\"
13,"\begin{equation}
\label{rC=-r1} 
C= i_{\hat{z}}\hat{C} + (dy +i_{\hat{z}} \hat{B}_2) \wedge 
\left(\hat{C}^{(-)} -  \,
{\hat{E}^{ {\#}(-)}\over \hat{E}_{\hat{z}}^{ {\#}}}\, 
\wedge 
i_{\hat{z}} \hat{C} \right)\, ,
\"
14,"\begin{equation}\label{rhC=r1}
\hat{C} = - i_y C + (d\hat{z}+ i_yB_2)\wedge 
\left(C^{(-)}- i_y C \wedge \,
 {{E}^{ {*}(-)}\over {E}_y^{ {*}}}\, \right)
\, .  
\"
15,"\begin{equation}
\label{Td-HH1} 
H_3 = \hat{H}_3 
-  \left(d\hat{z} + 
{\hat{E}^{ {\#}(-)}\over \hat{E}_{\hat{z}}^{ {\#}}} 
\right)\wedge i_{\hat{z}} \hat{H}_3 \; + 
 \left(dy +  {{E}^{ {*}(-)}\over {E}_y^{ {*}}} \,
\right)\wedge i_y H_3  \; , 
\"
16,"\begin{equation}
\label{bEIIA}
type ~IIA: \qquad 
\hat{E}^{ {\hat{a}}}= d\hat{Z}^{ {\hat{M}}}
\hat{E}_{ {\hat{M}}}^{ {\hat{a}}}(\hat{Z}),
\"
17,"\begin{equation}\label{bEIIB}
type ~IIB: \qquad 
E^{ {a}}= dZ^{ {M}} E_{ {M}}^{ {a}}(Z)\; , 
\"
18,"\begin{equation}\label{TBsg}
{{B}}_2=  \hat{{B}}_2 -
(dy + i_{\hat{z}} \hat{B}_2) \wedge
\left(d\hat{z}+ {\hat{E}^{ {\#}(-)}
\over i_{\hat{z}}\hat{E}^{ {\#}}}\right) + dy \wedge d\hat{z}\; .   
\"
19,"\begin{equation}
\label{rTdB2} 
B_2 = \hat{B}_2 - \, 
{1\over i_{y}{E}^{ {*}}} \, 
E^{ {*}} \wedge \hat{E}^{ {\# }} \,
{1\over i_{\hat{z}}\hat{E}^{ {\#}}}\, 
+ dy  \wedge d\hat{z} \; .
\"
20,"\begin{equation}
\label{rC=} 
C= i_{\hat{z}}\hat{C} + (dy +i_{\hat{z}} \hat{B}_2) \wedge 
\left(\hat{C}^{(-)} -  \,
{\hat{E}^{ {\#}(-)}\over i_{\hat{z}}\hat{E}^{ {\#}}}\, 
\wedge 
i_{\hat{z}} \hat{C} \right)\, .
\"
21,"\begin{equation}\label{rhC=}
\hat{C} = - i_y C + (d\hat{z}+ i_yB_2)\wedge 
\left(C^{(-)}- i_y C \wedge \,
 {{E}^{ {*}(-)}\over i_{y}{E}^{ {*}}}\, \right)
\, 
\"
22,"\begin{equation}
\label{H3=hH3} 
H_3 = \hat{H}_3 
-  \left(d\hat{z} + 
{\hat{E}^{ {\#}(-)}\over i_{\hat{z}}\hat{E}^{ {\#}}} 
\right)\wedge i_{\hat{z}} \hat{H}_3 \; + 
 \left(dy +  {{E}^{ {*}(-)}\over i_{y}\hat{E}^{ {*}}} \,
\right)\wedge i_y H_3  \; , 
\"
23,"\begin{equation}\label{R=R+R+}
R=dC - C \wedge H_3 = 
R_1 \oplus R_3 \oplus R_5  \oplus R_7  \oplus R_9  \; , 
\"
24,"\begin{equation}\label{hR=hR+hR+}
\hat{R}=d\hat{C} - \hat{C} \wedge \hat{H}_3 = 
\hat{R}_2 \oplus \hat{R}_4 \oplus \hat{R}_6  \oplus \hat{R}_8  \oplus 
\hat{R}_{10} \; ,  
\"
25,"\begin{equation}\label{hR=hc}
\hat{R}=d\hat{C} - \hat{C} \wedge \hat{H}_3 = 
 2i e^{-{3\over 4}\hat{\Phi}} \; 
\hat{E}^{ {\a}1}
\wedge
\hat{E}^2_{ {\b}}
\wedge \hat{\bar\gamma}(\hat{\Phi})^{ {\b}}{}_{ {\a}}
  + \ldots \;   ,
\"
26,"\begin{equation}\label{R=c} 
R=dC - C \wedge H_3 = 
2i e^{-{3\over 4}{\Phi}} \; 
{E}^{ {\a}2}
\wedge
{E}^{ {\b}1}
\wedge \bar{\sigma}({\Phi})_{ {\a} {\b}}
   + \ldots \;   .  
\"
27,"\begin{equation}\label{TBsg-r1}
{{B}}_2=  \hat{{B}}_2 -
(dy + i_{\hat{z}} \hat{B}_2) \wedge
\left(d\hat{z}+ {\hat{E}^{ {\#}(-)}
\over \hat{E}_{\hat{z}}^{ {\#}}}\right) + dy \wedge d\hat{z}\; ,    
\"
28,"\begin{equation}
\label{rTdB2-r2} 
B_2 = \hat{B}_2 - \, 
{1\over {E}_y^{ {*}}} \, 
E^{ {*}} \wedge \hat{E}^{ {\# }} \,
{1\over \hat{E}_{\hat{z}}^{ {\#}}}\, 
+ dy  \wedge d\hat{z} \; .
\"
29,"\begin{equation}
\label{rC=-r1} 
C= i_{\hat{z}}\hat{C} + (dy +i_{\hat{z}} \hat{B}_2) \wedge 
\left(\hat{C}^{(-)} -  \,
{\hat{E}^{ {\#}(-)}\over \hat{E}_{\hat{z}}^{ {\#}}}\, 
\wedge 
i_{\hat{z}} \hat{C} \right)\, ,
\"
30,"\begin{equation}\label{rhC=r1}
\hat{C} = - i_y C + (d\hat{z}+ i_yB_2)\wedge 
\left(C^{(-)}- i_y C \wedge \,
 {{E}^{ {*}(-)}\over {E}_y^{ {*}}}\, \right)
\, .  
\"
31,"\begin{equation}
\label{Td-HH1} 
H_3 = \hat{H}_3 
-  \left(d\hat{z} + 
{\hat{E}^{ {\#}(-)}\over \hat{E}_{\hat{z}}^{ {\#}}} 
\right)\wedge i_{\hat{z}} \hat{H}_3 \; + 
 \left(dy +  {{E}^{ {*}(-)}\over {E}_y^{ {*}}} \,
\right)\wedge i_y H_3  \; , 
\"
