,equation
0,"\begin{equation} R_{\mu \nu} = 2 \left(F_{\mu \alpha} F_{\nu}{}^\alpha - {1 \over 6} g_{\mu \nu} F^2 \right) , \qquad
D_\mu F^{\mu \nu} = {1 \over 2 \sqrt{3}} \tilde \epsilon^{\alpha \beta \gamma \mu \nu} F_{\alpha \beta} F_{\gamma \mu} \ , \label{eqm} \"
1,"\begin{equation}
x^1 + i x^2 = r \cos {\theta \over 2} e^{i\left({\psi + \phi \over2}\right)}, \qquad
x^3 + i x^4 = r \sin {\theta \over 2} e^{i\left({\psi - \phi \over2}\right)} \ . \"
2,"\begin{equation} \sigma_L^3  =  d \phi + \cos \theta \, d \psi \ . \"
3,"\begin{equation} \parbox{5in}{
\begin{eqnarray}
\xi_1^R & = & -\cot \theta \cos \psi \, \partial_\psi - \sin \psi \, \partial_\theta + {\cos \psi \over \sin \theta} \, \partial_\phi \cr
\xi_2^R & = & - \cot \theta \sin \psi \, \partial_\psi + \cos \psi \, \partial_\theta + {\sin\psi \over \sin \theta} \,  \partial_\phi \cr
\xi_3^R & = & \partial_\psi , \cr 
\xi_3^L & = & \partial_\phi \  . \nonumber % \label{isometries} 
\end{eqnarray}
}   \label{isometries} \"
4,\begin{equation} r_{BH}^2 =  2m(1 - 8 j^2 m) \ . \
5,\begin{equation} \mathcal{A} =2 \pi^2 \sqrt{8 m^3(1 - 8 j^2 m)^5} \ . \label{areabh}\
6,\begin{equation} S = {\mathcal{A} \over 4 G_5} \
7,\begin{equation} r^2_v = {1 \over 4 j^2} (1 - 8 j^2 m)  \ . \
8,\begin{equation} \mathcal{A}(r) = r^3 \sqrt{1 - 4j^2(r^2 + 2m)} \ . \
9,"\begin{equation} r_s^2    = {3(1 - 8 j^2 m) \over 16 j^2} \ , \qquad \mathcal{A}_s = {3 \sqrt{3}\pi^2  (1 - 8 j^2 m)^2 \over 64 j^3} \ . \label{areaps} \"
10,\begin{equation} R = {16 j^2(r^2 - m) \over r^2} \ . \
11,"\begin{equation} \xi =
\dot t {\partial \over \partial t}  +
\dot r {\partial \over \partial r} +
\dot \theta {\partial \over \partial \theta} +
\dot \psi {\partial \over \partial \psi} +
\dot \phi {\partial \over \partial \phi} \"
12,"\begin{equation} (\xi,\xi) = -M^2, \qquad (\xi,\partial_t) = -E , \qquad (\xi,\partial_\psi) = L_\psi, \qquad  (\xi,\partial_\phi) = L_\phi \ . \"
13,"\begin{equation} \Xi = (\xi,\xi_1^R) = \cos\psi \, \left(L_\psi \cos\theta - {L_\phi \over \sin\theta}  \right) - {r^2 \dot \theta^2 \sin(\phi) \over 4} \ , \"
14,"\begin{equation} \dot t = {(r^2(1 - 4 j^2 (r^2 + 2m)) \over r^2 - 2m + 16 j^2 m^2},   \qquad  \dot \theta = 0 , \qquad \dot\psi = 0 , \qquad \dot\phi = {4 j r^2 \over  r^2 - 2m + 16 j^2 m^2}\ . \label{constraints} \"
15,\begin{equation} \dot r^2 =   ( (1 - 8 j^2 m) -  4  j^2 r^2   ) \
16,"\begin{equation} r(\lambda) = {1 \over 2j} \sqrt{1 - 8 j^2 m} \cos(2 j  \lambda) \ , \"
17,"\begin{equation} r^2 = r_{BH}^2 = 2 m(1 - 8 j^2 m), \qquad \phi = {(1 - 8 j^2 m)^2 \over 4j} t + \phi_0\ , \"
18,\begin{equation} \Theta = {(3 - 8 j^2(2r^2+3m)) \over r \sqrt{1 - 4 j^2 (r^2+2m)}} \
19,"\begin{equation} ds^2 = g_{\mu \nu} dx^\mu dx^\nu + \sum_{i=5}^{10} (dx^i)^2, \qquad C = {2 \over \sqrt{3}} A \wedge K \ , \label{11dansatz} \"
20,\begin{equation} K = dx^5 \wedge dx^6 + dx^7 \wedge dx^8 + dx^9 \wedge dx^{10} \ . \
21,\begin{equation} R_{ab} - {1 \over 12} \left( F_{acde} F_{b}{}^{cde} - {1 \over 12} g_{ab} F^2\right) \
22,\begin{equation} ds^2 = {r^2 \over 4} \left( (\sigma_L^1)^2 + (\sigma_L^2)^2 + (1 - 8 j^2 m)  (\sigma_L^3)^2 \right) \ . \
23,\begin{equation} l = -4 j m \
24,"\begin{equation} R_{\mu \nu} = 2 \left(F_{\mu \alpha} F_{\nu}{}^\alpha - {1 \over 6} g_{\mu \nu} F^2 \right) , \qquad
D_\mu F^{\mu \nu} = {1 \over 2 \sqrt{3}} \tilde \epsilon^{\alpha \beta \gamma \mu \nu} F_{\alpha \beta} F_{\gamma \mu} \ , \label{eqm} \"
25,"\begin{equation}
x^1 + i x^2 = r \cos {\theta \over 2} e^{i\left({\psi + \phi \over2}\right)}, \qquad
x^3 + i x^4 = r \sin {\theta \over 2} e^{i\left({\psi - \phi \over2}\right)} \ . \"
26,"\begin{equation} \sigma_L^3  =  d \phi + \cos \theta \, d \psi \ . \"
27,"\begin{equation} \parbox{5in}{
\begin{eqnarray}
\xi_1^R & = & -\cot \theta \cos \psi \, \partial_\psi - \sin \psi \, \partial_\theta + {\cos \psi \over \sin \theta} \, \partial_\phi \cr
\xi_2^R & = & - \cot \theta \sin \psi \, \partial_\psi + \cos \psi \, \partial_\theta + {\sin\psi \over \sin \theta} \,  \partial_\phi \cr
\xi_3^R & = & \partial_\psi , \cr 
\xi_3^L & = & \partial_\phi \  . \nonumber % \label{isometries} 
\end{eqnarray}
}   \label{isometries} \"
28,\begin{equation} r_{BH}^2 =  2m(1 - 8 j^2 m) \ . \
29,\begin{equation} \mathcal{A} =2 \pi^2 \sqrt{8 m^3(1 - 8 j^2 m)^5} \ . \label{areabh}\
30,\begin{equation} S = {\mathcal{A} \over 4 G_5} \
31,\begin{equation} r^2_v = {1 \over 4 j^2} (1 - 8 j^2 m)  \ . \
32,\begin{equation} \mathcal{A}(r) = r^3 \sqrt{1 - 4j^2(r^2 + 2m)} \ . \
33,"\begin{equation} r_s^2    = {3(1 - 8 j^2 m) \over 16 j^2} \ , \qquad \mathcal{A}_s = {3 \sqrt{3}\pi^2  (1 - 8 j^2 m)^2 \over 64 j^3} \ . \label{areaps} \"
34,\begin{equation} R = {16 j^2(r^2 - m) \over r^2} \ . \
35,"\begin{equation} \xi =
\dot t {\partial \over \partial t}  +
\dot r {\partial \over \partial r} +
\dot \theta {\partial \over \partial \theta} +
\dot \psi {\partial \over \partial \psi} +
\dot \phi {\partial \over \partial \phi} \"
36,"\begin{equation} (\xi,\xi) = -M^2, \qquad (\xi,\partial_t) = -E , \qquad (\xi,\partial_\psi) = L_\psi, \qquad  (\xi,\partial_\phi) = L_\phi \ . \"
37,"\begin{equation} \Xi = (\xi,\xi_1^R) = \cos\psi \, \left(L_\psi \cos\theta - {L_\phi \over \sin\theta}  \right) - {r^2 \dot \theta^2 \sin(\phi) \over 4} \ , \"
38,"\begin{equation} \dot t = {(r^2(1 - 4 j^2 (r^2 + 2m)) \over r^2 - 2m + 16 j^2 m^2},   \qquad  \dot \theta = 0 , \qquad \dot\psi = 0 , \qquad \dot\phi = {4 j r^2 \over  r^2 - 2m + 16 j^2 m^2}\ . \label{constraints} \"
39,\begin{equation} \dot r^2 =   ( (1 - 8 j^2 m) -  4  j^2 r^2   ) \
40,"\begin{equation} r(\lambda) = {1 \over 2j} \sqrt{1 - 8 j^2 m} \cos(2 j  \lambda) \ , \"
41,"\begin{equation} r^2 = r_{BH}^2 = 2 m(1 - 8 j^2 m), \qquad \phi = {(1 - 8 j^2 m)^2 \over 4j} t + \phi_0\ , \"
42,\begin{equation} \Theta = {(3 - 8 j^2(2r^2+3m)) \over r \sqrt{1 - 4 j^2 (r^2+2m)}} \
43,"\begin{equation} ds^2 = g_{\mu \nu} dx^\mu dx^\nu + \sum_{i=5}^{10} (dx^i)^2, \qquad C = {2 \over \sqrt{3}} A \wedge K \ , \label{11dansatz} \"
44,\begin{equation} K = dx^5 \wedge dx^6 + dx^7 \wedge dx^8 + dx^9 \wedge dx^{10} \ . \
45,\begin{equation} R_{ab} - {1 \over 12} \left( F_{acde} F_{b}{}^{cde} - {1 \over 12} g_{ab} F^2\right) \
46,\begin{equation} ds^2 = {r^2 \over 4} \left( (\sigma_L^1)^2 + (\sigma_L^2)^2 + (1 - 8 j^2 m)  (\sigma_L^3)^2 \right) \ . \
47,\begin{equation} l = -4 j m \
