,equation
0,"\begin{equation} \label{eqp1}
m_{p}= \sqrt{ \frac{\hbar c}{G} } \simeq 2.2 \cdot 10^{-5} \, \mbox{g} 
\"
1,"\begin{equation} \label{eqp2} 
ds^2= \frac{sin^2{\theta}}{\rho^2} \left[
\left( r^2 +a^2 \right) d\phi - a \, dt \right]^2-\frac{D}{\rho^2} \left[ 
dt - a \sin^2{ \theta } \, d\phi \right]^2 +\frac{\rho^2}{D} \, dr^2 +
{\rho^2} d\theta^2  \;,
\"
2,"\begin{equation} \label{eqp2a} 
D \equiv r^2 - 2mr +a^2 + q^2 \;, \;\;\;\;\;\;\;  \rho^2 \equiv r^2 + a^2
\cos^2\theta  \;.
\"
3,"\begin{equation} \label{eqp3} 
r_{+} = \frac{G}{c^2} \left( m + \sqrt{m^2 - \frac{q^2}{G}  -
\frac{c^2}{G^2} \, a^2} \,\, \right) \; .
\"
4,"\begin{equation} \label{eqp3a} 
r_{-} = \frac{G}{c^2} \left( m - \sqrt{m^2 - \frac{q^2}{G}  -
\frac{c^2}{G^2} \, a^2} \,\, \right) \; .
\"
5,"\begin{equation} \label{eqp4} 
q=N \, e \;, \;\;\;\;\;\;\;  a=s \, \frac{\hbar}{m} \;. 
\"
6,"\begin{equation} \label{eqp4a}
\frac{\hbar}{mc} = \frac{G}{c^2} \left( m \pm \sqrt{m^2
-\frac{N^2 e^2}{G} - \frac{c^2 \hbar^2 \, s^2}{G^2m^2}} \,\, \right) \;.
\"
7,"\begin{equation}  \label{eqp5}
m_{plex} = m_{pl} \, \sqrt{ \frac{2(1+s^2)}{2 -\alpha N^2 }} \; ,
\"
8,"\begin{equation} \label{eqp5a}
\frac{\hbar}{ mc} - \frac{Gm}{c^2} \geq 0
\"
9,"\begin{equation} \label{eqp5b}
m_{pl} \leq m_{plex} \leq \sqrt{2} \, m_{pl}
\"
10,"\begin{equation} \label{eqp7}
s^2 + N^2\alpha \leq 1 \;, \;\;\; \; \; \; \; N^2 \alpha < 2,
\"
11,"\begin{equation} \label{eqp8}
s^2 + N^2\alpha \geq 1 \;, \;\;\;\;\;\;\;\;\; N^2\alpha <2
\"
12,"\begin{equation} \label{eqp1}
m_{p}= \sqrt{ \frac{\hbar c}{G} } \simeq 2.2 \cdot 10^{-5} \, \mbox{g} 
\"
13,"\begin{equation} \label{eqp2} 
ds^2= \frac{sin^2{\theta}}{\rho^2} \left[
\left( r^2 +a^2 \right) d\phi - a \, dt \right]^2-\frac{D}{\rho^2} \left[ 
dt - a \sin^2{ \theta } \, d\phi \right]^2 +\frac{\rho^2}{D} \, dr^2 +
{\rho^2} d\theta^2  \;,
\"
14,"\begin{equation} \label{eqp2a} 
D \equiv r^2 - 2mr +a^2 + q^2 \;, \;\;\;\;\;\;\;  \rho^2 \equiv r^2 + a^2
\cos^2\theta  \;.
\"
15,"\begin{equation} \label{eqp3} 
r_{+} = \frac{G}{c^2} \left( m + \sqrt{m^2 - \frac{q^2}{G}  -
\frac{c^2}{G^2} \, a^2} \,\, \right) \; .
\"
16,"\begin{equation} \label{eqp3a} 
r_{-} = \frac{G}{c^2} \left( m - \sqrt{m^2 - \frac{q^2}{G}  -
\frac{c^2}{G^2} \, a^2} \,\, \right) \; .
\"
17,"\begin{equation} \label{eqp4} 
q=N \, e \;, \;\;\;\;\;\;\;  a=s \, \frac{\hbar}{m} \;. 
\"
18,"\begin{equation} \label{eqp4a}
\frac{\hbar}{mc} = \frac{G}{c^2} \left( m \pm \sqrt{m^2
-\frac{N^2 e^2}{G} - \frac{c^2 \hbar^2 \, s^2}{G^2m^2}} \,\, \right) \;.
\"
19,"\begin{equation}  \label{eqp5}
m_{plex} = m_{pl} \, \sqrt{ \frac{2(1+s^2)}{2 -\alpha N^2 }} \; ,
\"
20,"\begin{equation} \label{eqp5a}
\frac{\hbar}{ mc} - \frac{Gm}{c^2} \geq 0
\"
21,"\begin{equation} \label{eqp5b}
m_{pl} \leq m_{plex} \leq \sqrt{2} \, m_{pl}
\"
22,"\begin{equation} \label{eqp7}
s^2 + N^2\alpha \leq 1 \;, \;\;\; \; \; \; \; N^2 \alpha < 2,
\"
23,"\begin{equation} \label{eqp8}
s^2 + N^2\alpha \geq 1 \;, \;\;\;\;\;\;\;\;\; N^2\alpha <2
\"
