,equation
0,"\begin{equation}
Q_{ja} \Omega = 0, \quad \bar{Q}_{j\bar{a}} \Omega = 0
\label{vac}
\"
1,"\begin{equation}
[P_{\mu}, b ] = - i~\partial_{\mu} b, \quad
[P_{\mu}, f ] = - i~\partial_{\mu} f,
\label{P}
\"
2,"\begin{equation}
\bar{Q}_{j\bar{b}} \equiv (Q_{jb})^{\dagger},
\"
3,"\begin{equation}
\{ Q, Q_{ja} \} = 0, \quad \{ Q, \bar{Q}_{j\bar{a}} \} = 0;
\label{susy-gauge}
\"
4,"\begin{equation}
~\{ Q, [Q , b ] \} = 0 \qquad [ Q, \{ Q, f \} ] = 0.
\label{jacobi5}
\"
5,"\begin{equation}
F_{ab} = F_{ba};
\"
6,"\begin{equation}
V_{U}^{-1} C_{jk} V_{U} = U_{jl} U_{km} C_{lm}, \quad \forall U \in SU(2)
\"
7,"\begin{equation}
C_{jk} = C_{kj};
\"
8,"\begin{equation}
V_{U}^{-1} \lambda_{ja} V_{U} = U_{jk} \lambda_{k}, \quad
V_{U}^{-1} \chi_{ja} V_{U} = U_{jk} \chi_{ka}, \quad \forall U \in SU(2).
\"
9,"\begin{equation}
i [ Q_{ja}, z ] = \chi_{ja} \qquad
[ \bar{Q}_{j\bar{a}}, z ] = 0.
\"
10,"\begin{equation}
~[ Q_{ja} , F_{bc} ] = \epsilon_{ab} \lambda_{jc} + \epsilon_{ac} \lambda_{jb}
\"
11,"\begin{equation}
~[ \bar{Q}_{j\bar{a}}, F_{bc} ] = - i \epsilon_{jk} 
(\sigma^{\mu}_{c\bar{a}} \partial_{\mu}\chi_{kb}
+ \sigma^{\mu}_{b\bar{a}} \partial_{\mu}\chi_{kc})
\"
12,"\begin{equation}
~[ Q_{ja} , C_{kl} ] = 
- (\epsilon_{jk} \lambda_{la} + \epsilon_{jl} \lambda_{ka})
\"
