,equation
0,"\begin{equation}
\phi (x^{\mu}, y) =g_y(\phi(x^{\mu}))~.
\"
1,"\begin{equation}
g(y)=
\begin{pmatrix} 1 & \frac{my}{R}\\ 0& 1
\end{pmatrix}
\"
2,"\begin{equation}
\tau (x,y)\equiv a +i e^{-\phi} =\tau(x) +\frac{my}{R}~.
\"
3,"\begin{equation}
ds_B^2= R_3^2 (dx_3)^2 +\frac{A}{{\rm Im} (\tau)}|dx_1 +\tau(x_3)dx_2|^2
=R_3^2 (dx_3)^2 + R_2^2(dx_2)^2 + R_1^2(dx_1+ m x_3 dx_2)^2
\"
4,"\begin{equation}
g_s^A=\frac{l_s}{{\rm Im}(\tau_0)R_3}=\frac{R_1 l_s}{R_2 R_3}= {\rm fixed},
\;\; l_s =\frac{l_P^{3/2}}{R_1^{1/2}}={\rm fixed},\;\;
m \;\; {\rm fixed.}
\"
5,"\begin{equation}
S_{IIA}=\frac{1}{k_{10}^2} \int \sqrt{g}(e^{-2\phi}R+\tilde{M}^2)
+...=\frac{1}{k^2}\int \sqrt{g} (e^{-2(\phi-\phi_0)}R
+(g_s^A)^2\tilde{M}^2)+...
\"
6,"\begin{equation}
S_{IIB}=\frac{1}{k^2}\int \sqrt{g} (e^{-2(\phi-\phi_0)}R+(g_s^B)^2
(\partial_{\mu} a)^2)+...
\"
7,"\begin{equation}
 m_{(9)}^A\equiv M=g_s^A\tilde{M}=\frac{g_s^A m}{l_s}= \frac{m
  g_s^B}{R_3}= m_{(9)}^B
\"
8,"\begin{equation}
ds^2= H^{1/2}(H^{-1/2} d \sigma^2_{6,1} +H^{1/2} dx^2) +ds_B^2
=d \sigma^2_{6,1} +H dx^2 +ds_B^2
\label{mtheory}
\"
9,"\begin{equation}
R_3= H^{1/2}, \tau =m x_3 +iH~.
\"
10,"\begin{equation}
R_1= r_1/\sqrt{H}, ~R_2= r_2 \sqrt{H},~ R_3=r_3 \sqrt{H},
\label{radii}
\"
11,"\begin{equation}
\frac{r_1 l_s}{r_2r_3}= {\rm fixed, ~and} ~l_s~{\rm fixed.}
\"
12,"\begin{equation}
ds^2= (dz_3)^2+(dz_1+\alpha z_3 dz_2)^2 +(dz_2)^2
\label{metric}
\"
13,"\begin{equation}
R_{ab}=\partial_c \Gamma^c_{ab} -\frac{1}{2} \partial_a\partial _b ln
g + \frac{1}{2}  \Gamma^c_{ab}\partial_c ln g -\Gamma^c_{ad}\Gamma^d_{cb}
\"
14,"\begin{equation}
R=-\frac{\alpha^2}{2}~.
\"
15,"\begin{equation}
\alpha= \frac{mR_1}{R_2 R_3} =M~.
\"
16,"\begin{equation}
\alpha l_P=\frac{mR_1l_P}{R_2R_3} \ll 1
\"
17,"\begin{equation}
\frac{R_s}{\bar{l}_P^2}=\frac{R}{l_P^2},\;\;\;
\frac{\bar{R}_i}{\bar{l}_P} =\frac{R_i}{l_P}
\"
18,"\begin{equation}
\tilde{R}_1 =\frac{l_s^2}{R}, ~\tilde{R}_2 =\frac{R_1}{R_2}\tilde{R}_1,~
\tilde{R}_3=\frac{R_1}{R_3}\tilde{R}_1, ~\tilde{g}_s=\tilde{g}_{YM}^2
=\frac{l_sg_s^A}{R_1}
\"
19,"\begin{equation}
\bar{l}_s^2=\frac{l_P^3}{R}\frac{\bar{l}_P}{l_P} \Rightarrow 
\tilde{g}_s\bar{l}_s^2=\frac{l_s^3 g_s^A}{R}\frac{\bar{l}_P}{l_P}\to 0~.
\"
20,"\begin{equation}
ds^2= d \sigma^2_{5,1} +H dx^2 +ds_B^2
\label{twoa}
\"
21,"\begin{equation}
ds_B^2= H (\bar r_3^2dx_3^2 +\bar r_2^2dx_2^2) +\frac{\bar r_1^2}{H}(dx_1 + mx_3
dx_2)^2
\"
22,"\begin{equation}
x_3'=x_3, x_2'=x_2 + m x_1x_3
\label{coordtr1}
\"
23,"\begin{equation}
\left(G+\frac{\theta}{\bar l_s^2}\right)^{ij}=\left(\frac{1}{g+\bar l_s^2B}\right)^{ij}
\"
24,"\begin{equation}
{\bar l_s}^2\sim \epsilon^{1/2}, \;\;\; g_{ij} \propto 
{\bar l_s}^4\sim \epsilon,
\;\;\; G_{ij} \sim \frac{g_{ij}}{ {\bar l_s}^4}={\rm fixed} 
\"
25,"\begin{equation}
\tilde{\alpha}=\frac{m \bar{r}_1 \bar{l}_s^2}{\bar{r}_2\bar{r}_3}
=\frac{m r_1}{r_2r_3}\frac{l_P^3}{R}=
\frac{mg_s^A}{l_s^A}\frac{l_P^3}{R} =\frac{m\tilde{R}_2\tilde{R}_3
}{\tilde{R}_1}~.
\label{ncparam}
\"
26,"\begin{equation}
\Omega X \Omega ^{-1}=X +R \label{ident}
\"
27,"\begin{equation}
[y_2, y_3]= i \theta_{23} =  i\alpha y_1, \;\; [y_1, y_3]=[y_1, y_2]=0
\label{noncom}
\"
28,"\begin{equation}
[[\partial_1, y_2], y_3]+[y_2, [\partial_1, y_3]]=-i\alpha
\label{noncomtwo}
\"
29,"\begin{equation}
ds^2= dy_1^2 +dy_2^2 +dy_3^2+ds_{tr}^2
\"
30,"\begin{equation}
ds^2={dy'_1}^2 +{dy'_3}^2 +d(y'_1y'_2)^2
\"
31,"\begin{equation} 
[ \frac{\partial}{\partial y_i^{\prime} }, y_j^{\prime} ]=\delta_i^j, \;\;\; 
[ \frac{\ptl}{\ptl y_i^{\prime}  }, \tilde y_j^{\prime} ]
=0
\"
32,"\begin{equation} 
[ \frac{\ptl}{\ptl \tilde y_i^{\prime} }, \tilde y_j^{\prime} ]=
\delta_i^j, \;\;\; 
 [ \frac{\ptl}{\ptl \tilde y_i^{\prime} }, y_j^{\prime} ]
=0~.
\"
33,"\begin{equation} 
 [ \frac{\ptl}{\partial y_i^{\prime}  } +  
\frac{\ptl}{\partial \tilde y_i^{\prime}  } , 
\frac{\partial}{\partial y_j^{\prime} } +  
\frac{\ptl}{\partial \tilde y_j^{\prime}  } ] = 0 
\"
34,"\begin{equation}   
\psi = \sum_{n_1, n_2, n_3} 
 \psi_{n_1, n_2, n_3 } e^{i  n_1 y_1^{\prime}  }   
e^{i  n_2 y_1^{\prime} \tilde y_2^{\prime  }}
  e^{i  n_3 \tilde y_3^{\prime}  }  
\"
35,"\begin{equation}
[\tilde{y}_2, \tilde{y}_3]
= im \frac{\bar l_s^2 \bar r_1}{\bar r_2 \bar r_3},\;\; \tilde{y}_1= i\tilde{\alpha}\tilde{y}_1,
\;\; [\tilde{y}_1, \tilde{y}_3]=[\tilde{y}_1, \tilde{y}_2]=0~.
\"
36,"\begin{equation}
S_{1D0}=  \int dt e^{-\Phi}
 \sqrt{1+ g_{ij}(\dot {X}^i \dot {X}^j)}
\"
37,"\begin{equation}
2 \ddot{X} = -H'(\dot{X})^2
\"
38,"\begin{equation}
S=-T_3\int dt \left(\prod_{i=1}^3 dx_i\right) {\rm STr} \left(e^{-\phi( \tilde{X}^{mn}, x_1)} 
\sqrt { -{\rm det} (g_{ab} ( \tilde{X}^{mn}, x_1)  +B_{ab}( \tilde{X}^{mn}, x_1) 
+\lambda F_{ab})} \right)~.
\"
39,"\begin{equation}
S=-T_3 \int dt \left(\prod_{i=1}^3 dx_i\right) {\rm STr} \left(e^{-\tilde{\phi}(\tilde{X}^{mn})}
\sqrt{-{\rm det} (G_{ab}(\tilde{X}^{mn})+ \lambda \tilde{F}_{ab} )} \right)
\"
40,"\begin{equation}
f\star g= e^{i\theta^{ij} \partial_i \partial_j'}f(x) g(x')|_{x=x'}
\"
41,"\begin{equation}
\theta^{il}\partial_l\theta^{jk}+\theta^{jl}\partial_l\theta^{ki}+
\theta^{kl}\partial_l\theta^{ij}=0
\label{assoc}
\"
42,"\begin{equation}
\theta^{ij}\partial_j \theta^{kl}=0
\label{starp}
\"
43,"\begin{equation}
f\star g = e^{i\theta^{ij} (x) \partial_i \partial_j'}f(x) g(x')
|_{x=x'}  = e^{i \theta^{ij}(x') \partial_i \partial_j ' }f(x) g(x')|_{x=x'}~.
\"
44,"\begin{equation}
f \star g= e^{i{\theta '}^{ij}\partial_{x'_i}\partial_{y'_j}}f(x')
g(y')|_{x'=y'}
\"
45,"\begin{equation}
f \star g= e^{i{\theta '}^{ij}\frac{\partial x^m}{\partial {x'}^i}
\frac{\partial y^n}{\partial {y'}^j}\partial_{x_m}\partial_{y_n}}
f(x) g(y)|_{x=y}~.
\"
46,"\begin{equation}
x_1\simeq \frac{e^{\epsilon}}{2}({x_1}'+t')=\frac{e^{\epsilon}}{2}{x'}^+
,\;\; \tilde{\alpha}=\frac{e^{-\epsilon}}{2} \tilde{\alpha}'
\"
47,"\begin{equation}
x^+={x'}^+ , \;\;
x_2=x'_2{x'}^+ ~.
\"
48,"\begin{equation}
\frac{R_2R_3}{l_P^3}=\frac{1}{R_Y}
\label{wrap}
\"
49,"\begin{equation}
\tilde{g}_{YM}^2 = \frac{l_P^3}{R_1R_2R_3}=1
\label{coup}
\"
50,"\begin{equation}
\frac{R_1R_2}{l_P^3}=\frac{1}{R_{Y_2}} {\rm and} \;\; 
\frac{R_1R_3}{l_P^3}=\frac{1}{R_{Y_3}}
\label{wrapp}
\"
51,"\begin{equation}
R_{Y_2}=R_{Y_3}=R_{\perp}
\"
52,"\begin{equation}
E=\frac{1}{2g_{YM}^2}\int dx^1 dx^2 dx^3 [{\rm tr}F_{0i}^2 +\sum_{j<k}
{\rm tr}F_{jk}^2 +
(\partial_{\mu} X^i)^2 ]
\"
53,"\begin{equation}
N E=\frac{{\vec{p}_{\perp}}^2}{2M_0}=\frac{{\vec{n}}^2}
{2\bar{R}_{\perp}^2M_0}=\frac{{\vec{n}}^2}{2M_0 R_{\perp}^2}\frac{l_P^2}{
\bar{l}_P^2}
\label{nonrel}
\"
54,"\begin{equation}
M_0=V_pT_p =\frac{\tilde{R}_1\tilde{R}_2\tilde{R}_3}{\tilde{g}_s
  \bar{l_s}^4 }=\frac{1}{\bar{g}_s \bar{l}_s} \rightarrow 
NE=\frac{{\vec{p}_{\perp}}^2}{2M_0}= \frac{ {\vec{n}}^2\bar{g}_s
  \bar{l}_s}{2R_{\perp}^2
  }\frac{l_P^2}{\bar{l}_P^2}=R\frac{{\vec{n}}^2}{2R_{\perp}^2}
\"
55,"\begin{equation}
E= \frac{l_P^2}{2N}\frac{\bar{l}_s \bar{g}_s}{\bar{l}_P^2}
 [\frac{n_{m12}^2 +n_{e12}^2}{{R}_1^2}
+\frac{{\vec{n}}^2}{R_{\perp}^2}]
=\frac{R}{2N}[\frac{n_{m12}^2 +n_{e12}^2}{{R}_1^2}
+\frac{{\vec{n}}^2}{R_{\perp}^2}]
\label{sesu}
\"
56,"\begin{equation}
E= \frac{R}{2N}[\frac{n_{m,13}^2}{R_{Y_2}^2}+\frac{n_{m,12}^2}{
R_{Y_3}^2}+\frac{{\vec{n}}^2}{R_{\perp}^2}]
\label{us}
\"
57,"\begin{equation}
p^2=-2p^+p^-+\vec{p}_{\perp}^2=0
\rightarrow E=p^-=\frac{\vec{p}_{\perp}^2}{2p^+}
\"
58,"\begin{equation}
ds_E^2=H^{1/8} dy_i^2 + H^{9/8} dx^2
\"
59,"\begin{equation}
(\Box -a^2M^2)\phi =0 \Rightarrow 
(\partial_i^2 +H^{-1}\partial_x^2 -a^2M^2)\phi =0
\"
60,"\begin{equation}
\phi =e^{ip_iy_i}\phi(x)
\"
61,"\begin{equation}
(\partial_x^2 -p^2(1+M|x|) -a^2M^2(1+M|x|)^{9/8})\phi (x)=0~.
\"
62,"\begin{equation}
\phi(x)=e^{\pm \frac{16}{25}a (Mx)^{25/16}}
\"
63,"\begin{equation}
\phi (x)= e^{ix\sqrt{-p^2-a^2M^2}}
\"
64,"\begin{equation}
p^2=-M_n^2(a,M)~.
\"
65,"\begin{equation}
E=\frac{\vec{p}_{\perp}^2+ M_n^2(a,M)}{2p^+}~.
\"
66,"\begin{equation}
\alpha 'H_{\mu\nu\rho}\bar{\Psi}\Gamma^{\mu\nu\rho}\Psi
\"
67,"\begin{equation}
\bar{M}=\frac{\tilde{\alpha}}{\bar{l}_s^2}= \frac{m
  \bar{r}_1}{\bar{r}_2\bar{r}_3}=\frac{mr_1}{r_2r_3}\frac{l_P}{\bar{l}_P} 
=M \frac{l_P}{\bar{l}_P}
\"
68,"\begin{equation}
H_1\simeq 1+ \frac{4\pi g_s N {\alpha '} ^2}{ (\vec{\sigma}^2 +cx^2)^2
}\simeq 1+ \frac{ 4\pi g_s N {\alpha '} ^2}{ \vec{\sigma}^4}
\label{harmonic}
\"
69,"\begin{equation}
[\partial_x^2 +H(x)\partial_{\vec{\sigma}}^2 ]H_1 (\vec{\sigma},
x)= Q \delta (\vec{\sigma}) \delta (x)
\label{harmeq}
\"
70,"\begin{equation}
H_1(\vec{\sigma}, x)= 1+ \int \frac{d^5p}{(2\pi)^5}e^{i\vec{p}\cdot
  \vec{\sigma}} H_{1,p}(x)=1+ \frac{1}{8 \pi^3}\frac{1}{r^2} \int
_{0}^{\infty} dp p^2 (\frac{\sin(pr)}{pr}-\cos(pr)) H_{1,p}(x)
\"
71,"\begin{equation}
H''_{1,p}(x)-p^2 H(x)H_{1,p}(x)= Q \delta (x)~.
\"
72,"\begin{equation}
\bar{x}= (\frac{p}{m})^{2/3}(c +m |x|)
\"
73,"\begin{equation}
\frac{d^2 H_p}{d\bar{x}^2}-\bar{x} H_p(\bar{x})= Q m^{-1/3} p^{-2/3}
\delta (\bar{x}- c (p/m)^{2/3})
\"
74,"\begin{equation}
H_p(\bar{x})= c_p \bar{x}^{1/2} K_{1/3} \left(\frac{2}{3} \bar{x}^{3/2}\right)~.
\"
75,"\begin{equation}
c_p = \frac{Q \sqrt{c}}{2p^{1/3} m^{2/3} [K_{1/3} ( \frac{2}{3}
  \frac{p}{m} c^{3/2})- \frac{p}{m}c^{3/2}K_{4/3} (\frac{2}{3}
\frac{p}{m} c^{3/2})]}~.
\"
76,"\begin{equation}
H_1(r,x)=1+\frac{Q\sqrt{c}}{8\pi^3 m^{2/3}}\frac{\beta^{1/3}}{r^2}
\int dp p^2 \frac{(\frac{\sin(pr)}{pr}-\cos(pr)) K_{1/3} (\frac{2}{3} \beta p)}
{K_{1/3} ( \frac{2}{3}
  \frac{p}{m} c^{3/2})- \frac{p}{m}c^{3/2}K_{4/3} (\frac{2}{3}
\frac{p}{m} c^{3/2})}
\label{harmonicf}
\"
77,"\begin{equation}
\beta =  \frac{(c+m|x|)^{2/3}}{m}~.
\"
