,equation
0,"\begin{equation}
 S = \frac{1}{4 \pi} \int_X \frac{1}{2} (H - C) \wedge * (H - C) - i H \wedge C,
\"
1,"\begin{equation}
 \int_{A^I} H = 2 \pi n^I, \qquad \int_{B_I} H = 2 \pi m_I.
\"
2,"\begin{equation}
 Z^{cl}_X = \overline{\Theta_{\alpha, \beta} (x^I;z^I)}
 \label{eq:classicalresult}
\"
3,"\begin{equation}
 S^{qu} = \int \sum_{g=1}^{\infty} R_- \wedge R_- (g_s T_-)^{2g - 2} {\cal
 F}_g(z, \bar{z}),
\"
4,"\begin{equation}
 Z_X = \overline{\Theta_{\alpha, \beta} (x^I;z^I)} \exp \left( 
 \sum_{g=1}^{\infty} \lambda^{2g - 2} {\cal
 F}_g(z, \bar{z})\right).
 \label{eq:fullresult}
\"
5,"\begin{equation}
 S = \frac{1}{4 \pi} \int_X \frac{1}{2} (H - C) \wedge * (H - C) - i H \wedge C,
\"
6,"\begin{equation}
 \int_{A^I} H = 2 \pi n^I, \qquad \int_{B_I} H = 2 \pi m_I.
\"
7,"\begin{equation}
 Z^{cl}_X = \overline{\Theta_{\alpha, \beta} (x^I;z^I)}
 \label{eq:classicalresult}
\"
8,"\begin{equation}
 S^{qu} = \int \sum_{g=1}^{\infty} R_- \wedge R_- (g_s T_-)^{2g - 2} {\cal
 F}_g(z, \bar{z}),
\"
9,"\begin{equation}
 Z_X = \overline{\Theta_{\alpha, \beta} (x^I;z^I)} \exp \left( 
 \sum_{g=1}^{\infty} \lambda^{2g - 2} {\cal
 F}_g(z, \bar{z})\right).
 \label{eq:fullresult}
\"
