,equation
0,"\begin{equation}
\left( i\gamma ^{\mu }\partial _{\mu }-m\right) \psi (x)=e\gamma ^{\mu
}A_{\mu }(x)\psi (x),
\"
1,"\begin{equation}
\partial _{\mu }\partial ^{\mu }A^{\nu }(x)-\partial ^{\nu }\partial _{\mu
}A^{\mu }(x)=j^{\nu }(x)
\"
2,"\begin{equation}
j^{\nu }(x)=e\overline{\psi }(x)\gamma ^{\nu }\psi (x).
\"
3,"\begin{equation}
A_{\mu }(x)=A_{\mu }^{0}(x)+\int d^{4}x^{\prime }D_{\mu \nu }(x-x^{\prime
})j^{\nu }(x^{\prime }),
\"
4,"\begin{equation}
\partial _{\alpha }\partial ^{\alpha }D_{\mu \nu }(x-x^{\prime })-\partial
_{\mu }\partial ^{\alpha }D_{\alpha \nu }(x-x^{\prime })=g_{\mu \nu }\delta
^{4}(x-x^{\prime }),
\"
5,"\begin{equation}
\left( i\gamma ^{\mu }\partial _{\mu }-m\right) \psi (x)=e\gamma ^{\mu
}\left( A_{\mu }^{0}(x)+\int d^{4}x^{\prime }D_{\mu \nu }(x-x^{\prime
})j^{\nu }(x^{\prime })\right) \psi (x),
\"
6,"\begin{equation}
\delta S\left[ \psi \right] =\delta \int d^{4}x\mathcal{L}_{R}=0
\"
7,"\begin{equation}
\mathcal{L}_{R}=\overline{\psi }(x)\left( i\gamma ^{\mu }\partial _{\mu
}-m-e\gamma _{\mu }A_{0}^{\mu }(x)\right) \psi (x)-\frac{1}{2}\int
d^{4}x^{\prime }j^{\mu }(x^{\prime })D_{\mu \nu }(x-x^{\prime })j^{\nu }(x)
\"
8,"\begin{equation}
D_{\mu \nu }(x-x^{\prime })=D_{\mu \nu }(x^{\prime }-x)\;\;\;\;\;and\;\;\
\;\ D_{\mu \nu }(x-x^{\prime })=D_{\nu \mu }(x-x^{\prime })
\"
9,"\begin{equation}
\mathcal{H}_{R}=\mathcal{H}_{0}\mathcal{+H}_{I},
\"
10,"\begin{equation}
\left\{ \psi _{\alpha }(\mathbf{x},t),\psi _{\beta }^{\dagger }(\mathbf{y}%
,t)\right\} =\delta _{\alpha \beta }\delta ^{3}\left( \mathbf{x}-\mathbf{y}%
\right) ,
\"
11,"\begin{equation}
\psi (x)=\sum_{s}\int \frac{d^{3}p}{\left( 2\pi \right) ^{3/2}}\left( \frac{m%
}{\omega _{p}}\right) ^{1/2}\left[ b_{\mathbf{p}s}u\left( \mathbf{p}%
,s\right) e^{-ip\cdot x}+d_{\mathbf{p}s}^{\dagger }v\left( \mathbf{p}%
,s\right) e^{ip\cdot x}\right] ,
\"
12,"\begin{equation}
\left\{ b_{\mathbf{p}s},b_{\mathbf{q}\sigma }^{\dagger }\right\} =\left\{ d_{%
\mathbf{p}s},d_{\mathbf{q}\sigma }^{\dagger }\right\} =\delta _{s\sigma
}\delta ^{3}\left( \mathbf{p}-\mathbf{q}\right) .
\"
13,"\begin{equation}
\delta \langle \psi \mid \widehat{H}-E\mid \psi \rangle _{t=0}=0 .
\"
14,"\begin{equation}
\mid e^{+}e^{-}\rangle =\underset{s_{1}s_{2}}{\sum }\int d^{3}\mathbf{p}%
F_{s_{1}s_{2}}(\mathbf{p})b_{\mathbf{p}s_{1}}^{\dagger }d_{-\mathbf{p}%
s_{2}}^{\dagger }\mid 0\rangle ,
\"
15,"\begin{equation}
\langle e^{+}e^{-}\mid :\widehat{H}_{0}-E:\mid e^{+}e^{-}\rangle =\underset{%
s_{1}s_{2}}{\sum }\int d^{3}\mathbf{p}F_{s_{1}s_{2}}^{\ast }(\mathbf{p}%
)F_{s_{1}s_{2}}(\mathbf{p})\left( 2\omega _{p}-E\right)
\"
16,"\begin{equation}
\times \left( 
\begin{array}{c}
\overline{u}\left( \mathbf{p},s_{1}\right) \gamma ^{\mu }u\left( \mathbf{p}%
^{\prime },s_{1}^{\prime }\right) D_{\mu \nu }(p-p^{\prime })\overline{v}%
\left( -\mathbf{p}^{\prime },s_{2}^{\prime }\right) \gamma ^{\nu }v\left( -%
\mathbf{p,}s_{2}\right)  \\ 
-\overline{u}\left( \mathbf{p},s_{1}\right) \gamma ^{\mu }v\left( -\mathbf{p,%
}s_{2}\right) D_{\mu \nu }\left( p+p^{\prime }\right) \overline{v}\left( -\mathbf{p}%
^{\prime },s_{2}^{\prime }\right) \gamma ^{\nu }u\left( \mathbf{p}^{\prime
},s_{1}^{\prime }\right)  
\end{array}
\right)\, , 
\"
