,equation
0,"\begin{equation}
ds^2=-dt^2+dz^2+r^2d{\theta}^2+r^2{\sin}^2\theta\,d{\varphi}^2
\label{bi1}
\"
1,"\begin{equation}
I=T_3\int {\cal L}\,\sqrt{-g}\,dtdzd\theta d\varphi,
\label{bi2}
\"
2,"\begin{equation}
{\cal L}=-\sqrt{1+{{\bf B}}^2-{{\bf E}}^2-({\bf E} \cdot {\bf B})^2}
\label{bi3}
\"
3,"\begin{equation}
E_i=2\pi F_{0i},\qquad 
B_i=2\pi\,\frac{1}{2}\sqrt{-g}\,{\varepsilon}_{ijk}F^{jk} 
\label{bi4}
\"
4,"\begin{equation}
{\bf D}=\frac{\partial {\cal L}}{\partial {\bf E}}=\frac{{\bf E}+{\bf B} ({\bf E}\cdot{\bf B})}{\sqrt{1+
{{\bf B}}^2-{{\bf E}}^2-({\bf E}\cdot {\bf B})^2}}\, ,
\label{bi5}
\"
5,"\begin{equation}
{\bf H} =-\frac{\partial {\cal L}}{\partial {\bf B}}=\frac{{\bf B} -{\bf E} ({\bf E}\cdot{\bf B})}{\sqrt{1+{\bf B}^2-{\bf E}^2-({\bf E}\cdot{\bf B})^2}}\ .
\label{s1}
\"
6,"\begin{equation}
{\cal H}=\sqrt{1+{{\bf B}}^2+{{\bf D}}^2+|{\bf B}\times{\bf D}|^2}.
\label{bi6}
\"
7,"\begin{equation}
{\cal H}=\sqrt{(|{\bf B} |+|{\bf D} |)^2+(1-|{\bf B} ||{\bf D} |)^2}\ge |{\bf B} |+|{\bf D} |
\label{bi7}
\"
8,"\begin{equation}
{\cal H}_{min}= |{\bf B} |+|{\bf D} |\, .
\label{bi8}
\"
9,"\begin{equation}
|{\bf B} ||{\bf D} |=1.
\label{bi9}
\"
10,"\begin{equation}
E_z=H_{\varphi} =1,\quad D_z=D\sin^{1-\gamma}\theta ,\quad 
B_{\varphi}=B\sin^{\gamma}\theta \ ,
\label{sol}
\"
11,"\begin{equation}
BD=r.
\label{bps}
\"
12,"\begin{equation}
\Gamma\epsilon =\epsilon,
\label{k}
\"
13,"\begin{equation}
\Gamma=
\frac{\sqrt{-g}}{\sqrt{-det(g+F)}}(\gamma_{tz\theta\varphi}\otimes I - 
E_z\ \gamma_{\theta\varphi}\otimes J +
B_{\varphi}\ \gamma_{t\varphi}\otimes J)
\label{g}
\"
14,"\begin{equation}
\{\gamma_{\alpha},\gamma_{\beta}\}=g_{\alpha\beta}\ ;\qquad
I=i\sigma_2,\quad J=\sigma_1\ .
\label{ij}
\"
15,"\begin{equation}
\frac{\partial }{\partial x^k}\sqrt{-g}\,{{\bf D}}^k=0,\qquad 
{\varepsilon}^{ijk}\frac{\partial {{\bf H}}_i}{\partial x^j}=0,
\label{s2}`
\"
16,"\begin{equation}
{\varepsilon}^{ijk}\frac{\partial {{\bf E}}_i}{\partial x^j}=0,\qquad 
\frac{\partial }{\partial x^k}\sqrt{-g}\,{{\bf B}}^k=0\ .
\label{s3}
\"
17,"\begin{equation}
T_3\int D_z\sqrt{-g}\;d\theta d\varphi =\frac{n}{2\pi}\ ,
\label{ec}
\"
18,"\begin{equation}
\int F_{z\theta}\;dzd\theta =2\pi m\ ,
\label{mc}
\"
19,"\begin{equation}
D=\frac{2ng_s}{r^2}
\frac{\sqrt{\pi}\Gamma (2-\frac{\gamma}{2})}
{\Gamma (\frac{3-\gamma}{2})},\quad 
B=\frac{4\pi m}{l}
\frac{\sqrt{\pi}\Gamma (\frac{\gamma +1}{2})}{\Gamma (\frac{\gamma}{2})}
\label{emg}
\"
20,"\begin{equation}
r^3={\rm const}\times n\,m\ .
\label{r}
\"
21,"\begin{equation}
{\cal E}=nT_s\int dz\; +\; mT_1\frac{\gamma\pi r}{2}f(\gamma )
\label{en}
\"
22,"\begin{equation}
f(\gamma )=\left(\frac{1}{\sqrt{\pi}}\frac{\Gamma (\frac{\gamma +1}{2})}
{\Gamma (\frac{\gamma}{2}+1)}\right)^2
\label{fac}
\"
23,"\begin{equation}
 m=\frac{1}{2\pi}\int F_{z\theta}\,dzd\theta =\frac{1}{(2\pi )^2}
\int\frac{B_{\varphi}}{\sin\theta}\,dzd\theta
\label{u3}
\"
24,"\begin{equation}
m_{{}_{\gamma\to 0}}\to\frac{Bl}{2\pi^2}\,\frac{1}{\gamma}\ .
\label{u4}
\"
25,"\begin{equation}
{\cal E}_B=T_3\int |{\bf B} |\sqrt{-g}\,dzd\theta d\varphi =
T_3\int \frac{B_{\varphi}}{r\sin\theta}\sqrt{-g}\,dzd\theta d\varphi
\label{u1}
\"
26,"\begin{equation}
{\cal E}_{{}_{\gamma\to 0}}=nT_s\int dz\; +\; mT_1\frac{\gamma\pi r}{2}.
\label{u2}
\"
27,"\begin{equation}
r^3=8\pi^2g_snm\gamma\ .
\label{u5}
\"
28,"\begin{equation}
ds^2=-dt^2+dz^2+r^2d{\theta}^2+r^2{\sin}^2\theta\,d{\varphi}^2
\label{bi1}
\"
29,"\begin{equation}
I=T_3\int {\cal L}\,\sqrt{-g}\,dtdzd\theta d\varphi,
\label{bi2}
\"
30,"\begin{equation}
{\cal L}=-\sqrt{1+{{\bf B}}^2-{{\bf E}}^2-({\bf E} \cdot {\bf B})^2}
\label{bi3}
\"
31,"\begin{equation}
E_i=2\pi F_{0i},\qquad 
B_i=2\pi\,\frac{1}{2}\sqrt{-g}\,{\varepsilon}_{ijk}F^{jk} 
\label{bi4}
\"
32,"\begin{equation}
{\bf D}=\frac{\partial {\cal L}}{\partial {\bf E}}=\frac{{\bf E}+{\bf B} ({\bf E}\cdot{\bf B})}{\sqrt{1+
{{\bf B}}^2-{{\bf E}}^2-({\bf E}\cdot {\bf B})^2}}\, ,
\label{bi5}
\"
