,equation
0,"\begin{equation}
F_{\alpha\mu\nu} + F_{\mu\alpha\nu} = 0,
\label{01}
\"
1,"\begin{equation}
F_{\alpha\mu\nu} + F_{\mu\nu\alpha} + F_{\nu\alpha\mu} = 0.
\label{02}
\"
2,"\begin{equation}
\stackrel{*}{F}{}^{\alpha\mu}{}_{\mu} = 0 ,
\label{02bis}
\"
3,"\begin{equation}
\stackrel{*}{F}{}^{\alpha (\mu\nu)}{}_{,\alpha} = 0,
\label{03}
\"
4,"\begin{equation}
F^{\alpha\beta\mu}{}_{\, ,\mu} = 0 \ .  \label{z1}
\"
5,"\begin{equation}
$$
F_{\alpha} = \varphi_{,\alpha} - \varphi_{\alpha}{}^{\lambda}{}_{,\lambda},
%\label{05}
%\"
6,"\begin{equation}
2 F_{\alpha\mu\nu} = \varphi_{\nu [\alpha,\mu ]}  +
F_{[\alpha } \,\eta_{\mu ]\nu}.  \label{06}
\"
7,"\begin{equation}
F^{\alpha }{}_{(\mu \nu ),\alpha }\equiv -\,G^{(L)}{}_{\mu \nu } ,
\label{07}
\"
8,"\begin{equation}
G^{(L)}{}_{\mu \nu }\equiv \Box \,\varphi _{\mu \nu }-\varphi ^{\epsilon
}{}_{(\mu ,\nu )\,,\epsilon }+\varphi _{,\mu \nu }-\eta _{\mu \nu }\,\left(
\Box \varphi -\varphi ^{\alpha \beta }{}_{,\alpha \beta }\right) . \label{08}
\"
9,"\begin{equation}
F^{\alpha (\mu \nu )}{}_{,\alpha \mu }\equiv 0.  \label{07bis}
\"
10,"\begin{equation}
F^{\alpha \mu \nu }{}_{,\alpha \mu }+F^{\alpha \nu \mu }{}_{,\mu \alpha }=0.
\label{070}
\"
11,"\begin{equation}
G^{(L)}{}_{\mu \nu }=0.  \label{014bis}
\"
12,"\begin{equation}
F^{\lambda (\mu \nu )}{}_{,\lambda }=0.  \label{014}
\"
13,"\begin{equation}
S=\frac{1}{k}\,\int {\rm d}^{4}x\,(A-B) . \label{013}
\"
14,"\begin{equation}
\delta S=\int 2F^{\alpha \mu \nu }{}_{,\alpha }\,\delta
\varphi _{\mu \nu}\,d^{4}x . \label{018}
\"
15,"\begin{equation}
F^{\alpha}{}_{\mu \nu,\alpha }=\frac{1}{2}\,F^{\alpha}{}_{(\mu\nu),\alpha}=
-\,\frac{1}{2}\,G^{(L)}{}_{\mu \nu },  \label{01888}
\"
16,"\begin{equation}
\delta S=-\int G^{(L)}{}_{\mu \nu }\,\delta\varphi^{\mu\nu}\,d^{4}x,
\label{018bis}
\"
17,"\begin{equation}
S=-\int G^{(L)}{}_{\mu \nu }\,\varphi ^{\mu \nu }\,d^{4}x .
\label{0181bis}
\"
18,"\begin{equation}
{\cal L}=A-B-\frac{m^{2}}{2}\,\left(\varphi _{\mu \nu }\, \varphi ^{\mu
\nu}-\varphi ^{2}\right),  \label{x055}
\"
