,equation
0,"\begin{equation}
H = - \sum^{N}_{i=1} \frac{{\partial}^2}{\partial x_i^2} +
\sum_{i \neq j} \left [ \frac{a^2 - \frac{1}{4}}{(x_i - x_j)^2} +
\frac{\Omega^2}{16} (x_i - x_j)^2 \right ]
\label{e0}
\"
1,"\begin{equation}
\psi = \prod_{i <j} \left (x_i - x_j \right )^{a + \frac{1}{2}} \
\phi (r) \ P_k (x),
\label{e2}
\"
2,"\begin{equation}
\tilde{H} = \left [ - \frac{d^2}{dr^2} - (1 + 2 \nu )
\frac{1}{r} \frac{d}{d r} + w^2 r^2 \right ],
\"
3,"\begin{equation}
f(E) \equiv \frac{\Gamma \left ( \frac{ 1 - \nu }{2} - \frac{E}{4 w} \right )}
{\Gamma \left (\frac{ 1 + \nu }{2} - \frac{E}{4 w} \right ) } =
\frac{\xi_2 {\mathrm cos}(\frac{z}{2} - \eta_1)}
{\xi_1 {\mathrm cos}(\frac{z}{2} - \eta_2)},
\label{e18}
\"
4,"\begin{equation}
\phi (r) = B {\mathrm e}^{- \frac{w r^2}{2}}
U(d,c,w r^2),
\label{e15}  
\"
5,"\begin{equation}
H = - \sum^{N}_{i=1} \frac{{\partial}^2}{\partial x_i^2} +
\sum_{i \neq j} \left [ \frac{a^2 - \frac{1}{4}}{(x_i - x_j)^2} +
\frac{\Omega^2}{16} (x_i - x_j)^2 \right ]
\label{e0}
\"
6,"\begin{equation}
\psi = \prod_{i <j} \left (x_i - x_j \right )^{a + \frac{1}{2}} \
\phi (r) \ P_k (x),
\label{e2}
\"
7,"\begin{equation}
\tilde{H} = \left [ - \frac{d^2}{dr^2} - (1 + 2 \nu )
\frac{1}{r} \frac{d}{d r} + w^2 r^2 \right ],
\"
8,"\begin{equation}
f(E) \equiv \frac{\Gamma \left ( \frac{ 1 - \nu }{2} - \frac{E}{4 w} \right )}
{\Gamma \left (\frac{ 1 + \nu }{2} - \frac{E}{4 w} \right ) } =
\frac{\xi_2 {\mathrm cos}(\frac{z}{2} - \eta_1)}
{\xi_1 {\mathrm cos}(\frac{z}{2} - \eta_2)},
\label{e18}
\"
9,"\begin{equation}
\phi (r) = B {\mathrm e}^{- \frac{w r^2}{2}}
U(d,c,w r^2),
\label{e15}  
\"
