,equation
0,"\begin{equation}
\left| * \right> = u \ensuremath{\left|{\mathrm{even}\right>}} + v \ensuremath{\left|{\mathrm{odd}\right>}}
\label{eq1}
\"
1,"\begin{equation}
m \approx 1 - n. \label{eq2}
\"
2,"\begin{equation}
(m + n - 1)\left|\right>_i = 0, \label{eq3}
\"
3,"\begin{equation}
U = n + \sigma (1 - n)b, \label{eq4}
\"
4,"\begin{equation}
U \left| 0,1 \right> = \sigma \left| 0,0 \right> = \sigma \left| 0
\right>; \quad \quad
U\left| 1,0 \right> = \left| 1,0 \right> = \left| 1
\right>. \label{eq5}
\"
5,"\begin{equation}
U^+U = n + (1 - n)m. \label{eq6}
\"
6,"\begin{equation}
U^+U \approx 1 \label{M}
\"
7,"\begin{equation}
n + (1 - n)m \approx n + (1 - n)^2 = n + (1 - n) = 1. \label{eq8}
\"
8,"\begin{equation}
F_I = UFU^+ \label{eq9}
\"
9,"\begin{equation}
\left| 1 \right>_I = U \left| 1 \right>_i, \quad \quad \left| 2 \right>_I = U
\left| 2 \right>_i \label{eq10}
\"
10,"\begin{equation}
\left< 2 \right|_I F_I \left| 1 \right>_I = \left< 2 \right|_i U^+UFU^+U
\left| 1 \right>_i = \left< 2 \right|_i F \left| 1 \right>_i. \label{eq11}
\"
11,"\begin{equation}
H = en + Em + Vab^+ + V^*ba^+, \label{eq12}
\"
12,"\begin{equation}
UnU^+ = n, \label{eq13}
\"
13,"\begin{equation}
UmU^+ = nm + (1 - n)(1 - m) \approx 1 - n, \label{eq14}
\"
14,"\begin{equation}
Uab^+U^+ = -\sigma a(1-m) \approx -\sigma a, \label{eq15}
\"
15,"\begin{equation}
H_{I} = UHU^+ \approx en + E(1 - n) + \eta a + \eta^*a^+, \label{eq16}
\"
16,"\begin{equation}
\left| * \right> = u\left| 0 \right> + v\left| 1 \right>.
\label{eq17}
\"
17,"\begin{equation}
\{\theta_{\alpha}, \theta_{\beta}\} = 0.
\label{A}
\"
18,"\begin{equation}
\Psi (\theta) = uI +v\theta, \label{eq010}
\"
19,"\begin{equation}
E_{0}(N_e, U_{c1}) = E_{1}(N_e, U_{c1}),
\"
