,equation
0,"\begin{equation}
\ket{\Phi}=\Phi \ket{0} \ .
\"
1,"\begin{equation}\label{actionCFT}
S=-\frac{1}{g_0^2}\left(
\frac{1}{2\alpha'}\left<I\circ \Phi (0) Q \Phi (0)\right>+
\frac{1}{3}\left<f_1\circ \Phi(0) f_2\circ \Phi(0)
f_3\circ \Phi(0)\right>\right) \ ,
\"
2,"\begin{equation}
\phi(z,\overline{z})=\Phi^P(\ket{\phi},z,\overline{z}) \ ,
\mathrm{for \ all } \ket{\phi} \in \mathcal{H}^P \ .
\"
3,"\begin{equation}
W(z)=\sum W_nz^{-n-h} \ , 
\oW(\oz)=\sum \oW_n\oz^{-n-\overline{h}} \ ,
\"
4,"\begin{equation}
\phi(z,\overline{z})=\Phi^H(\ket{\phi},z,\overline{z}) \ ,
\"
5,"\begin{equation}
T(z)=\overline{T}(\overline{z}) \ ,
z=\overline{z} \ .
\"
6,"\begin{equation}\label{gluing}
W(z)=\Omega \left(\overline{W}\right)(\overline{z})  
\ , z=\overline{z} \ .
\"
7,"\begin{equation}
\mathbf{W}(z):= W(z) \ , \mathrm{Im} z\geq 0 \ ,
\mathbf{W}(z):=\Omega \overline{W}(\overline{z})
\ , \mathrm{Im} z<0 \ .
\"
8,"\begin{equation}
\mathbf{W}(z)=
\sum_n W_nz^{-n-h}
\"
9,"\begin{equation}
W_n=\frac{1}{2}\left(\frac{1}{2\pi i}\int_C dz z^{n+h-1}
W(z)-\frac{1}{2\pi i}\int_C d\overline{z}
\overline{z}^{n+h-1}\Omega (\overline{W})(
\overline{z})\right) \ ,
\"
10,"\begin{equation}\label{actionW}
S=-\frac{1}{g_0^2}\left(
\frac{1}{2\alpha'}\int \Phi \star Q\Phi
+\frac{1}{3}\int \Phi\star\Phi\star\Phi\right) \
\"
11,"\begin{equation}\label{eq}
\frac{1}{\alpha'}Q\Phi_0+\Phi_0\star \Phi_0=0  \ .
\"
12,"\begin{equation}\label{Proll}
\Phi_0=e^{-\lambda K_L(\mathcal{I})}\star \frac{1}
{\alpha'}Q( e^{\lambda K_L(\mathcal{I})}) \ , 
\lambda \in \mathrm{R}
\"
13,"\begin{equation}
\mathcal{I}\star X=X\star \mathcal{I}=X \ ,
\"
14,"\begin{equation}\label{K}
K\equiv \mbw=\frac{1}{2}\left(\frac{1}{2\pi i}\int_C
dz W(z)-\frac{1}{2\pi i}\int_C d\oz \Omega 
(\overline{W})(\oz)\right) \ . 
\"
15,"\begin{equation}
\bra{\mathcal{I}}\left.\mathcal{O}\right>=
\left<\fI\circ \mathcal{O}\right> \ , 
\ket{\mathcal{O}}=\mathcal{O}(0)\ket{0} \ , 
\"
16,"\begin{equation}
\fI=h^{-1}(h(z)^2) \ , 
h=\frac{1+iz}{1-iz} \ .
\"
17,"\begin{equation}
\left<n\right.\ket{\mathcal{O}}=
\left<f_n \circ \mathcal{O}\right> \ ,
f_n=h^{-1}\left(h(z)^{2/n}\right) \ .
\"
18,"\begin{equation}
\bra{\Id}\mbw \ket{\phi}=\left<\fI  \circ
\mbw \fI \circ \phi(0)\right> \ .
\"
19,"\begin{equation}
\mbw(\mathcal{I})=0 \Rightarrow 
\mbw_L(\mathcal{I})=- \mbw_R(\mathcal{I}) \ . 
\"
20,"\begin{equation}\label{derK}
\mbw_L (A)\star B+
 A\star \mbw_R (B)=0 \ ,
\"
21,"\begin{equation}
\delta \Phi=Q\Lambda-\Lambda \star \Phi+
\Phi\star \Lambda \ ,
\"
22,"\begin{equation}
\Phi'=e^{-\Lambda}\star Q(e^{\Lambda})+
e^{-\Lambda}
\star \Phi\star e^{\Lambda} \ .
\"
23,"\begin{equation}
\Phi=\Phi_0+\Psi \ 
\"
24,"\begin{equation}\label{actionWF}
S'=-\frac{1}{g_0^2}\left(
\frac{1}{2\alpha'}\int \Psi \star Q'\Psi
+\frac{1}{3}\int \Psi\star\Psi\star\Psi\right) \ , 
\"
25,"\begin{equation}\label{Q'}
Q'(X)=Q(X)+\alpha'\Phi_0\star X-\alpha'
(-1)^{|X|}X\star \Phi_0 \ .
\"
26,"\begin{equation}
F(t)=\frac{1}{\alpha'}
e^{-\lambda\mbw_L(\mathcal{I})t}\star
Q(e^{\lambda\mbw_L(\mathcal{I})t}) \ \ ,
F(1)=\Phi_0 \ , F(0)=0 
\"
27,"\begin{equation}
\Phi_0=F(1)=F(0)+
\sum_{n=1}^{\infty}
\frac{1}{n!}
\frac{d^nF}{d^nt}(0) \ ,
\"
28,"\begin{equation}\label{phi}
\Phi_0=\frac{1}{\alpha'}
\sum_{n=1}^{\infty}
\frac{\lambda^n}{n!}\overbrace{[\mbw,[\mbw,\dots,[Q,\mbw]]]_L}^{n}
(\mathcal{I})\equiv 
\mathcal{D}_L(\mathcal{I})\ .
\"
29,"\begin{equation}\label{flu}
\ket{\Psi}=e^{\lambda\mbw}\ket{\Phi} \ , 
\ket{\Psi}=\Psi(x=0)\ket{0} \ ,
\ket{\Phi}=\Phi(x=0)\ket{0} \ ,
\"
30,"\begin{equation}
\mbw\ket{\Psi}=\mbw\Psi(0)\ket{0}=
[\mbw,\Psi(0)]\ket{0} 
\"
31,"\begin{equation}
\ket{\Psi}=e^{\lambda\mbw}\ket{\Phi}=
\sum_{N=0}^{\infty}\frac{\lambda^N}
{N!}\overbrace{
[\mbw,[\mbw,\dots,[\mbw,\Phi(0)]]]}^{N}\ket{0} \ ,
[\mbw,\Phi(0)]=\frac{1}{2\pi i}\oint_C dz \mbw(z)
\Phi(0)  
\"
