,cite
0,"\cite{gata,bagamota}"
1,"\cite{altu, flilto,anmo1}"
2,\cite{anilto2}
3,"\cite{for, anilto1}"
4,\cite{tswo}
5,\cite{gareta2}
6,\cite{vera}
7,\cite{gareta1}
8,\cite{ta4}
9,\cite{ta}
10,"\cite{hahetu, hiko1, hiko2}"
11,\cite{brgamo}
12,\cite{higu1}
13,\cite{gasp}
14,\cite{higu2}
15,\cite{papa}
16,\cite{bu}
17,"\cite{dix,tak}"
18,\cite{allen}
19,\cite{gasp}
20,\cite{fr}
21,\cite{di}
22,\cite{gaha}
23,\cite{lipsman}
24,\cite{dix}
25,"\cite{dix,tak}"
26,\cite{babo}
27,\cite{nah}
28,\cite{lev}
29,\cite{higu2}
30,\cite{mini}
31,"\cite{babo,anla}"
32,\cite{gaha}
33,"\cite{gaha,fr,gazeau}"
34,\cite{gazeau}
35,\cite{gata}
36,\cite{brgamo}
37,\cite{gata}
38,\cite{gata}
39,\cite{brmo}
