,equation
0,"\begin{equation}
L_{m}(\alpha) \equiv \left (
\begin{array}{cc} e^{-iV_m^-} & e^{\alpha}  e^{iV_m^+} \\ e^{\alpha}
e^{-iV_m^+}&  e^{iV_m^-}\\ \end{array} \right ) \, ,\quad  \bar L_{m}(\alpha)
\equiv \left ( \begin{array}{cc} e^{-iV_m^+} &  e^{-\alpha}   e^{iV_m^-}\\
e^{-\alpha}  e^{-iV_m^-} &   e^{iV_m^+}\\  \end{array} \right ) \, ,
\label{lax}
\"
1,"\begin{equation}
V^{\pm}_{m+N}=V^{\pm}_m \, . 
\label{per}
\"
2,"\begin{equation}
e^{-\varepsilon2i\pi \beta ^2 l}\prod _{{\stackrel{r=1}{r\not= s}}}^l \frac {\sinh (\alpha _s -\alpha _r +i\pi \beta ^2)}{\sinh (\alpha _s -\alpha _r -i\pi \beta ^2)}=\left [\frac
{\sinh \left (\alpha _s +\Theta -\frac {i\pi \beta ^2}{2}\right)\sinh \left(\alpha _s -\Theta -\frac {i\pi\beta ^2}{2}\right)}
{\sinh \left (\alpha _s +\Theta +\frac {i\pi \beta ^2}{2}\right)\sinh
\left (\alpha _s -\Theta +\frac {i\pi \beta ^2}{2}\right)}
\right]^{N/4} \, ,
\label{Bethe}
\"
3,"\begin{equation}
\phi (x,\zeta)\equiv i\ln \frac {{\mbox {sinh}} (i\zeta+x)}{{\mbox {sinh}} (i\zeta-x)}\, , \label {funz}
\"
4,"\begin{equation}
Z_N(x)\equiv \frac {N}{4}\left [\phi \left (x +\Theta, \frac {\pi \beta ^2}{2} \right )+\phi \left(x -\Theta, \frac {\pi \beta ^2}{2}\right) \right]
+\sum _{r=1}^{l}\phi (x -\alpha _r, \pi \beta ^2)+2\pi \beta ^2 \varepsilon l  \, . \label{count0}
\"
5,"\begin{equation}
Z_N(\alpha _s)=\pi (2I_s-l-1) \, , \quad   I_s \in {\mathbb N} \, . \label {cond1}
\"
6,"\begin{equation}
\Theta = -\frac {\gamma}{\pi} \ln \left [ \frac {mR}{N} \sin \frac {\pi \beta ^2}{2(1-\beta ^2)} \right ] \, . \label {theta}
\"
7,"\begin{equation}
G^-_N(\alpha)\equiv\ln \left [\rho _N^-(\alpha)^{-1}{\bf \Lambda }_N(\alpha)\right ]
\quad , \quad G^+_N(\alpha)\equiv\ln \left [\rho _N^+(\alpha )^{-1}{\bf \Lambda }_N
(\alpha)\right ] \, . \label {FG}
\"
8,"\begin{equation}
L_{m}(\alpha) \equiv \left (
\begin{array}{cc} e^{-iV_m^-} & e^{\alpha}  e^{iV_m^+} \\ e^{\alpha}
e^{-iV_m^+}&  e^{iV_m^-}\\ \end{array} \right ) \, ,\quad  \bar L_{m}(\alpha)
\equiv \left ( \begin{array}{cc} e^{-iV_m^+} &  e^{-\alpha}   e^{iV_m^-}\\
e^{-\alpha}  e^{-iV_m^-} &   e^{iV_m^+}\\  \end{array} \right ) \, ,
\label{lax}
\"
9,"\begin{equation}
V^{\pm}_{m+N}=V^{\pm}_m \, . 
\label{per}
\"
10,"\begin{equation}
e^{-\varepsilon2i\pi \beta ^2 l}\prod _{{\stackrel{r=1}{r\not= s}}}^l \frac {\sinh (\alpha _s -\alpha _r +i\pi \beta ^2)}{\sinh (\alpha _s -\alpha _r -i\pi \beta ^2)}=\left [\frac
{\sinh \left (\alpha _s +\Theta -\frac {i\pi \beta ^2}{2}\right)\sinh \left(\alpha _s -\Theta -\frac {i\pi\beta ^2}{2}\right)}
{\sinh \left (\alpha _s +\Theta +\frac {i\pi \beta ^2}{2}\right)\sinh
\left (\alpha _s -\Theta +\frac {i\pi \beta ^2}{2}\right)}
\right]^{N/4} \, ,
\label{Bethe}
\"
11,"\begin{equation}
\phi (x,\zeta)\equiv i\ln \frac {{\mbox {sinh}} (i\zeta+x)}{{\mbox {sinh}} (i\zeta-x)}\, , \label {funz}
\"
12,"\begin{equation}
Z_N(x)\equiv \frac {N}{4}\left [\phi \left (x +\Theta, \frac {\pi \beta ^2}{2} \right )+\phi \left(x -\Theta, \frac {\pi \beta ^2}{2}\right) \right]
+\sum _{r=1}^{l}\phi (x -\alpha _r, \pi \beta ^2)+2\pi \beta ^2 \varepsilon l  \, . \label{count0}
\"
13,"\begin{equation}
Z_N(\alpha _s)=\pi (2I_s-l-1) \, , \quad   I_s \in {\mathbb N} \, . \label {cond1}
\"
14,"\begin{equation}
\Theta = -\frac {\gamma}{\pi} \ln \left [ \frac {mR}{N} \sin \frac {\pi \beta ^2}{2(1-\beta ^2)} \right ] \, . \label {theta}
\"
15,"\begin{equation}
G^-_N(\alpha)\equiv\ln \left [\rho _N^-(\alpha)^{-1}{\bf \Lambda }_N(\alpha)\right ]
\quad , \quad G^+_N(\alpha)\equiv\ln \left [\rho _N^+(\alpha )^{-1}{\bf \Lambda }_N
(\alpha)\right ] \, . \label {FG}
\"
