,equation
0,"\begin{equation}
\label{oscal} \Big (
\frac{\partial^2}{\partial X^{\alpha\beta} \partial X^{\gamma\delta}} - \frac{\partial^2}{\partial X^{\alpha\gamma} \partial
X^{\beta\delta}}\Big ) b(X) =0
\"
1,"\begin{equation}
\label{ofer} \frac{\partial}{\partial X^{\alpha\beta}} f_\gamma(X)       -
\frac{\partial}{\partial X^{\alpha\gamma}} f_\beta(X)      =0
\"
2,"\begin{equation} \label{genequ}
(d +\omega )C(X) = 0 \,,\qquad  d=d X^A\frac{\partial}{\partial X^A}\,,
\"
3,"\begin{equation}
\label{R0}
d\omega +\frac{1}{2} [\omega \,,\wedge  \omega ]=0\,
\"
4,"\begin{equation}
\label{glsym}
\delta C (X) = -\epsilon (X) C (X) \,,
\"
5,"\begin{equation}
\label{glpar}
\delta \omega (X) \equiv d \epsilon (X) + [\omega (X) , \epsilon (X)] =0\,.
\"
6,"\begin{equation} \label{geneq}
({\cal D} +\sigma_- )C (X)= 0 \,,
\"
7,"\begin{equation}
\label{ds}
(\sigma_-)^2 =0\,,\qquad {\cal D}^2  =0\,,
\qquad \{ {\cal D} , \sigma_- \} =0\,,
\"
8,"\begin{equation} \label{grad}
[G , {\cal D} ] = 0\,,\qquad [G
,\sigma_- ] = - \sigma_-\,.
\"
9,"\begin{equation}
\label{sdc}
\sigma_- ({\cal D} ( C_{k_q+1} )) =0\,.
\"
10,"\begin{equation}
\label{CCC}
C_{1,2} (X) = C_1 (X)\otimes C_2 (X)
\"
11,"\begin{equation}
\label{gs12}
\sigma_{1,2-} = \sigma_{1-} \otimes Id +Id \otimes \sigma_{2-}\,.
\"
12,"\begin{equation}
\label{dydy}
\left(
dX^{\alpha\beta} \frac{\partial}{\partial X^{\alpha\beta}} +
dX^{\alpha\beta}\frac{\partial^2}{\partial y^\alpha \partial y^\beta}\right ) C(y|X) =0\,,
\"
13,"\begin{equation}
\label{Fock}
|C(y,X)\rangle = C(y,X)|0\rangle\,,\qquad \bar{y}_\alpha   |0\rangle =0\,,
\"
14,"\begin{equation} \label{sminusT}
\sigma_-=\sum_{i=1}^r
dX^{\alpha \beta}\frac{\partial^2}{\partial y^\alpha_i\partial {y}^\beta_i}\,,
\"
15,"\begin{equation}
\label{dydyr}
\left(
dX^{\alpha\beta} \frac{\partial}{\partial X^{\alpha\beta}} +
\sum_{i=1}^r
dX^{\alpha \beta}\frac{\partial^2}{\partial y^\alpha_i\partial {y}^\beta_i}
\right)
C(y|X) =0\,.
\"
16,"\begin{equation}
\label{eqdetr}
\frac{\partial}{\partial X^{[\alpha_1 \beta_1}}
\frac{\partial}{\partial X^{\alpha_2 \beta_2}}
\cdots
\frac{\partial}{\partial X^{\alpha_{r+1}] \beta_{r+1}}} C(y|X)=0\,
\"
17,"\begin{equation}
\label{eqdetr1}
\frac{\partial}{\partial X^{[\alpha_1 \beta_1}}
\frac{\partial}{\partial X^{\alpha_2 \beta_2}}
\cdots
\frac{\partial}{\partial X^{\alpha_{r} \beta_{r}}}
\frac{\partial}{\partial y^{\alpha_{r+1}]}_i} C(y|X)=0\,,
\"
18,"\begin{equation}\label{compl}
\sqrt{2} z^\alpha= y^\alpha_1+i {y}_2^\alpha\,,\qquad
\sqrt{2}{\bar z}^\alpha= y^\alpha_1-i {y}_2^\alpha
\"
19,"\begin{equation}
\label{dydy2z}
dX^{\alpha\beta} \frac{\partial}{\partial X^{\alpha\beta}} +
2 dX^{\alpha \beta}
\frac{\partial^2}{\partial z^\alpha\partial {\bar z}^\beta}\,
C(z,\bar{z}|X) = 0\,.
\"
20,"\begin{equation}
\label{eqdet3}
\varepsilon^{\alpha_1,\alpha_2,\alpha_3}
\frac{\partial}{\partial X^{\alpha_1 \beta_1}}
\frac{\partial}{\partial X^{\alpha_2 \beta_2}}
\frac{\partial}{\partial X^{\alpha_3 \beta_3}}{\cal C}(z,\bar{z}|X)=0,
\"
21,"\begin{equation}
\label{eqdet111}
\varepsilon^{\alpha_1,\alpha_2,\alpha_3}
\frac{\partial}{\partial X^{\alpha_1 \beta_1}}
\frac{\partial}{\partial z^{\alpha_2}}
\frac{\partial}{\partial \bar z^{\alpha_3}}
{\cal C}(z,\bar z|X)=0,
\"
22,"\begin{equation}
\label{eqdet21}
\varepsilon^{\alpha_1,\alpha_2,\alpha_3}
\frac{\partial}{\partial X^{\alpha_1 \beta_1}}
\frac{\partial}{\partial X^{\alpha_2 \beta_2}}
\frac{\partial}{\partial z^{\alpha_3}}
{\cal C}(z,\bar z|X)=0,
\"
23,"\begin{equation}
\label{eqdet21b}
\varepsilon^{\alpha_1,\alpha_2,\alpha_3}
\frac{\partial}{\partial X^{\alpha_1 \beta_1}}
\frac{\partial}{\partial X^{\alpha_2 \beta_2}}
\frac{\partial}{\partial {\bar z}^{\alpha_3}}
{\cal C}(z,\bar z|X)=0,
\"
24,"\begin{equation}
\label{eqdet211}
\varepsilon^{\alpha_1,\alpha_2}
\varepsilon^{\beta_1,\beta_2}
\frac{\partial}{\partial X^{\alpha_1 \beta_1}}
\frac{\partial}{\partial z^{\alpha_2}}
\frac{\partial}{\partial z^{\beta_2}}
{\cal C}(z,\bar z|X)=0\,,
\"
25,"\begin{equation}
\label{eqdet211b}
\varepsilon^{\alpha_1,\alpha_2}
\varepsilon^{\beta_1,\beta_2}
\frac{\partial}{\partial X^{\alpha_1 \beta_1}}
\frac{\partial}{\partial {\bar z}^{\alpha_2}}
\frac{\partial}{\partial {\bar z}^{\beta_2}}
{\cal C}(z,\bar z|X)=0\,,
\"
26,"\begin{equation}
\label{kog0}
\left (\frac{\partial^2}{\partial
\bar z^\alpha \partial z^\beta}+ \frac{\partial^2}{\partial z^\alpha \partial \bar z^\beta}\right ){\cal C}=0 .
\"
27,"\begin{equation}
\label{charge}
Q(\eta) = \int_S \Omega (\eta)\,,
\"
28,"\begin{equation}
\label{TCC}
T^{k\,l}(z|X)= {\cal C}^k (z |X) {\cal C}^l (i z|X) \,.
\"
29,"\begin{equation}
\label{CC}
C^{kl}(y_1 , y_2 |X)= C^k(y_1  |X) C^l(y_2 |X)
\"
30,"\begin{equation}
\label{1}
d X^{\alpha \beta}\frac{\partial}{\partial X^{\alpha \beta}}C\,+d X^{\alpha \beta}\left(
\frac{\partial^2}{\partial y^\alpha_1\partial {y}_1^\beta}+ \frac{\partial^2}{\partial y^\alpha_2\partial
{y}_2^\beta}\right)C=0\,,
\"
31,"\begin{equation}
\label{2}
d W^{\alpha \beta}\frac{\partial}{\partial W^{\alpha \beta}}\,C+d W^{\alpha \beta} \left(
\frac{\partial^2}{\partial y^\alpha_1\partial {y}_1^\beta}- \frac{\partial^2}{\partial y^\alpha_2\partial
{y}_2^\beta}\right)C=0\,,
\"
32,"\begin{equation}
\label{3}
 d Z^{\alpha \beta}\frac{\partial}{\partial Z^{\alpha \beta}}\,C + 2 d Z^{\alpha \beta}
\frac{ \partial^2}{\partial y^\alpha_1\partial {y}_2^\beta}
C\,=0
\"
33,"\begin{equation}
\label{det}
\varepsilon^{\alpha, \beta, \delta}
k_{\gamma \alpha} k_{\nu \beta} k_{\mu \delta}=0
\"
