,equation
0,"\begin{equation}
 H_J = - J\sum_{even} \si^{x}_{\v i} - J\sum_{odd} \si^{y}_{\v i}
\"
1,"\begin{equation}
\label{stringOP}
 W(C) = \prod_C \si^{a_{\v i}}_{\v i}
\"
2,"\begin{equation}
 |C_1C_2 ...\> = W(C_1)W(C_2)...|0\>
\"
3,"\begin{equation}
 H_g = g \sum_{\v p} U(C_{\v p})
\"
4,"\begin{equation}
 H_g = -g \sum_{odd} \hat F_{\v i}
\"
5,"\begin{equation}
\label{HUJg}
 H = H_U+H_J+H_g
\"
6,"\begin{equation}
 \hat F_{\v i}|_{\v i=even} = 1
\"
7,"\begin{equation}
 \hat F_{\v i}|_{\v i=odd} = \pm 1
\"
8,"\begin{equation}
\hat F_{\v i}|_{\v i=odd} = 1. 
\"
9,"\begin{equation}
\<\Psi_0| W(C_{close})|\Psi_0\> =1.  
\"
10,"\begin{equation}
 \< W_1(C_1)\>=1,\ \ \ \< W_2(C_2)\>=1
\"
11,"\begin{equation}
 \< W_1(C_1)\>=(-)^{N_{odd}},\ \ \ \< W_2(C_2)\>=1
\"
12,"\begin{equation}
 \< W_1(C_1)\>=1,\ \ \ \< W_2(C_2)\>=(-)^{N_{even}}
\"
13,"\begin{equation}
 \< W_1(C_1)\>=(-)^{N_{odd}},\ \ \ \< W_2(C_2)\>=(-)^{N_{even}}
\"
14,"\begin{equation}
H_t=t\sum_{\v i} (\si^x_{\v i} +\si^y_{\v i}) +t'\sum_{\v i} \si^z_{\v i}
\"
15,"\begin{equation}
 H = H(\v p_1) + H(\v p_2)
\"
16,"\begin{equation}
\label{T2alg}
 T^{(2)}_{xy}T^{(2)}_{x\bar y} = T^{(2)}_{x\bar y} T^{(2)}_{xy}
\"
17,"\begin{equation}
\label{Talg1}
T_{xy}G_{xy}T_{x\bar y}G_{x\bar y} =
T_{x\bar y}G_{x\bar y} T_{xy}G_{xy}
\"
18,"\begin{equation}
\label{Talg2}
T_{xy}G_{xy}T_{x\bar y}G_{x\bar y} = -
T_{x\bar y}G_{x\bar y} T_{xy}G_{xy}
\"
19,"\begin{equation}
 PSG/IGG = SG
\"
20,"\begin{equation} 
G_0|\v p\>=-|\v p>
\"
21,"\begin{equation}
\label{HV}
H_U+H_g+H_t = H_t -V \sum_{\v i} \hat F_{\v i} 
\"
22,"\begin{equation}
G_0|\v p\>=-|\v p>, \ \ \
G_0'|\v p\>=(-)^{\v p}|\v p>
\"
23,"\begin{equation}
\label{TxyTxyeta}
(T_{x\bar y}G_{x\bar y})^{-1} (T_{xy}G_{xy})^{-1}
T_{x\bar y}G_{x\bar y} T_{xy}G_{xy}  =\eta
\"
24,"\begin{equation}
\label{TxTyIGG}
(T_yG_y)^{-1} (T_xG_x)^{-1} T_yG_y T_xG_x \in IGG
\"
25,"\begin{equation}
(T^{(2)}_y)^{-1} (T^{(2)}_x)^{-1} T^{(2)}_y T^{(2)}_x =1
\"
26,"\begin{equation}
\label{TxTyeta}
(T_yG_y)^{-1} (T_xG_x)^{-1} T_yG_y T_xG_x = \eta'\eta^{\v p}
\"
27,"\begin{equation}
\label{TxTyetaf}
(T_yG_y)^{-1} (T_xG_x)^{-1} T_yG_y T_xG_x = \sgn(V)
\"
28,"\begin{equation}
G_0|\v l\> = -|\v l\> 
\"
29,"\begin{equation}
 \{ \la_{\v i}^a, \la_{\v j}^b \}=2\del_{ab}\del_{\v i\v j}
\"
30,"\begin{equation} 
\hat U_{\v i,\v i+{\v x}}=-i\la^{x}_{\v i}\la^{\bar x}_{\v i+{\v x}}, \ \ \
\hat U_{\v i,\v i+{\v y}}=-i\la^{y}_{\v i}\la^{\bar y}_{\v i+{\v y}} ,\ \ \
\hat U_{\v i\v j} =  \hat U_{\v j\v i}
\"
31,"\begin{equation}
2 \psi_{1,\v i} = \la^{x}_{\v i} +i\la^{\bar x}_{\v i}, \ \ \
2 \psi_{2,\v i} = \la^{y}_{\v i} +i\la^{\bar y}_{\v i}
\"
32,"\begin{equation}
 \la^a\eta_2 = \ga^a \ga^5
\"
33,"\begin{equation}
\label{gaab}
 \la^a\la^b=\ga^a\ga^b\equiv \ga^{ab}
\"
34,"\begin{equation}
\label{Fga}
 \hat F_{\v i}= -
\ga^{yx}_{\v i}
\ga^{\bar x y}_{\v i+\v x}
\ga^{\bar  y\bar x}_{\v i+\v x+\v y}
\ga^{x \bar y}_{\v i+\v y}
\"
35,"\begin{equation}
\label{Z2trans}
 \t s_{\v i\v j} =G(\v i) s_{\v i\v j} G(\v j).
\"
36,"\begin{equation}
W(C_{close})= \hat U_{\v i_1\v i_2}\hat U_{\v i_2\v i_3}...\hat U_{\v i_n\v i_1}
\"
37,"\begin{equation}
\label{spiflux}
 s_{\v i,\v i+\v x}=(-)^{i_y},\ \ \
 s_{\v i,\v i+\v y}=1.
\"
38,"\begin{equation}
 E_{\v k} = \pm 2 \sqrt{t^2 \sin^2(k_x) + t^2 \sin^2(k_y)} .
\"
39,"\begin{equation}
 \ga_{P_x} = \ga^5 \frac{\ga^x-\ga^{\bar x}}{\sqrt{2}}
\"
40,"\begin{equation}
 \ga_{P_y} = \ga^5 \frac{\ga^y-\ga^{\bar y}}{\sqrt{2}}
\"
41,"\begin{equation}
G_0:\ \ \psi_{\v i} \to -\psi_{\v i}
\"
42,"\begin{equation}
 \del H_{\frac12\frac12} =\sum_{C_{\v i\v j}}
 \Big( t(C_{\v i\v j}) \t W(C_{\v i\v j}) +h.c \Big)
\"
43,"\begin{equation}
 H=\sum_{\<\v i\v j\>} (\chi_{\v i\v j}\psi^\dag_{\v i}\psi_{\v j}+h.c.)
\"
44,"\begin{equation}
 \chi_{\v i,\v i+\v m}=(-)^{i_y m_x}\chi_{\v m}
\"
45,"\begin{equation}
\label{epseps}
 \eps_0(\v k)= \eps_0(\v k+\v Q_x),\ \ \
 \eps_1(\v k)= -\eps_1(\v k+\v Q_x).
\"
46,"\begin{equation}
 H=\sum_{\v k} \Psi^\dag_{\v k} \Ga(\v k) \Psi_{\v k}
\"
47,"\begin{equation}
 \Ga(\v k)=
\bpm
\eps_0(\v k) & \eps_1(\v k+\v Q_y)\\
 \eps_1(\v k) & \eps_0(\v k+\v Q_y)
\epm
\"
48,"\begin{equation}
-\chi_{P_x\v j,P_x\v i}= G_{P_x}(\v i)\chi_{\v i\v j} G_{P_x}(\v j)
\"
