,equation
0,"\begin{equation}
\label{totalspace}
ds^2_{n+3+d}=e^{-2Ln\rho}dx^2+e^{4L\rho}(2dxdt+dy^idy^i)+d\rho^2+d\psi^2+(Ln)^{-2}\sin^2\!(Ln\psi)
d\Omega^2_{d-1}
\"
1,"\begin{equation}
\label{kaigo}
ds^2_{n+3} = e^{-2nL\rho}dx^2+e^{4L\rho}(2dxdt+\sum_{i=1}^n{dy^i}^2)+d\rho^2
\"
2,"\begin{equation}
\label{horo}ds^2_{n+3}=\frac{R^2}{z^2}\big(2dx^+dx^- +z^{n+2}(dx^+)^2
+dx^idx^i +dz^2\big)
\"
3,"\begin{equation}
\label{infinite boost}
(x^-,\;x^+,\; x^i,\; z)\longmapsto (x^-, \; \Omega^2 x^+,\; \Omega x^i,
\; \Omega z )  
\"
4,"\begin{equation}
S(x,t,\rho,(y^i))= p_xx+Et+\rho^* +p_iy^i 
\"
5,"\begin{equation}
\label{geodesic}
\rho^*(\rho, p_x,E,l)=\int
\sqrt{e^{-4L\rho}(E^2e^{-(2Ln+4L)\rho}-2Ep_x-p_ip_i)}\, \textrm{d}\rho \equiv \int
f'(\rho)\,\textrm{d}\rho
\"
6,"\begin{equation}
\label{localwave}
ds^2 = 2du(dv+\frac{1}{2}adu+b_{\alpha}dx^{\alpha})+g_{\alpha
\beta}dx^{\alpha \beta}
\"
7,"\begin{equation}
\label{orthogonality}
\langle du|du \rangle =0, \quad \langle du|dv \rangle =1, \quad
\langle du|dx^{\alpha} \rangle = 0
\"
8,"\begin{equation}
\label{penrosekaigo} 
ds^2_{n+3}=2dudv+\big(\frac{1}{v}\big)^{\frac{2n}{n+4}}dz^2+v^{\frac{4}{n+4}}dx^idx^i
\"
9,"\begin{equation}
\label{scaling symmetry}
v\mapsto \lambda v, \quad u\mapsto \lambda ^{-1}u, \quad z\mapsto \lambda^{\frac{n}{n+4}}z, \quad x^i\mapsto \lambda^{-\frac{2}{n+4}}x^i.
\"
