,equation
0,"\begin{equation}
{\cal{L}} = -\frac{1}{4}F_{\mu \nu }F^{\mu \nu }, ~~~~~F_{\mu \nu } =
\partial_\mu A_\nu - \partial_\nu A_\mu
\label{7}
\"
1,"\begin{equation}
A_{\mu}(x) \rightarrow
A^{\prime}_{\mu}(x) =  A_{\mu}(x) + \partial_{\mu}\tilde{f}(x)
\label{7+1}
\"
2,"\begin{equation}
\partial_\mu F^{\mu \nu} = 0.
\label{8}
\"
3,"\begin{equation}
A^{\mu}(x) = \varepsilon^{\mu}(k) e^{ik \cdot x}
\label{9}
\"
4,"\begin{equation}
\varepsilon_{\mu}(k) \rightarrow \varepsilon^{\prime}_{\mu}(k) =  \varepsilon_{\mu}(k) + if(k)k_{\mu}
\label{10}
\"
5,"\begin{equation}
k^2 \varepsilon^{\mu} - k^{\mu} k_{\nu} \varepsilon^{\nu} = 0
\label{11}.
\"
6,"\begin{equation}
\varepsilon^{\mu}(k) =
(0, \varepsilon^1, \varepsilon^2, 0)^T
\label{13}
\"
7,"\begin{equation}
{W^\mu}_\nu k^\nu = k^\mu
\label{1}
\"
8,"\begin{equation}
W_4(p, q;  \phi) =
\left( \begin{array}{cccc}
1+ \frac{p^2 + q^2 }{2} & p\cos \phi - q \sin \phi & p\sin \phi + q \cos \phi  & -\frac{p^2 + q^2 }{2} \\
p & \cos \phi & \sin \phi  & -p \\
q & -\sin \phi & \cos \phi  & -q \\
\frac{p^2 + q^2 }{2} &  p\cos \phi -q \sin \phi & p\sin \phi + q \cos \phi  & 1
-\frac{p^2 + q^2 }{2}
\end{array}\right).
\label{2}
\"
9,"\begin{equation}
W_4(p, q;  \phi) = W(p, q) R(\phi)
\label{3}
\"
10,"\begin{equation}
W(p, q) \equiv W_4(p, q;  0) = \left( \begin{array}{cccc}
1+ \frac{p^2 + q^2 }{2} & p & q  & -\frac{p^2 + q^2 }{2} \\
p & 1 & 0 & -p \\
q & 0 & 1 & -q \\
\frac{p^2 + q^2 }{2} &  p & q  & 1 -\frac{p^2 + q^2 }{2}
\end{array}\right)
\label{4}
\"
11,"\begin{equation}
\varepsilon^{\mu} \rightarrow \varepsilon^{\prime \mu} = {W^{\mu}}_{\nu}(p, q) \varepsilon^{\nu} = \varepsilon^{\mu} +
 \left( \frac{p\varepsilon^1 + q\varepsilon^2}{\omega}\right)k^{\mu}~.
\label{14}
\"
12,"\begin{equation}
D(p, q, r) = \left( \begin{array}{cccc}
1 & p & q & r \\
0 & 1 & 0 & 0 \\
0 & 0 & 1 & 0 \\
0 & 0 & 0 & 1
\end{array} \right)
\label{53-1}
\"
