,equation
0,"\begin{equation}
\begin{array}{c}
ds^2 = L^2\,[d\psi^2+\cosh^2\psi\,(d\omega^2-\cosh^2\omega\,d\tau^2)
           +d\chi^2+\sin^2\chi\,(d\theta^2+\sin^2\theta\,d\phi^2)] \\ \\
\displaystyle
B=L^2\left[
  \left(\psi+\frac{\sinh2\psi}{2}\right)\cosh\omega\,d\omega\wedge d\tau +
  \left(\chi-\frac{\sin2\chi}{2}\right)\sin\theta\,d\theta\wedge d\phi
\right]
\end{array}
\"
1,"\begin{equation}
F_0 = -\frac{L^2}{2\pi\alpha'}\left(\psi_0\cosh\omega\,d\omega\wedge d\tau
       + \chi_0\sin\theta\,d\theta\wedge d\phi\right).
\"
2,"\begin{equation}
\label{action}
S = T_{D3}\left[ -\int d^4x e^{-\Phi}\sqrt{-\det(\g+\F)} 
    + \int\left(\hat{C}_{(4)} + \hat{C}_{(2)}\wedge\F
                + \frac{1}{2}\C\F\wedge\F\right)
\right]\,,
\"
3,"\begin{equation}
q = \frac{1}{T_F} 
    \int_{S^2} d\theta\,d\phi\,\frac{\delta S}{\delta B_{\omega\tau}} 
\equiv \frac{1}{2\pi} \int_{S^2} d\theta\,d\phi\,{\tilde F}_{\theta\phi}\,;
\"
4,"\begin{equation}
\psi=\psi_0+\delta\psi\,,\ \chi=\chi_0+\delta\chi\,,\text{ and }
F=F_0+\frac{L^2}{2\pi\alpha'}f \text{ with } df=0,
\"
5,"\begin{equation}
\label{quadNS}
\begin{array}{l}
\displaystyle\delta^{(2)}S = T_{D3}L^4e^{-\Phi}\cosh\psi_0\sin\chi_0
             \int d\omega\,d\tau\,d\theta\,d\phi\sqrt{-\det\gamma}\\
\displaystyle\left[
  -\frac{1}{2}(\d_m\delta\psi\d^m\delta\psi + \d_m\delta\chi\d^m\delta\chi)
  -\frac{1}{4}f_{mn}f^{mn} +(\delta\psi)^2 -(\delta\chi)^2
  -2\delta\psi\frac{f_{\omega\tau}}{\cosh\omega}
  +2\delta\chi\frac{f_{\theta\phi}}{\sin\theta} \right] \\
\displaystyle-T_{D3}L^4e^{-\Phi}\sinh\psi_0\cos\chi_0\int f\wedge f
\end{array}
\"
6,"\begin{equation}
\begin{array}{rcl}
\Phi & = & -\Phi_{NS} \\
C_{(2)} & = & B_{NS} \\
F_0 & = &
\displaystyle
\frac{e^{\Phi}L_{NS}^2}{2\pi\alpha'}
    (\cos\chi_0\cosh\psi_0\cosh\omega\,d\omega\wedge d\tau
    + \sin\chi_0\sinh\psi_0\sin\theta\,d\theta\wedge d\phi).
\end{array}
\"
7,"\begin{equation}
\begin{array}{l}
\delta_A=\sinh\psi_0\cos\chi_0\,\delta\psi-\cosh\psi_0\sin\chi_0\,\delta\chi
\\
\delta_S=\cosh\psi_0\sin\chi_0\,\delta\psi+\sinh\psi_0\cos\chi_0\,\delta\chi
\end{array}
\"
8,"\begin{equation}
\label{quadR}
\begin{array}{l}
\displaystyle\delta^{(2)}S = T_{D3}L^4e^{-\Phi}
             \frac{\cosh\psi_0\sin\chi_0}{\sin^2\chi_0+\sinh^2\psi_0}
             \int d\omega\,d\tau\,d\theta\,d\phi\sqrt{-\det\gamma}\\
\displaystyle\left[
  -\frac{1}{2}(\d_m\delta_A\d^m\delta_A + \d_m\delta_S\d^m\delta_S)
  -\frac{1}{4}f_{mn}f^{mn} +(\delta_A)^2 -(\delta_S)^2
  -2\delta_A\frac{f_{\omega\tau}}{\cosh\omega}
  +2\delta_S\frac{f_{\theta\phi}}{\sin\theta} \right] \\
\displaystyle+T_{D3}L^4e^{-\Phi}
  \frac{\sinh\psi_0\cos\chi_0}{\sin^2\chi_0+\sinh^2\psi_0}\int f\wedge f
\ .
\end{array}
\"
9,"\begin{equation}
\label{effmet}
g_o^{-1}=[(g+\F)^{-1}]_S
\"
10,"\begin{equation}
\begin{array}{rcl}
ds^2 & = & ds^2(\mathrm{AdS}_2\times\mathrm{S}^2) + dx^2 \\
C_{mnx} & = & C_{mn}(\mathrm{AdS}_2\times\mathrm{S}^2)
\end{array}
\"
11,"\begin{equation}
L^2(\sin^2\chi_0+\sinh^2\psi_0)
\left[ -\frac{1}{2}(\d_x\delta_A\d^x\delta_A + \d_x\delta_S\d^x\delta_S)
  -\frac{1}{2}f_{mx}f^{mx} \right]\ .
\"
12,"\begin{equation}
R^2=L^2(\sin^2\chi_0+\sinh^2\psi_0).
\"
13,"\begin{equation}
S = T_{D3}\left( -\int d^4x \sqrt{-\det(\g_E+e^{-\Phi/2}\F)} 
    + \int\hat{C}_{(2)}\wedge\F + \frac{1}{2}\int \C\F\wedge\F \right)\,,
\"
14,"\begin{equation}
2\pi\alpha'{\tilde F}_{mn} = 
  \eps_{mnpq}\,e^{-\Phi/2}\,\frac{\d L_{BI}}{\d\FF_{pq}}
   + \hat{C}_{mn} + \C\F_{mn}\,,
\"
15,"\begin{equation}
\frac{\d L_{BI}}{\d\FF_{pq}} =
   \frac{1}{2} \sqrt{-\det(\g_E+\FF)}\,[(\g_E+\FF)^{-1}]^{[pq]}
\text{ with } \FF = e^{-\Phi/2}\F.
\"
16,"\begin{equation}
\label{S-transf}
\begin{array}{c}
\left(\begin{array}{l} C_{(2)} \\ B \end{array}\right) \to
\left(\begin{array}{cc} r & -s \\ -t & u \end{array}\right)
\left(\begin{array}{l} C_{(2)} \\ B \end{array}\right)\;;\;
\left(\begin{array}{l} \tilde{F} \\ F \end{array}\right) \to
\left(\begin{array}{cc} r & s \\ t & u \end{array}\right)
\left(\begin{array}{l} \tilde{F} \\ F \end{array}\right)\;;
\\ \\
\displaystyle \tau \to \frac{r\tau+s}{t\tau+u}\,,
\text{ where } \tau = \C + ie^{-\Phi}.
\end{array}
\"
17,"\begin{equation}
\begin{array}{c}
\delta \C = 2a\C + b - c(\C^2-e^{-2\Phi}) \\
\delta(e^{-\Phi/2}) = e^{-\Phi/2}(a-c\C) \\
\delta\F = -a\F + c{\tilde\F}
  \text{ with } {\tilde\F}=2\pi\alpha'{\tilde F}-\hat{C}_{(2)}
\end{array}
\"
18,"\begin{equation}
\delta{\tilde\F} = a{\tilde\F} + b\F.
\"
19,"\begin{equation}
\delta\FF = ce^{-\Phi/2}({\tilde \F} - \C\F)
\"
20,"\begin{equation}
\delta_c {\tilde \F}_{mn} = c\left(
  e^{-3\Phi/2}\eps_{abcd}\,\frac{\d L_{BI}}{\d\FF_{cd}}\,
        \eps_{mnpq}\,\frac{\d^2L_{BI}}{\d\FF_{ab}\d\FF_{pq}}
  + e^{-2\Phi}\F_{mn}\right).
\"
21,"\begin{equation}
\delta_c {\tilde \F}_{mn} = c\left(
  \frac{1}{2}\,e^{-3\Phi/2}\eps_{mnpq} \frac{\d}{\d\FF_{pq}}\left(
    \eps_{abcd}\,\frac{\d L_{BI}}{\d\FF_{ab}}\,\frac{\d L_{BI}}{\d\FF_{cd}}
  \right) + e^{-2\Phi}\F_{mn}\right).
\"
22,"\begin{equation}
[(\g_E+\FF)^{-1}]^{[pq]} =
  [(\g_E+\FF)^{-1}]^{pp'} \FF_{p'q'} [(\g_E+\FF)^{-1}]^{qq'}
\"
23,"\begin{equation}
\eps_{abcd}M^{aa'}M^{bb'}M^{cc'}M^{dd'} = \eps^{a'b'c'd'} \det M
\"
24,"\begin{equation}
\eps_{abcd}\,\frac{\d L_{BI}}{\d\FF_{ab}}\,\frac{\d L_{BI}}{\d\FF_{cd}} =
-\frac{1}{4}\eps^{abcd}\FF_{ab}\FF_{cd}
\"
25,"\begin{equation}
\begin{array}{c}
ds^2 = L^2\,[d\psi^2+\cosh^2\psi\,(d\omega^2-\cosh^2\omega\,d\tau^2)
           +d\chi^2+\sin^2\chi\,(d\theta^2+\sin^2\theta\,d\phi^2)] \\ \\
\displaystyle
B=L^2\left[
  \left(\psi+\frac{\sinh2\psi}{2}\right)\cosh\omega\,d\omega\wedge d\tau +
  \left(\chi-\frac{\sin2\chi}{2}\right)\sin\theta\,d\theta\wedge d\phi
\right]
\end{array}
\"
26,"\begin{equation}
F_0 = -\frac{L^2}{2\pi\alpha'}\left(\psi_0\cosh\omega\,d\omega\wedge d\tau
       + \chi_0\sin\theta\,d\theta\wedge d\phi\right).
\"
27,"\begin{equation}
\label{action}
S = T_{D3}\left[ -\int d^4x e^{-\Phi}\sqrt{-\det(\g+\F)} 
    + \int\left(\hat{C}_{(4)} + \hat{C}_{(2)}\wedge\F
                + \frac{1}{2}\C\F\wedge\F\right)
\right]\,,
\"
28,"\begin{equation}
q = \frac{1}{T_F} 
    \int_{S^2} d\theta\,d\phi\,\frac{\delta S}{\delta B_{\omega\tau}} 
\equiv \frac{1}{2\pi} \int_{S^2} d\theta\,d\phi\,{\tilde F}_{\theta\phi}\,;
\"
29,"\begin{equation}
\psi=\psi_0+\delta\psi\,,\ \chi=\chi_0+\delta\chi\,,\text{ and }
F=F_0+\frac{L^2}{2\pi\alpha'}f \text{ with } df=0,
\"
30,"\begin{equation}
\label{quadNS}
\begin{array}{l}
\displaystyle\delta^{(2)}S = T_{D3}L^4e^{-\Phi}\cosh\psi_0\sin\chi_0
             \int d\omega\,d\tau\,d\theta\,d\phi\sqrt{-\det\gamma}\\
\displaystyle\left[
  -\frac{1}{2}(\d_m\delta\psi\d^m\delta\psi + \d_m\delta\chi\d^m\delta\chi)
  -\frac{1}{4}f_{mn}f^{mn} +(\delta\psi)^2 -(\delta\chi)^2
  -2\delta\psi\frac{f_{\omega\tau}}{\cosh\omega}
  +2\delta\chi\frac{f_{\theta\phi}}{\sin\theta} \right] \\
\displaystyle-T_{D3}L^4e^{-\Phi}\sinh\psi_0\cos\chi_0\int f\wedge f
\end{array}
\"
31,"\begin{equation}
\begin{array}{rcl}
\Phi & = & -\Phi_{NS} \\
C_{(2)} & = & B_{NS} \\
F_0 & = &
\displaystyle
\frac{e^{\Phi}L_{NS}^2}{2\pi\alpha'}
    (\cos\chi_0\cosh\psi_0\cosh\omega\,d\omega\wedge d\tau
    + \sin\chi_0\sinh\psi_0\sin\theta\,d\theta\wedge d\phi).
\end{array}
\"
32,"\begin{equation}
\begin{array}{l}
\delta_A=\sinh\psi_0\cos\chi_0\,\delta\psi-\cosh\psi_0\sin\chi_0\,\delta\chi
\\
\delta_S=\cosh\psi_0\sin\chi_0\,\delta\psi+\sinh\psi_0\cos\chi_0\,\delta\chi
\end{array}
\"
33,"\begin{equation}
\label{quadR}
\begin{array}{l}
\displaystyle\delta^{(2)}S = T_{D3}L^4e^{-\Phi}
             \frac{\cosh\psi_0\sin\chi_0}{\sin^2\chi_0+\sinh^2\psi_0}
             \int d\omega\,d\tau\,d\theta\,d\phi\sqrt{-\det\gamma}\\
\displaystyle\left[
  -\frac{1}{2}(\d_m\delta_A\d^m\delta_A + \d_m\delta_S\d^m\delta_S)
  -\frac{1}{4}f_{mn}f^{mn} +(\delta_A)^2 -(\delta_S)^2
  -2\delta_A\frac{f_{\omega\tau}}{\cosh\omega}
  +2\delta_S\frac{f_{\theta\phi}}{\sin\theta} \right] \\
\displaystyle+T_{D3}L^4e^{-\Phi}
  \frac{\sinh\psi_0\cos\chi_0}{\sin^2\chi_0+\sinh^2\psi_0}\int f\wedge f
\ .
\end{array}
\"
34,"\begin{equation}
\label{effmet}
g_o^{-1}=[(g+\F)^{-1}]_S
\"
35,"\begin{equation}
\begin{array}{rcl}
ds^2 & = & ds^2(\mathrm{AdS}_2\times\mathrm{S}^2) + dx^2 \\
C_{mnx} & = & C_{mn}(\mathrm{AdS}_2\times\mathrm{S}^2)
\end{array}
\"
36,"\begin{equation}
L^2(\sin^2\chi_0+\sinh^2\psi_0)
\left[ -\frac{1}{2}(\d_x\delta_A\d^x\delta_A + \d_x\delta_S\d^x\delta_S)
  -\frac{1}{2}f_{mx}f^{mx} \right]\ .
\"
37,"\begin{equation}
R^2=L^2(\sin^2\chi_0+\sinh^2\psi_0).
\"
38,"\begin{equation}
S = T_{D3}\left( -\int d^4x \sqrt{-\det(\g_E+e^{-\Phi/2}\F)} 
    + \int\hat{C}_{(2)}\wedge\F + \frac{1}{2}\int \C\F\wedge\F \right)\,,
\"
39,"\begin{equation}
2\pi\alpha'{\tilde F}_{mn} = 
  \eps_{mnpq}\,e^{-\Phi/2}\,\frac{\d L_{BI}}{\d\FF_{pq}}
   + \hat{C}_{mn} + \C\F_{mn}\,,
\"
40,"\begin{equation}
\frac{\d L_{BI}}{\d\FF_{pq}} =
   \frac{1}{2} \sqrt{-\det(\g_E+\FF)}\,[(\g_E+\FF)^{-1}]^{[pq]}
\text{ with } \FF = e^{-\Phi/2}\F.
\"
41,"\begin{equation}
\label{S-transf}
\begin{array}{c}
\left(\begin{array}{l} C_{(2)} \\ B \end{array}\right) \to
\left(\begin{array}{cc} r & -s \\ -t & u \end{array}\right)
\left(\begin{array}{l} C_{(2)} \\ B \end{array}\right)\;;\;
\left(\begin{array}{l} \tilde{F} \\ F \end{array}\right) \to
\left(\begin{array}{cc} r & s \\ t & u \end{array}\right)
\left(\begin{array}{l} \tilde{F} \\ F \end{array}\right)\;;
\\ \\
\displaystyle \tau \to \frac{r\tau+s}{t\tau+u}\,,
\text{ where } \tau = \C + ie^{-\Phi}.
\end{array}
\"
42,"\begin{equation}
\begin{array}{c}
\delta \C = 2a\C + b - c(\C^2-e^{-2\Phi}) \\
\delta(e^{-\Phi/2}) = e^{-\Phi/2}(a-c\C) \\
\delta\F = -a\F + c{\tilde\F}
  \text{ with } {\tilde\F}=2\pi\alpha'{\tilde F}-\hat{C}_{(2)}
\end{array}
\"
43,"\begin{equation}
\delta{\tilde\F} = a{\tilde\F} + b\F.
\"
44,"\begin{equation}
\delta\FF = ce^{-\Phi/2}({\tilde \F} - \C\F)
\"
45,"\begin{equation}
\delta_c {\tilde \F}_{mn} = c\left(
  e^{-3\Phi/2}\eps_{abcd}\,\frac{\d L_{BI}}{\d\FF_{cd}}\,
        \eps_{mnpq}\,\frac{\d^2L_{BI}}{\d\FF_{ab}\d\FF_{pq}}
  + e^{-2\Phi}\F_{mn}\right).
\"
46,"\begin{equation}
\delta_c {\tilde \F}_{mn} = c\left(
  \frac{1}{2}\,e^{-3\Phi/2}\eps_{mnpq} \frac{\d}{\d\FF_{pq}}\left(
    \eps_{abcd}\,\frac{\d L_{BI}}{\d\FF_{ab}}\,\frac{\d L_{BI}}{\d\FF_{cd}}
  \right) + e^{-2\Phi}\F_{mn}\right).
\"
47,"\begin{equation}
[(\g_E+\FF)^{-1}]^{[pq]} =
  [(\g_E+\FF)^{-1}]^{pp'} \FF_{p'q'} [(\g_E+\FF)^{-1}]^{qq'}
\"
48,"\begin{equation}
\eps_{abcd}M^{aa'}M^{bb'}M^{cc'}M^{dd'} = \eps^{a'b'c'd'} \det M
\"
49,"\begin{equation}
\eps_{abcd}\,\frac{\d L_{BI}}{\d\FF_{ab}}\,\frac{\d L_{BI}}{\d\FF_{cd}} =
-\frac{1}{4}\eps^{abcd}\FF_{ab}\FF_{cd}
\"
