,equation
0,"\begin{equation}
S=\frac{1}{2} \int d^{4}x \sqrt{-g}~ (g^{\mu\nu} \nabla_{\mu}\phi
\nabla_{\nu}\phi+\frac{1}{6} R \phi^{2})~,
\label{a1}\"
1,"\begin{equation}
\bar{g}_{\mu\nu} =\Omega^2  g_{\mu\nu}~, \label{2}\"
2,"\begin{equation}
\bar{\phi}(x) = \Omega^{-1}  \phi(x)~, \label{3}\"
3,"\begin{equation}
S^{'}=\frac{1}{2} \int d^{4}x \sqrt{-g}~ \{g^{\mu\nu}
\nabla_{\mu}\phi \nabla_{\nu}\phi+(g^{\mu\nu}\nabla_{\mu}\sigma
\nabla_{\nu}\sigma +\frac{1}{6} R)\phi^{2} +\frac{1}{2}\lambda
\sigma \phi^4 \}+S_{m}[e^{\sigma}g_{\mu \nu}]~,
\label{4}\"
4,"\begin{equation}
G_{\mu \nu}-\frac{3}{2}\lambda \sigma \phi^2 g_{\mu\nu}
=6\phi^{-2}(\Sigma_{\mu \nu}(e^{\sigma}g_{\mu
\nu})+\tau_{\mu\nu})+ 6t_{\mu\nu}~, \label{5}\"
5,"\begin{equation}
\Box \phi-\frac{1}{6}R \phi-\lambda \sigma \phi^3- \phi
\nabla_{\alpha }\sigma \nabla^{\alpha  }\sigma =0~,
\label{6}\"
6,"\begin{equation}
\nabla_{\mu}J^{\mu} =\frac{1}{2}\sqrt{-g}(\frac{1}{2}\lambda
\phi^4 +g^{\mu\nu}\Sigma_{\mu\nu}(e^{\sigma}g_{\mu \nu}))~,
\label{6a}\"
7,"\begin{equation}
\Sigma_{\mu \nu}(e^{\sigma}g_{\mu \nu})=\frac{-2}{\sqrt{-g}}
\frac{\delta}{\delta g^{\mu\nu} } S_{m}[e^{\sigma}g_{\mu \nu}]~,
\"
8,"\begin{equation}
J^{\mu}=\sqrt{-g}\phi^2 g^{\mu\nu}\nabla_{\nu}\sigma
\label{6aa}\"
9,"\begin{equation}
\tau_{\mu \nu}= -(\nabla_{\mu }
\phi \nabla_{\nu}\phi-\frac{1}{2}g_{\mu \nu} \nabla_{\alpha  }\phi
\nabla^{\alpha  }\phi)-\frac{1}{6}(g_{\mu \nu} \Box-\nabla_{\mu }
\nabla_{\nu})\phi^2~,
\"
10,"\begin{equation}
t_{\mu \nu}=-\nabla_{\mu }\sigma \nabla_{\nu}\sigma +\frac{1}{2}
g_{\mu \nu} \nabla_{\alpha  }\sigma \nabla^{\alpha }\sigma~.
\label{7}\"
11,"\begin{equation}
\nabla^{\mu }\Sigma_{\mu \nu}(e^{\sigma}g_{\mu \nu})
=\frac{1}{2}\nabla_{\nu} \sigma ~g^{\mu\nu}
\Sigma_{\mu\nu}(e^{\sigma}g_{\mu \nu})~, \label{7a}\"
12,"\begin{equation}
g^{\mu\nu}\Sigma_{\mu\nu}(e^{\sigma}g_{\mu\nu})=0~,
\label{ab}\"
13,"\begin{equation}
G_{\mu \nu}-3\mu^2 g_{\mu\nu}-\frac{3}{2}\lambda \sigma \phi^2
g_{\mu\nu} =6\phi^{-2}(\Sigma_{\mu \nu}(e^{\sigma}g_{\mu
\nu})+\tau_{\mu\nu})+ 6t_{\mu\nu}~, \label{5-a}\"
14,"\begin{equation}
\Box \phi-\frac{1}{6}R \phi-\lambda \sigma \phi^3- \mu^2 \phi-\phi
\nabla_{\alpha }\sigma \nabla^{\alpha  }\sigma =0~,
\label{6-a}\"
15,"\begin{equation}
g^{\mu\nu}\Sigma_{\mu\nu}(e^{\sigma}g_{\mu\nu})=-\mu^2 \phi^2~.
\label{ac}\"
16,"\begin{equation}
\phi^{-2} \sim  G \sim m_{p}^{-2}~, \label{G}\"
17,"\begin{equation}
g^{\mu\nu}\nabla_{\mu}\sigma \nabla_{\nu}\sigma =-m^2-\frac{1}{6}R
+\frac{\Box \phi}{\phi}~, \label{14}\"
18,"\begin{equation}
\nabla_{\alpha}\sigma \nabla^{\alpha }m=0~,
\label{9}\"
19,"\begin{equation}
\psi=\phi e^{i\sigma }~. \label{15}\"
20,"\begin{equation}
(\Box-m^2-\frac{1}{6}R)\psi=\frac{i\phi^{-2}}{\sqrt{-g}}~\nabla_{\mu}J^{\mu}~~\psi~.
\"
21,"\begin{equation}
(\Box-m^2-\frac{1}{6}R)\psi=i\frac{m^2}{4\sigma}\psi~.
\label{cc1}\"
22,"\begin{equation}
S=\frac{1}{2} \int d^{4}x \sqrt{-g}~ (g^{\mu\nu} \nabla_{\mu}\phi
\nabla_{\nu}\phi+\frac{1}{6} R \phi^{2})~,
\label{a1}\"
23,"\begin{equation}
\bar{g}_{\mu\nu} =\Omega^2  g_{\mu\nu}~, \label{2}\"
24,"\begin{equation}
\bar{\phi}(x) = \Omega^{-1}  \phi(x)~, \label{3}\"
