,equation
0,"\begin{equation} d\hat s^2_D = e^{2k z}\, ds_{D-1}^2 + dz^2\,,\label{adslike}
\"
1,"\begin{equation}
ds_{D-1}^2 = dx^\mu\, dx_\mu + \lambda^{-2}\, d\Omega_2^2\,,
\label{boundmetric}
\"
2,"\begin{equation}
\hat e^{-1}\, \hat{\cal L}= \hat R - \fft{1}{2n!}\, \hat F_\n^2 +
\Lambda\,,
\"
3,"\begin{equation}
\alpha = -\sqrt{\fft{n}{2(D-2)(D-n-2)}}\,, \qquad
\beta = -\fft{(D-n-2)\,\alpha}{n}\,. \label{reduce2}
\"
4,"\begin{equation} e^{-1}\, {\cal L} = R - \ft12 (\del\varphi)^2 - V(\varphi)\,,
\"
5,"\begin{equation}
V= \ft12 \epsilon^2 m^2 e^{2(D-n-1)\,\alpha\,\varphi} -
\epsilon\,n(n-1)\,
\lambda^2\, e^{\ft{2(D-2)}{n}\alpha\, \varphi}-\Lambda\,
e^{2\alpha\,\varphi}\,.\label{nondilsp}
\"
6,"\begin{equation}
V=(\fft{\del W}{\del \varphi})^2 - \fft{D-n-1}{2(D-n-2)}\, W^2\,.
\"
7,"\begin{equation}
W=\sqrt{\fft{D-2}{D-3}} (\epsilon\, m\, e^{(D-3)\,\alpha\, \varphi} +
2 \lambda^2\, m^{-1}\, e^{\alpha\, \varphi})\,, \label{W}
\"
8,"\begin{equation}
W=\fft{1}{2\sqrt2} \Big(3m\, e^{-\ft{8}{3\sqrt7}\, \varphi} +
\Lambda\, m^{-1}\, e^{\ft2{\sqrt7}\, \varphi}\Big)\,.
\"
9,"\begin{equation} ds_{D-2}^2 = e^{2A}\, dx^{\mu}\, dx_\mu+ dy^2\,,
\"
10,"\begin{equation}
\varphi'=\sqrt2\, \fft{\del W}{\del \varphi}\,,\qquad
A'=-\fft{1}{\sqrt2\, (D-4)}\, W\,. \label{fo}
\"
