,equation
0,"\begin{equation}
\tilde{G}_{e}\sim \frac{\not\! p~~~}{|p|^{2-\eta}},
\label{mome}
\"
1,"\begin{equation}
G(x-y,\gamma)=\langle \psi(x)e^{ie\int_\gamma dx_\mu\, A_\mu} \bar{\psi}(y) \rangle, 
\label{gaugeinvariant}
\"
2,"\begin{equation}
G_{inv}(x-y)=\int [d\gamma]\, \langle \psi(x)e^{ie\int_\gamma dx_\mu\, A_\mu} \bar{\psi}(y) \rangle,
\label{gammaintegration}
\"
3,"\begin{equation}
G_{SM}(x-y)=\frac{1}{\cal N}\int [d\psi][d\bar{\psi}][dA]\,
\psi(x) \bar{\psi}(y) e^{ -\int d^2x'\, {\cal L}_{SM}},
\label{corrSM}
\"
4,"\begin{equation}
{\cal L}_{SM}=-\bar{\psi}(i\not\!\partial+ e \not\! A )\psi + 
\frac{1}{4} F_{\mu \nu}F_{\mu \nu}.
\"
5,"\begin{equation}
\psi=\left( \begin{array}{c}
\psi_+          \\ \psi_-
\end{array}\right)=\left( \begin{array}{c}
e^\phi \chi_+          \\ e^{-\phi}\chi_-
\end{array}\right)\makebox[.5in]{,} \bar{\psi}=\left( \begin{array}{cc}
\psi_-^{\dagger} & \psi_+^{\dagger} \end{array}\right)=\left( \begin{array}{cc}
e^{\phi}\chi_-^{\dagger} & e^{-\phi}\chi_+^{\dagger} \end{array}\right).
\"
6,"\begin{equation}
{\cal L}_{SM}=-\bar{\chi}i\not\!\partial \chi + \frac{1}{2e^2}\phi \partial^2 \partial^2 \phi,
\"
7,"\begin{equation}
G_{SM}(x-y)=\frac{1}{\cal N}\int [d\chi][d\bar{\chi}][d\phi]\,
e^{\gamma_5\phi(x)}\chi(x) \bar{\chi}(y)e^{\gamma_5\phi(y)} J_F(\phi) e^{ -\int d^2x'\, {\cal L}_{SM}},
\label{corrSMd}
\"
8,"\begin{equation}
J_F(\phi)=e^{-\frac{1}{2\pi}\int d^2x'\, \partial_\mu \phi \partial_\mu \phi}.
\"
9,"\begin{equation}
\psi(x)\rightarrow e^{i\eta(x)}\psi(x)\makebox[.5in]{,}
A_\mu\rightarrow A_\mu + \frac{1}{e} \partial_\mu \eta
\"
