,equation
0,"\begin{equation}
I_{ab}\ =\
(n_a^1m_b^1-m_a^1n_b^1)(n_a^2m_b^2-m_a^2n_b^2)(n_a^3m_b^3-m_a^3n_b^3)
\label{internumber}
\"
1,"\begin{equation} \chi_1:\chi_2:\chi_3=1:3:2\, .  \label{susyratio}  \"
2,"\begin{equation} Y = (B-L)/2 + (Q_8+Q_{8'})/2,  \label{hypercharge}  \"
3,"\begin{equation}
\frac{1}{g_{YM}^2} = \frac{ M_s^3 V_3}{(2 \pi)^4 g_s},\label{ymc}
\"
4,"\begin{equation}
V_3 = {\bf \textstyle{1\over 4}} (2 \pi)^3 \prod_{i=1}^3 \sqrt{n^{i2} \left(R_1^i\right)^2
+ \hat{m}^{i2} \left(R_2^i\right)^2}\, ,\label{v3}
\"
5,"\begin{equation}
S_{4d} = (M_P^{(4d)})^2 \int dx^4 \sqrt{g} R + \dots =
\frac{1}{16 \pi G_N} \int dx^4 \sqrt{g} R + \dots
\"
6,"\begin{equation}
(M_P^{(4d)})^2 = \frac{ M_s^8 V_6 }{ (2 \pi)^7 g_s^2} \, ,\label{mpms}
\"
7,"\begin{equation}
V_6 = \frac{ (2 \pi)^6}{4} \prod_{i=1}^3 R_1^i R_2^i.
\"
8,"\begin{equation}
g_{YM}^2=\sqrt{2\pi}{{M_s\sqrt{V_6}}\over{M_P^{(4d)}V_3}}\, ,
\"
9,"\begin{equation}
g_{YM}^2 = \frac{\sqrt{8 \pi}M_s}{ M_P^{(4d)}}
\frac{\sqrt{\chi_1 \chi_2 \chi_3}}{ \prod_{i=1}^3 \sqrt{n^{i2} +
\hat{m}^{i2} \chi_i^2}}\, .
\"
10,"\begin{equation}\label{coupling}
g_{YM}^2 = \frac{4\sqrt{3 \pi} M_s}{M_P^{(4d)}}.
\frac{\chi^{3/2}}{\sqrt{[(n^1)^2 + (m^1)^2 \chi^2][ (n^2)^2 + 9
(m^2)^2 \chi^2][(n^3)^2 + 4 (\tilde{m}^3)^2 \chi^2]}},
\"
11,"\begin{equation}  \frac{1}{\alpha_a(M)} =
\frac{c_a(\chi)}{\alpha_G(\chi)} + \beta_a t, \label{rge1} \"
12,"\begin{equation} \alpha_G(\chi) = \sqrt{\frac{{3}}{{\pi}}} \frac{
M_s}{M_P^{(4d)}} \chi^{3/2}\, , \label{rge2}\"
13,"\begin{equation}
t = \frac{1}{2\pi} \ln \frac{M_s}{M}. \label{rge3} \"
14,"\begin{equation}
Re(S)=  \frac{M_s^6 \Pi_{i=1}^{3} R_1^{i} R_2^{i}}{2\pi g_{s}}\, .
\"
15,"\begin{equation}
Re(T^{i}) = \frac{M_s^2 R_{1}^{i} R_2^{i}}{2\pi g_{s}}.
\"
16,"\begin{equation}
{R_2^{i}} \rightarrow \frac{1}{M_s^2 R_{2}^{i}},
\"
17,"\begin{equation}
{R_1^{i}} \rightarrow R_1^{i},
\"
18,"\begin{equation}
g_{s} \rightarrow \frac{g_{s}}{M_s^3\Pi_{i=1}^3 R_2^{i}}.
\"
19,"\begin{equation}
Re(S) = \frac{M_s^3 \Pi_{i=1}^3R_1^{i}}{2\pi g_{s}},
\"
20,"\begin{equation}
Re(U^{i}) = \frac{M_s^3R_{1}^{i}R_{2}^{j}R_{2}^{k}}{2\pi g_{s}},
\"
21,"\begin{equation}
f =  {\bf \textstyle{1\over 4}} \left[ n^1n^2n^3 S -
n^1{\hat m}^2{\hat m}^3 U^1 -
{\hat m}^1n^2{\hat m^3} U^2 -
{\hat m}^1{\hat m}^2n^3 U^3 \right] \, .
\"
22,"\begin{equation}
f_{USp(4)} = \textstyle{1\over 4}U^2= \textstyle{1\over 12} U,
\"
23,"\begin{equation}
f_{USp(2)_B} =  \textstyle{1\over 4}U^1= \textstyle{1\over 4} U,
\"
24,"\begin{equation}
f_{USp(2)_A} =  \textstyle{1\over 2}S,
\"
25,"\begin{equation}
U^1 : U^2 : U^3 = 1: \frac{1}{3} : \frac{1}{2}.
\"
26,"\begin{equation}
f_{[U(3)_C,U(1)_{1}]}= \textstyle{1\over 4}(S+\textstyle{1\over 2} U^2)= \textstyle{1\over 4}(S+\textstyle{1\over 6} U)\, ,
\label{sm1}\"
27,"\begin{equation}
f_{U(2)_L}= \textstyle{1\over 4}(S+ \textstyle{3\over 2}U^1)=\textstyle{1\over 4}(S+ \textstyle{3\over 2}U)\,  ,
\label{sm2}\"
28,"\begin{equation}
f_{[U(1)_8,U(1)_{8'}]}= \textstyle{1\over 2} U^3=\textstyle{1\over 4} U\, .
\label{sm3}\"
29,"\begin{equation}
f_{Y}= \textstyle{5\over {72}}(S+ \textstyle{{59}\over {30}}U)
\label{sm4}\"
30,"\begin{equation}
K = -\log(S + \bar{S}) - \sum_{I=1}^3 \log(U^{I} +
\bar{U}^{I})= -\log(S+\bar{S}) - 3 \log(U + \bar{U}) + \log(6)\, .
\label{kahl}\"
31,"\begin{equation}
{\cal U} \equiv {\cal W}^\alpha {\cal W}_{\alpha},
\"
32,"\begin{equation}
W({\cal U}, \Phi) = \frac{1}{4}{\cal U}f_W(\Phi) - \frac{ {\cal U}}{32 \pi^2}
(\beta \log\frac{{\cal U}}{\Lambda^3} + const),
\"
33,"\begin{equation}
{\cal U} = \Lambda^3 \exp ( \frac{8\pi^2}{\beta} f_W(\Phi)) \times const.
\"
34,"\begin{equation}
W_{eff}(\Phi) = \frac{\beta}{32 \pi^2} \frac{\Lambda^3}{e}
\exp (\frac{8\pi^2}{\beta} f_W(\Phi)) \\
\equiv d \Lambda^3 \exp (bf_W(\Phi)),
\"
35,"\begin{equation}
W (U,S) = d_1 \Lambda^3 \exp (\frac{b_1}{12}U) +  d_2 \Lambda^3 \exp (\frac{b_2}{4}U) +
d_3 \Lambda^3 \exp ( \frac{b_3}{2}S),
\"
36,"\begin{equation}
V= \frac{1}{(S + \bar{S}) (U+\bar{U})^3} \left\{ |(S+\bar{S})
\frac{\partial W}{\partial S} -W|^2 + 3|(\frac{U+\bar{U})}{3}
\frac{\partial W}{\partial U} -W|^2  -3 |W|^2 \right\}\, . \label{pot}
\"
37,"\begin{equation} Re(S)=1.10, \ \ Re(U)=0.575,\ \
Im(S)=0.48+3M/\pi, \ \ Im(U)=1.91+12N/\pi \"
38,"\begin{equation} F_S K^{S {\bar S}}\bar F_{\bar{S}}= ( |(S+{\bar S})
\partial W / \partial S - W|^2/[(S+{\bar S})(U+{\bar U})^3]\sim 4.95\  10 ^{-7}
L^2\ , \"
39,"\begin{equation} F_U K^{U{\bar U}}\bar F_{\bar{U}}=
 3|{{(U+{\bar U})}\over 3}
\partial W / \partial U - W|^2/[(S+{\bar S})(U+{\bar U})^3]\sim 1.03\ 10 ^{-7}
L^2\ , \"
40,"\begin{equation}
 -3|W|^2 /[(S+{\bar S})(U+{\bar U})]^3\sim -3.56 \ 10^{-3} L^2\label{w3}\ .\"
41,"\begin{equation}
\chi  =  \sqrt{\frac{Re (U)}{6 Re (S)}},  \ \ \ \
\frac{1}{\alpha_G}  =  \pi Re (S)\, . \"
42,"\begin{equation}
\frac{1}{\alpha_3} = 52.2, \ \ \ \
\frac{1}{\alpha} = 525\, , \"
43,"\begin{equation}
m_{\lambda_a}=(\partial_{\phi_i}\,f_a)K^{\phi_i \, {\bar\phi_j}}
{\bar F_{\bar \phi_j}}\, .
\"
