,equation
0,"\begin{equation} ds^2 = \gamma(x)_{\mu \nu}dx^{\mu}dx^{\nu}+\kappa(z)_{ij} \;
dz^idz^j \"
1,"\begin{equation}
T_{MN}=-\left(\begin{array}{cc}\gamma_{\mu \nu}\Lambda_{\gamma} & \\
& \kappa_{ij}\Lambda_{\kappa}\end{array} \right).\label{emt}\"
2,"\begin{equation} R(\gamma_{\mu \nu})=2\Lambda_{\kappa} \;\; , \;\;
R(\kappa_{ij}) = 2\Lambda_{\gamma} - \Lambda_{\kappa}.
\label{Rs}\"
3,"\begin{equation} ds^2 = dt^2 - e^{Ct}d\vec{{\bf x}}^2 - R^2_0 (d\theta^2 +
\beta^2 sin^2\theta \;d\varphi^2) \label{sol} \"
4,"\begin{equation} C^2 = -{2\over 3} \Lambda_{\kappa} \;\; , \;\;
R^{-2}_0={1\over 2}\Lambda_{\kappa}-\Lambda_{\gamma}.\label{ctes}
\"
5,"\begin{equation} \Delta {\cal L} = {T_0\over 2\pi \sqrt{\kappa}}\delta
\left(sin(\theta)\right) \label{brane}\"
6,"\begin{equation} lim_{\epsilon \rightarrow 0} \Delta T_{M N}(\theta,\epsilon) =
-\left(\begin{array}{cc}\gamma_{\mu \nu}{T_0\over 2\pi \sqrt{\kappa}}\delta(\theta) & \\
& 0 \end{array}\right) \label{limit},\"
7,"\begin{equation} ds^2 = dt^2 - e^{Ct}d\vec{{\bf x}}^2 - R^2_0 (d\theta^2 +
\rho(\theta)^2 \;d\varphi^2) \label{ants}\"
8,"\begin{equation} \rho ''(\theta )-\frac{R_0^2\,\left( 3\,C^2 + 4\,\Lambda
\right) \,
     \rho (\theta )}{4} = -R_0^2 \;\rho(\theta) \Delta T_{00}.  \"
9,\begin{equation} 1-\beta={T_0\over 2\pi}.\label{defang} \
10,"\begin{equation} ds^2 = \tilde{g}_{\mu \nu}(x)dx^\mu dx^\nu - R^2_0 (d\theta^2
+ \beta^2 sin^2\theta \;d\varphi^2) \label{fluc} \"
11,"\begin{equation} R^{(6D)} = R^{(4D)}(\tilde{g}) - {2\over R_0^2} -
(1-\beta){\delta(\theta)\over \sqrt{\kappa}}.\label{6DR}\"
