,cite
0,"\cite{DV1,DV2,DV3,DV4}"
1,"\cite{Vafa,CIV}"
2,"\cite{CIV,CKV,CFIKV,EOT,FO,DOT1,DOT2,DOPT}"
3,"\cite{Gukov,GVW,TV}"
4,"\cite{CV,Ookouchi}"
5,"\cite{ACFH,McGreevy,Suzuki1,BR,Feng1,Feng2,Gorsky,DJ1,DJ2,Tachikawa1,Tachikawa2,CDSW,Seiberg}"
6,"\cite{NSW1,NSW2}"
7,"\cite{KMT,DST}"
8,\cite{INO}
9,\cite{DGLVZ}
10,"\cite{ACHKR,JO}"
11,"\cite{FO2,Feng3}"
12,\cite{ACHKR}
13,\cite{NewAN}
14,\cite{INO}
15,"\cite{ACHKR,JO}"
16,\cite{JO}
17,"\cite{INO,ACHKR,JO}"
18,"\cite{ACHKR,JO}"
19,\cite{McGreevy}
20,\cite{DV3}
21,\cite{NSW2}
22,\cite{NSW2}
23,\cite{FO}
24,\cite{FO}
25,\cite{FO}
26,\cite{NSW2}
27,\cite{OV}
28,"\cite{Hofman,Ohta,Ahn}"
29,\cite{FO}
30,\cite{Ookouchi}
31,\cite{Ahn}
32,"\cite{Suzuki1,Ookouchi}"
33,\cite{NSW2}
34,\cite{D1}
35,\cite{Dijkgraaf:2002vw}
36,\cite{Dijkgraaf:2002dh}
37,\cite{Dijkgraaf:2002pp}
38,\cite{Vafa:2000wi}
39,\cite{Cachazo:2001jy}
40,\cite{Cachazo:2001gh}
41,\cite{Cachazo:2001sg}
42,\cite{Fuji:2002vv}
43,\cite{Edelstein:2001mw}
44,\cite{Dasgupta:2001um}
45,\cite{Dasgupta2}
46,\cite{Dasgupta3}
47,\cite{GVW}
48,\cite{Gukov:1999gr}
49,\cite{Taylor:1999ii}
50,\cite{Cachazo:2002pr}
51,\cite{Ookouchi}
52,\cite{CM}
53,\cite{Ferrari:2002jp}
54,\cite{Ferrari:2002kq}
55,\cite{Fuji:2002wd}
56,\cite{Berenstein:2002sn}
57,\cite{Gorsky:2002uk}
58,\cite{Demasure:2002sc}
59,\cite{Aganagic:2002wv}
60,\cite{Gopakumar:2002wx}
61,\cite{Naculich:2002hi}
62,\cite{Itoyama:2002ys}
63,\cite{Itoyama:2002kv}
64,\cite{Itoyama:2002rk}
65,\cite{Seki:2002ti}
66,\cite{Argurio:2002xv}
67,\cite{McGreevy:2002yg}
68,\cite{Dijkgraaf:2002xd}
69,\cite{Suzuki:2002gp}
70,\cite{Bena:2002kw}
71,\cite{Cachazo:2002ry}
72,\cite{Seiberg:2002jq}
73,\cite{Cachazo:2003zk}
74,\cite{Dijkgraaf:2002wr}
75,\cite{Tachikawa:2002wk}
76,\cite{Tachikawa:2002ud}
77,\cite{Feng:2002zb}
78,\cite{Feng:2002yf}
79,\cite{Bena:2002tn}
80,\cite{Ohta:2002rd}
81,\cite{Suzuki:2002jc}
82,\cite{Hofman:2002bi}
83,\cite{Naculich:2002hr}
84,\cite{Balasubramanian:2002tm}
85,\cite{Klemm:2002pa}
86,\cite{Dijkgraaf:2002yn}
87,\cite{Dijkgraaf:2002wr}
88,\cite{Ita:2002kx}
89,\cite{Ashok:2002bi}
90,\cite{Janik:2002nz}
91,\cite{Demasure:2002jb}
92,\cite{Feng:2002gb}
93,\cite{Ahn:2002vj}
94,\cite{Argyres:1995wt}
95,\cite{Argyres:1995fw}
96,\cite{Hanany:1995fu}
97,\cite{Hanany:1995na}
98,\cite{Peskin:1997qi}
99,\cite{Affleck:1983mk}
100,\cite{Bessis:ss}
101,\cite{Ooguri:2002gx}
102,\cite{Ahn:2003fq}
103,\cite{Ahn:2002vj}
