,cite
0,\cite{sw}
1,\cite{rev}
2,\cite{min}
3,\cite{jab}
4,\cite{sus}
5,\cite{sing}
6,\cite{sw}
7,\cite{col}
8,\cite{man}
9,\cite{pol}
10,\cite{red}
11,\cite{2+1}
12,\cite{wein}
13,"\cite{dj1,dj}"
14,\cite{nun}
15,"\cite{col,man}"
16,\cite{2+1}
17,"\cite{dj,dj1}"
18,\cite{2+1}
19,\cite{2+1}
20,\cite{sg}
21,\cite{sg}
22,\cite{ssg}
23,\cite{2+1}
24,\cite{gs}
25,\cite{gs}
26,\cite{gs}
27,\cite{gs}
28,"\cite{dj,dj1}"
29,\cite{dj1}
30,\cite{dj}
31,\cite{sg}
32,\cite{sw}
33,\cite{fid}
34,\cite{tin}
35,\cite{sw}
36,\cite{nab1}
37,\cite{nab2}
38,\cite{sg}
39,\cite{sg}
40,"\cite {nab1} we know that these dualities are to be understood in a more restricted sense in the non-abelian setup.

\vskip 1cm 
\noindent
{{\bf Acknowledgement:}} It is a
pleasure to thank Dr. Rabin Banerjee for correspondence.
\newpage
\begin{thebibliography}{99}
\bibitem{sw}N.Seiberg and E.Witten, JHEP 9909(1999)032.
\bibitem{rev}For reviews see  for example M.R.Douglas and N.A.Nekrasov, Rev.Mod.Phys. 73(2001)977; R.J.Szabo, {\it {Quantum Field Theory on Noncommutative Spaces}}, HEP-TH/0109162.
\bibitem{min}S.Minwalla, M. Van Raamsdonk and N.Seiberg, {\it {Noncommutative perturbative dynamics}}, hep-th/9912072.
\bibitem{jab}M.M.Sheikh-Jabbari, Phys.Lett. B455 (1999)129; S.Ghosh, {\it {Modelling a noncommutative two-brane}}, HEP-TH/0212123.
\bibitem{sus}D.Bigatti and L.Susskind, Phys.Rev. D62 (2000) 066004 (HEP-TH/9908056); see also S.Ghosh in \cite{jab}.
\bibitem{sing} See ref. \cite{min}; S.Minwalla, M. Van Raamsdonk, JHEP 0003 (2000)035; K.Furuta and T.Inami, Mod.Phys.Lett. A15 (2000)997; E.Moreno and F.A.Schaposnik, hep-th/0008118.
\bibitem{col}S.Coleman, Phys.Rev.D11 (1975)2088.
\bibitem{man}S.Mandelstam, Phys.Rev.D11 (1975)3026.
\bibitem{pol}A.M.Polyakov, Mod.Phys.Lett. A3 (1988)325.
\bibitem{red}S.Deser and A.N.Redlich, Phys.Rev.Lett. 61 (1988)1541.
\bibitem{2+1}E.Fradkin and F.A.Schaposnik, Phys.Lett. 338B(1994)253; R.Banerjee, Phys.Lett.   358B (1995)297.
\bibitem{wein} S.Weinberg in {\it {Understanding the Fundamental Constituents of Matter}},    (A.Zichichi, Editor ), Plenum, New York, 1978; See also ref.\cite{dj1}.
\bibitem{dj1}S.Deser, R.Jackiw and S.Templeton, Phys.Rev.Lett. 48(1982)975; Ann.Phys. 140 (1982)372.
\bibitem{dj}S.Deser and R.Jackiw, Phys.Lett. 139B(1984)371.
\bibitem{nun}C.Nunez, K.Olsen and R.Schiappa, {\it {From noncommutative bosonization to S-duality}}, hep-th/0005059.
\bibitem{ssg} S.Doplicher, K.Fredenhagen and J.E.Roberts, Phys.Lett. 331B(1994)39; K.Morita
{\it {Lorentz-invariant noncommutative QED}}, HEP-TH/0209234;
S.Ghosh, Phys.Rev. D66 045031(2002).
\bibitem{sg} S.Ghosh, Phys.Lett. 558B (2003)245.
 \bibitem{gs}N.Grandi and G.A Silva, Phys.Lett. 507B(2001)345.
 \bibitem{fid}S.Fidanza, JHEP 0206(2002) 016.
 \bibitem{tin}S.Ghosh, {\it{Gauge invariance and duality in the noncommutative plane}}, HEP-TH/0210107. This is a slightly extended version of \cite{sg}.
 \bibitem{nab1}N.Bralic, E.Fradkin, V.Manias and F.A.Schaposnik, Nucl.Phys. B446 (1995)144; N.Banerjee, R.Banerjee and S.Ghosh, Nucl.Phys. B481 (1996)421.
\bibitem{nab2}M.Botta Cantcheff and P.Minces, {\it {Duality between noncommutative Yang-Mills-Chern-Simons and non-abelian self-dual models}}, HEP-TH/0212031, (to appear in Phys.Lett.B).
\end{thebibliography}
\end{document}
"
41,\cite{j
42,\cite{m
43,\cite{d
44,\cite{s
