,equation
0,"\begin{equation}
\label{eq:Fermat}
P=z_1^{24}+z_2^{24}+z_3^{12}+z_4^{3}+z_5^2=0.
\"
1,"\begin{equation}
\label{eq:def}
(z_1,z_2,z_3,z_4,z_5)\sim(\lambda z_1,\lambda z_2,\lambda^2 z_3,\lambda^8 z_4,\lambda^{12}
z_5), \lambda\in{\bf C}^*,
\"
2,"\begin{equation}
\label{eq:Dterm}
|{\cal X}_1|^2+|{\cal X}_2|^2+2|{\cal X}_3|^3+8|{\cal X}_4|^2+12|{\cal X}_5|^2
-24|{\cal X}_6|^2=r,
\"
3,"\begin{equation}
\label{eq:Wlinear sigma}
W({\cal X}_i)=X_6P({\cal X}_{1,...,5}).
\"
4,"\begin{equation}
\label{eq:constTCS}
Y_1+Y_2+2Y_3+8Y_4+12Y_5-24Y_6=t(=r+i\theta),
\"
5,"\begin{equation}
\label{eq:TCSCS}
Re(Y_i)=|{\cal X}_i|^2.
\"
6,"\begin{equation}
\label{eq:WLG1}
\tilde{W}_{LG}=(W_{LG}\equiv)\sum_{i=1}^6e^{-Y_i}+F(\sum_{i=1}^6w_iY_i - t),
\"
7,"\begin{equation}
e^{-Y_i}=X_i^{{24\over w_i}}.
\"
8,"\begin{equation}
e^{-Y_6}=e^{{t\over24}}e^{-({Y_1\over24}+{Y_2\over24}+{Y_3\over12}+{Y_4\over3}+{Y_5\over2})}
=e^{{t\over24}}X_1X_2X_3X_4X_5.
\"
9,"\begin{equation}
\label{eq:WLG2}
W_{LG}=\sum_{i=1}^5e^{-Y_i}+e^{{t\over24}}e^{-\sum_{i=1}^5{w_i\over24}Y_i}.
\"
10,"\begin{equation}
\label{eq:periodieuf}
\Pi(t)\equiv d(\equiv{\rm dimensionality\ of hypersurface})
{d\over dt}\int dF\prod_{i=1} dY_i e^{-\tilde{W}_{LG}}.
\"
11,"\begin{equation}
\label{PF1}
\Pi(t,\{\mu_i\})
\equiv\int\prod_{i=1}^5dY_i\delta(\sum_{i=1}^6w_iY_i-t)e^{-\sum_{i=1}^5\mu_ie^{-Y_i}}
\"
12,"\begin{equation}
\label{eq:BC}
\Pi(t,\{\mu_i=1\})\equiv\Pi(t).
\"
13,"\begin{equation}
\label{eq:PF2}
\Pi(t)=24{d\over dt}\tilde{\Pi}(t),
\"
14,"\begin{equation}
\label{eq:PF3}
\prod_{i=1}^5\biggl({\partial\over\partial\mu_i}\biggr)^{w_i}\tilde{\Pi}(t,\{\mu_i\})
=e^{-t}\biggl({\partial\over\partial\mu_6}\biggr)^{-w_6=24}\tilde{\Pi}(t,\{\mu_i\}).
\"
15,"\begin{equation}
\label{eq:tprimedieuf}
\int\prod_i dY_i\delta(\sum_{i=1}^6w_iY_i - t)e^{-\sum_i\mu_iY_i}\ \stackrel{Y_i\rightarrow Y_i+ln\mu_i}{
\longrightarrow}\int\prod_i dY_i
\delta(\sum_{i=1}^6w_iY_i-t^\prime)e^{-\sum_iY_i},
\"
16,"\begin{equation}
t^\prime=t - ln\biggl({\mu_1\mu_2\mu_3^2\mu_4^8\mu_5^{12}\over\mu_6^{24}}\biggr).
\"
17,"\begin{equation}
\label{eq:equivPis}
\Pi(t,\{\mu_i\})=\Pi(t^\prime,\{\mu_i=1\}).
\"
18,"\begin{equation}
\label{eq:Thder1}
{\partial\over\partial\mu_i}\rightarrow{w_i\over\mu_i}{\partial\over\partial t^\prime},
\"
19,"\begin{equation}
\label{eq:Thder2}
{\partial^{M_i}\over\partial\mu_i^{M_i}}|_{{\partial\over\partial t^\prime}
\equiv\Theta}\rightarrow\prod_{j=0}^{M_i-1}(m_j\Theta - j),
\"
20,"\begin{equation}
\label{eq:PF}
(-\Theta)^2(-2\Theta)(-2\Theta-1)\prod_{j=0}^7(-8\Theta - j)\prod_{j=0}^{11}(-12\Theta - j)
\tilde{\Pi}(t^\prime)
=e^{-t^\prime}\prod_{j=0}^{23}(24\Theta - j)\tilde{\Pi}(t^\prime).
\"
21,"\begin{equation}
\label{eq:PF4}
\Delta^2_z\Delta_z(\Delta_z-{1\over2})\prod_{j=1}^8(\Delta_z-{j-1\over8})\prod_{j=1}^{12}
(\Delta_z-{j-1\over12})\tilde{\Pi}
=z{(24)^24\over(2^2.8^8.12^{12})}\prod_{j=1}^{24}(\Delta_z+{j-1\over24})\tilde{\Pi}.
\"
22,"\begin{equation}
\label{eq:pFqdieuf}
\biggl[
\Delta_z\prod_{i=1}^q(\Delta+\beta_i-1)-z\prod_{j=1}^p(\Delta+\alpha_j)\biggr]\tilde{\Pi}=0,
\"
23,"\begin{equation}
\label{eq:PFsol1}
\ _pF_q\left(\begin{array}{ccccccc}\\
0 & {1\over24} & {2\over24} & {3\over24} & {4\over24} & {5\over24} & ....\ {23\over24}\\
1 & 1 & {1\over2} & {5\over8} & ...\ -{2\over8} & {1\over12} & ...\ -{10\over12}\\
\end{array}\right).
\"
24,"\begin{equation}
I\left(\begin{array}{c|c}\\
a_1...a_A & b_1...b_B\\
& \\ \hline
& \\
c_1...c_C & d_1...d_D\\
\end{array}\right)(z)={1\over2\pi i}\int_\gamma ds {\prod_{i=1}^A\Gamma(a_i-s)\prod_{j=1}^B
\Gamma(b_j+s)\over\prod_{k=1}^C\Gamma(c_k-s)\prod_{l=1}^D\Gamma(d_l+s)}z^s,
\"
25,"\begin{equation}
\label{eq:sol1largez}
\sum_{m=0}^\infty\sum_{j=1}^{23}{-\Gamma({j\over24}+m)(-)^m\prod_{j\neq k=1}^{23}
\Gamma({k-j\over24}-m)\over m!(m+{j\over24})\Gamma(-m-{j\over24}+1)\prod_{k=-2}^8\Gamma
({k\over8}-m-{j\over24})\prod_{l=10}^1\Gamma({l\over12}-m-{j\over24})}(-z)^{-m-{j\over24}}.
\"
26,"\begin{equation}
\label{eq:sol2largez}
\sum_{m=0}^\infty\sum_{j=1}^{23}{(\Gamma({j\over24}+m))^2(-)^m\prod_{j\neq k=1}^{23}
\Gamma({k-j\over24}-m)\over m!(m+{j\over24})\prod_{k=-2}^8\Gamma
({k\over8}-m-{j\over24})\prod_{l=10}^1\Gamma({l\over12}-m-{j\over24})}z^{-m-{j\over24}}.
\"
27,"\begin{equation}
\label{eq:sol3largez}
\sum_{m=0}^\infty\sum_{j=1}^{23}{-(\Gamma({j\over24}+m))^2\pi\Gamma({1\over2}+{j\over24}+m)
(-)^m\prod_{j\neq k=1}^{23}
\Gamma({k-j\over24}-m)\over ({j\over24}+m)sin[\pi({j\over24}+m)]m!(m+{j\over24})\prod_{k=-2}^8\Gamma
({k\over8}-m-{j\over24})\prod_{l=10}^1\Gamma({l\over12}-m-{j\over24})}z^{-m-{j\over24}}.
\"
28,"\begin{equation}
\label{eq:sol12largez}
\sum_{m=0}^\infty\sum_{j=1}^{23}
{(\Gamma({j\over24}+m))^3\pi\Gamma({1\over2}+{j\over24}+m)
(-)^m\prod_{j\neq k=1}^{23}
\Gamma({k-j\over24}-m)\prod_{n=3}^{10}
\Gamma({n\over8}+{j\over24}+m)\Gamma({11\over12}+{j\over24}+m)
\over m!(m+{j\over24})
\prod_{l=10}^1\Gamma({l\over12}-m-{j\over24})}z^{-m-{j\over24}}.
\"
29,"\begin{equation}
\label{eq:PFform}
\biggl(\Delta_z^{24}+\sum_{i=1}^{23}{\bf B}_i(z)\Delta_z^i\biggr)\tilde{\Pi}(z)
=0,
\"
