,equation
0,"\begin{equation}
\ih  \Delta^0_{\alpha\beta}=[\theta_\al\theta_\beta,\theta_\beta]\,,
\"
1,"\begin{equation}
  [G,\mathbf{\Theta}]=\ih \mathbf{\Theta}\,,\qquad
  [G,\bar\mathbf{\Theta}]=-\ih\bar\mathbf{\Theta}\,.
\"
2,"\begin{equation}
  \begin{gathered}
\label{eq:nilpotency}
[\Omega,\Omega]=0\,,\qquad
[\bar\Omega\bar\Omega,\bar\Omega]=0\,,\\
[\Omega,\bar\Omega]=0\,.
  \end{gathered}
\"
3,"\begin{equation}
  \begin{aligned}
 \mathbf{\Theta}^{a}&\,,\quad a=1,2\, \qquad
 \mathbf{\Theta}^1=\mathbf{\Theta}\,,\quad
\mathbf{\Theta}^2=\bar\mathbf{\Theta}\,,\\
 {\Omega^{a}}&\,,\quad a=1,2\, \qquad
 {\Omega^1}={\Omega}\,,\quad 
{\Omega^2}={\bar\Omega}\,.
\end{aligned}
\"
4,"\begin{equation}
[G,\mathbf{\Theta}^a]=\ih g^a_b \mathbf{\Theta}^b \,,
\qquad
[G,{\Omega^a]}=
\ih g^a_b {\Omega^b}\,,\label{eq:ghost}
\"
5,"\begin{equation}
\label{eq:nilpotency-short}
  "
6,"\begin{equation}
\ih  \Delta^0_{\alpha\beta}=[\theta_\al\theta_\beta,\theta_\beta]\,,
\"
7,"\begin{equation}
  [G,\mathbf{\Theta}]=\ih \mathbf{\Theta}\,,\qquad
  [G,\bar\mathbf{\Theta}]=-\ih\bar\mathbf{\Theta}\,.
\"
8,"\begin{equation}
  \begin{gathered}
\label{eq:nilpotency}
[\Omega,\Omega]=0\,,\qquad
[\bar\Omega\bar\Omega,\bar\Omega]=0\,,\\
[\Omega,\bar\Omega]=0\,.
  \end{gathered}
\"
9,"\begin{equation}
  \begin{aligned}
 \mathbf{\Theta}^{a}&\,,\quad a=1,2\, \qquad
 \mathbf{\Theta}^1=\mathbf{\Theta}\,,\quad
\mathbf{\Theta}^2=\bar\mathbf{\Theta}\,,\\
 {\Omega^{a}}&\,,\quad a=1,2\, \qquad
 {\Omega^1}={\Omega}\,,\quad 
{\Omega^2}={\bar\Omega}\,.
\end{aligned}
\"
10,"\begin{equation}
[G,\mathbf{\Theta}^a]=\ih g^a_b \mathbf{\Theta}^b \,,
\qquad
[G,{\Omega^a]}=
\ih g^a_b {\Omega^b}\,,\label{eq:ghost}
\"
11,"\begin{equation}
\label{eq:nilpotency-short}
  "
