,equation
0,"\begin{equation}
H_{LC} \vert\,{\Psi}\rangle = M^2 \vert\,{\Psi}\rangle\ .
\"
1,"\begin{equation}
\sum_m \left\langle{n|H_{LC}\right\rangle|m}\left\langle{m|\psi}\right\rangle = M^2 \left\langle{n|\Psi}\right\rangle\ .
\"
2,"\begin{equation}
\left[M^2 - \sum_{i=1}^n{m^2 + k^2_\perp\over x_i}\right] \psi_n =
\sum_{n'}\int \left\langle{n|V_{LC}\right\rangle|n'} \psi_{n'}\"
3,"\begin{equation}
l^z_j = -{\mathrm i} \left(k^1_j\frac{\partial}{\partial k^2_j}
-k^2_j\frac{\partial}{\partial k^1_j}\right)
\"
4,"\begin{equation}
\left\langle{0|\,T({A^{a}\right\rangle}_{\mu}(x){A^{b}}_{\nu}(0))\,|0} ={{i\delta^{ab}}
\over {(2\pi)^{4}}} \int d^{4}k \;e^{-ik\cdot x} \; \;
{D_{\mu\nu}(k)\over {k^{2}+i\epsilon}}
\"
5,"\begin{equation}
D_{\mu\nu}(k)= D_{\nu\mu}(k)= -g_{\mu\nu} + \frac
{n_{\mu}k_{\nu}+n_{\nu}k_{\mu}}{(n\cdot k)} - \frac {k^{2}}
{(n\cdot k)^{2}} \, n_{\mu}n_{\nu}.
\"
6,"\begin{equation}
{j^{+}}_{a}={{\overline\psi}}^{i} \gamma^{+} (
{t_{a}})^{ij}{{\psi}}^{j} + f_{abc} (\partial_{-} A_{b\mu})
A^{c\mu} \ .
\"
7,"\begin{equation} {\cal L}= -{1\over 4} F_{\mu
\nu}F^{\mu \nu}+ \vert D_\mu \phi\vert^2 -V(\phi^\dagger \phi)
\"
8,"\begin{equation}
D_\mu = \partial_\mu + i e A_\mu,\"
9,"\begin{equation}V(\phi)= \mu^2 \phi^\dagger \phi + \lambda(\phi^\dagger
\phi)^2,\"
10,"\begin{equation}\phi(x)=
{1\over \sqrt 2} v + \varphi(x) = {1\over \sqrt 2}[ v + h(x) + i
\eta(x)]\"
11,"\begin{equation} \phi_i(\tau,x^-,\vec x_\perp) = \omega_i(\tau,\vec x_\perp)
+ \varphi(\tau,x^-,\vec x_\perp),
\"
12,"\begin{equation}
V_i^\prime(\omega) - \partial_\perp
\partial_\perp \omega_i= 0.
\"
13,"\begin{equation}
G_a = -i\int dx^\perp dx^- (\partial_- \varphi)_i
(t_a)_{ij}\varphi_j \ .
\"
14,"\begin{equation}
H_{LC} \vert\,{\Psi}\rangle = M^2 \vert\,{\Psi}\rangle\ .
\"
15,"\begin{equation}
\sum_m \left\langle{n|H_{LC}\right\rangle|m}\left\langle{m|\psi}\right\rangle = M^2 \left\langle{n|\Psi}\right\rangle\ .
\"
16,"\begin{equation}
\left[M^2 - \sum_{i=1}^n{m^2 + k^2_\perp\over x_i}\right] \psi_n =
\sum_{n'}\int \left\langle{n|V_{LC}\right\rangle|n'} \psi_{n'}\"
17,"\begin{equation}
l^z_j = -{\mathrm i} \left(k^1_j\frac{\partial}{\partial k^2_j}
-k^2_j\frac{\partial}{\partial k^1_j}\right)
\"
18,"\begin{equation}
\left\langle{0|\,T({A^{a}\right\rangle}_{\mu}(x){A^{b}}_{\nu}(0))\,|0} ={{i\delta^{ab}}
\over {(2\pi)^{4}}} \int d^{4}k \;e^{-ik\cdot x} \; \;
{D_{\mu\nu}(k)\over {k^{2}+i\epsilon}}
\"
19,"\begin{equation}
D_{\mu\nu}(k)= D_{\nu\mu}(k)= -g_{\mu\nu} + \frac
{n_{\mu}k_{\nu}+n_{\nu}k_{\mu}}{(n\cdot k)} - \frac {k^{2}}
{(n\cdot k)^{2}} \, n_{\mu}n_{\nu}.
\"
20,"\begin{equation}
{j^{+}}_{a}={{\overline\psi}}^{i} \gamma^{+} (
{t_{a}})^{ij}{{\psi}}^{j} + f_{abc} (\partial_{-} A_{b\mu})
A^{c\mu} \ .
\"
21,"\begin{equation} {\cal L}= -{1\over 4} F_{\mu
\nu}F^{\mu \nu}+ \vert D_\mu \phi\vert^2 -V(\phi^\dagger \phi)
\"
22,"\begin{equation}
D_\mu = \partial_\mu + i e A_\mu,\"
23,"\begin{equation}V(\phi)= \mu^2 \phi^\dagger \phi + \lambda(\phi^\dagger
\phi)^2,\"
24,"\begin{equation}\phi(x)=
{1\over \sqrt 2} v + \varphi(x) = {1\over \sqrt 2}[ v + h(x) + i
\eta(x)]\"
25,"\begin{equation} \phi_i(\tau,x^-,\vec x_\perp) = \omega_i(\tau,\vec x_\perp)
+ \varphi(\tau,x^-,\vec x_\perp),
\"
26,"\begin{equation}
V_i^\prime(\omega) - \partial_\perp
\partial_\perp \omega_i= 0.
\"
27,"\begin{equation}
G_a = -i\int dx^\perp dx^- (\partial_- \varphi)_i
(t_a)_{ij}\varphi_j \ .
\"
