,equation
0,"\begin{equation}
\overrightarrow{J}=\overrightarrow{x}\wedge \overrightarrow{p}+
\overrightarrow{S}=\overrightarrow{L}+\overrightarrow{S},
\"
1,"\begin{equation}
J^{\mu \nu }=L^{\mu \nu }+S^{\mu \nu },
\"
2,"\begin{equation}
\lbrack x^{\mu },y^{\nu }]=-[y^{\nu },x^{\mu }],
\"
3,"\begin{equation}
\lbrack x^{\mu },y^{\nu }z^{\rho }]=[x^{\mu },y^{\nu }]z^{\rho }+[x^{\mu
},z^{\rho }]y^{\nu }\mbox{\,\,\, and \,\,\,\,}
[x^{\mu }y^{\nu },z^{\rho }]=[y^{\nu
},z^{\rho }]x^{\mu }+[x^{\mu },z^{\rho }]y^{\nu },
\"
4,"\begin{equation}
\left[ x^{\mu },x^{\nu }\right] =0.
\"
5,"\begin{equation}
g(\Bbb{R}\times M_{4}%
)\longrightarrow M_{4}:g(\tau ,x^{\mu })=g^{\tau }x^{\mu }=x^{\mu
}(\tau ),
\"
6,"\begin{equation}
\stackrel{.}{x}^{\mu }=\frac{d}{d\tau }g^{\tau }x^{\mu },
\"
7,"\begin{equation}
\stackrel{.}{x}^{\mu }=\frac{dx^{\mu }}{d\tau }=\left[ x^{\mu },H\right]
\label{hamilton}
\"
8,"\begin{equation}
H=\frac{1}{2}mg_{\mu \nu }(x,\stackrel{.}{x})\stackrel{.}{x}^{\mu }\stackrel{%
.}{x}^{\nu },
\"
9,"\begin{equation}
g^{\mu \nu }(x,\stackrel{.}{x})\rightarrow g^{\mu \nu }=\left( 
\begin{array}{llll}
1 & 0 & 0 & 0 \\ 
0 & 1 & 0 & 0 \\ 
0 & 0 & 1 & 0 \\ 
0 & 0 & 0 & -1
\end{array}
\right).
\"
10,"\begin{equation}
\stackrel{.}{x}^{\mu }=\left[ x^{\mu },H\right] =m\left[ x^{\mu },\stackrel{.%
}{x}^{\nu }\right] \stackrel{.}{x}_{\nu },
\"
11,"\begin{equation}
\left[ x^{\mu },\stackrel{.}{x}^{\nu }\right] =\frac{1}{m}g^{\mu \nu }.
\label{métrique}
\"
12,"\begin{equation}
\left\{ 
\begin{array}{c}
\left[ x^{\mu },f(x,\stackrel{.}{x})\right] =\left\{ x^{\mu },f(x,\stackrel{.%
}{x})\right\} =\frac{1}{m}\frac{\partial f(x,\stackrel{.}{x})}{\partial 
\stackrel{.}{x}_{\mu }}, \\ 
\\ 
\left[ \stackrel{.}{x}^{\mu },f(x,\stackrel{.}{x})\right] =\left\{ \stackrel{%
.}{x}^{\mu },f(x,\stackrel{.}{x})\right\} +\left[ \stackrel{.}{x}^{\mu },%
\stackrel{.}{x}^{\nu }\right] \frac{\partial f(x,\stackrel{.}{x})}{\partial 
\stackrel{.}{x}^{\nu }}=-\frac{1}{m}\frac{\partial f(x,\stackrel{.}{x})}{%
\partial x_{\mu }}+\left[ \stackrel{.}{x}^{\mu },\stackrel{.}{x}^{\nu
}\right] \frac{\partial f(x,\stackrel{.}{x})}{\partial \stackrel{.}{x}^{\nu }%
}, \\ 
\\ 
\left[ f(x,\stackrel{.}{x}),h(x,\stackrel{.}{x})\right] =\left\{ f(x,%
\stackrel{.}{x}),h(x,\stackrel{.}{x})\right\} +\left[ \stackrel{.}{x}^{\mu },%
\stackrel{.}{x}^{\nu }\right] \frac{\partial f(x,\stackrel{.}{x})}{\partial 
\stackrel{.}{x}^{\mu }}\frac{\partial h(x,\stackrel{.}{x})}{\partial 
\stackrel{.}{x}^{\nu }}.
\end{array}
\right.
\"
