,equation
0,"\begin{equation}
\Sigma =\left\{ \bar{z}\in \Gamma \mid \phi ^{r}(\bar{z})=0\;\left(
r=1,\ldots ,R\right) \left( R\leq 2n\right) \right\} .
\"
1,"\begin{equation}
\phi ^{r}\equiv J_{i}^{r}\left( z^{i}-\bar{z}^{i}\right) \approx 0,\qquad
\Re (J)=R^{\prime }<R.
\"
2,"\begin{equation}
\phi \equiv \frac{1}{m!}\,S_{i_{1}\ldots i_{m}}\left( z^{i_{1}}-\bar{z}%
^{i_{1}}\right) \cdots \left( z^{i_{m}}-\bar{z}^{i_{m}}\right) \approx
0\qquad \left( m\leq 2n\right) ,
\"
3,"\begin{equation}
\varphi ^{1}\equiv z^{i_{1}}-\bar{z}^{i_{1}}\approx 0,\qquad \cdots \qquad ,%
\varphi ^{m}\equiv z^{i_{m}}-\bar{z}^{i_{m}}\approx 0.
\"
4,"\begin{equation}
\phi \equiv C\left( z^{s}-\bar{z}^{s}\right) ^{k}\approx 0\qquad \left(
k>1\right) .  \label{high-order}
\"
5,"\begin{equation}
L\left( x,y,z\right) =\dot{x}\dot{z}+yz^{2}.  \label{three particles}
\"
6,"\begin{equation}
\chi \equiv \phi ^{1/k}\approx 0.
\"
7,"\begin{equation}
\Sigma =\left\{ \bar{z}\in \Gamma \mid \phi ^{r}(\bar{z})=0\;\left(
r=1,\ldots ,R\right) \left( R\leq 2n\right) \right\} .
\"
8,"\begin{equation}
\phi ^{r}\equiv J_{i}^{r}\left( z^{i}-\bar{z}^{i}\right) \approx 0,\qquad
\Re (J)=R^{\prime }<R.
\"
9,"\begin{equation}
\phi \equiv \frac{1}{m!}\,S_{i_{1}\ldots i_{m}}\left( z^{i_{1}}-\bar{z}%
^{i_{1}}\right) \cdots \left( z^{i_{m}}-\bar{z}^{i_{m}}\right) \approx
0\qquad \left( m\leq 2n\right) ,
\"
10,"\begin{equation}
\varphi ^{1}\equiv z^{i_{1}}-\bar{z}^{i_{1}}\approx 0,\qquad \cdots \qquad ,%
\varphi ^{m}\equiv z^{i_{m}}-\bar{z}^{i_{m}}\approx 0.
\"
11,"\begin{equation}
\phi \equiv C\left( z^{s}-\bar{z}^{s}\right) ^{k}\approx 0\qquad \left(
k>1\right) .  \label{high-order}
\"
12,"\begin{equation}
L\left( x,y,z\right) =\dot{x}\dot{z}+yz^{2}.  \label{three particles}
\"
13,"\begin{equation}
\chi \equiv \phi ^{1/k}\approx 0.
\"
