,equation
0,"\begin{equation}
\begin{array}{l@{\hskip 20mm}l}
s_r A = - \widetilde Z_3 D_r c \; , &  
\bar s_r A = - \widetilde Z_3 D_r \bar c \; ,\\
&\\
\displaystyle 
s_r c = - \widetilde Z_1 \frac{1}{2} \, (c \times c ) \; ,&
\displaystyle 
\bar s_r \bar c = - \widetilde Z_1  \frac{1}{2} \, (\bar c\times \bar c) \; , \\
&\\
\displaystyle 
s_r \bar c = B - \frac \alpha 2 \widetilde Z_1   \, (\bar c\times c) \; ,  & 
\displaystyle
\bar s_r c = - B - (1-\frac \alpha 2 ) \widetilde Z_1   \, (\bar c\times c) 
\; , \\
&\\
\displaystyle  
s_r B =  - \frac \alpha 2  \widetilde Z_1   \, (c\times B ) &
\displaystyle
\bar s_r B = - (1-\frac \alpha 2 ) \widetilde Z_1   \, (\bar c\times B ) \\
\displaystyle 
\qquad - \frac \alpha 2 (1-\frac \alpha 2 )
\frac{1}{2} {\widetilde Z}_1^2  \, \Big( ( c \times c ) \times\bar c\Big) \; ,&
\displaystyle  
\qquad  +\frac \alpha 2 (1-\frac \alpha 2 )
\frac{1}{2} {\widetilde Z}_1^2  \, \Big( (\bar c \times \bar c )  
\times c\Big) \; .
\end{array} 
\label{realBRS}
\"
1,"\begin{equation}
 s_r \bar c +  \bar s_r c  + \widetilde Z_1  \, (\bar c\times c) = 0 \; .
\"
2,"\begin{equation}
Z_1 = Z_g Z_3^{3/2}, \:\:\:\:\:\: \tilde{Z}_1=Z_g \tilde{Z}_3 Z_3^{1/2}, 
\:\:\:\:\:\: Z_4=Z_g^2 Z_3^2,
\:\:\:\:\:\: \tilde{Z}_4=Z_g^2 \tilde{Z}_3^2 .
\"
3,"\begin{equation}
  \label{Zxi}
  Z_\lambda  = Z_3 - \frac{g^2}{16\pi^2}  \frac{1}{\epsilon} N_c \,
              \frac \alpha 2 (1-\frac \alpha 2 ) \; \lambda    \; .
\"
4,"\begin{equation}
  \label{ghDSEs}
  \langle \, \frac{\delta S}{\delta\bar c^a_x} \, \bar c^b_y\, \rangle \,
    =\, \langle \, c^b_y \,  \frac{\delta S}{\delta c^a_x} \, \rangle
    \,=\, \delta^{ab} \, \delta_{xy} \; .
\"
5,"\begin{equation}
  \label{eq:CFP}
    \mathcal{C}_{\mbox{\tiny FP}} c = \bar c \; , \;\;
    \mathcal{C}_{\mbox{\tiny FP}} \bar c =  - c \; , \;\;
    \mathcal{C}_{\mbox{\tiny FP}} B = B + \widetilde Z_1  (1-\alpha )
    (\bar c \times c)  \; , \;\;  \mathcal{C}_{\mbox{\tiny FP}} A = A \;.
\"
6,"\begin{equation}
  \label{sbs}
  \bar s_r \,=  \,  \mathcal{C}_{\mbox{\tiny FP}}  \, s\,
  \mathcal{C}_{\mbox{\tiny FP}}^{-1}  \; .
\"
7,"\begin{equation}
  \label{ghDSE1}
   \delta^{ab} \, \delta_{xy}
\,   =\, \langle \, \frac{\delta S}{\delta\bar c^a_x} \, \bar c^b_y\, \rangle
\,   =\,  \widetilde Z_3 \,  \langle  \, i (\partial D_r c)^a_x \, \bar c^b_y\,
  \rangle \,  - \,\frac{Z_\lambda \lambda }{Z_3} \,\langle  \, (s_r B^a_x ) \, \bar
  c^b_y\, \rangle   \; .
\"
8,"\begin{equation}
  \label{auxDSE1}
        \langle  \, (s_r B^a_x ) \, \bar
  c^b_y\, \rangle   \, =\,   \langle  \, s_r (B^a_x  \, \bar
  c^b_y ) \, \rangle   \, - \,    \langle  \, B^a_x  \,(s_r  \bar
  c^b_y ) \, \rangle   \, = \, - \langle \,  B^a_x \,  B^b_y \, \rangle \, + \,
  \widetilde Z_1\, (1-\frac \alpha 2 )  \,  \langle \,  B^a_x \,  
  (\bar c \times c )^b_y
  \, \rangle  \; ,
\"
9,"\begin{equation}
  \label{BB}
  \frac{Z_\lambda \lambda}{Z_3} \,  \langle \,  B^a_x \,  B^b_y \, \rangle 
  \, = \,
  \delta^{ab} \, \delta_{xy} \, - \,  \frac{Z_3}{Z_\lambda \lambda} \,  \langle \,
      \partial A^a_x \, \partial A^b_y \, \rangle \; .
\"
