,equation
0,"\begin{equation}  \label{wrongprop}
G^{\mu\nu}_{ab}(k) = \frac {-i\delta ^{ab}}{k^2}\left \{g^{\mu\nu}-\frac{
k^\mu n^\nu+k^\nu n^\mu}{k\cdot n}\right \}\,,
\"
1,"\begin{equation}
\Pi^{\mu\nu}_{ab}(p) = \frac{1}{2}\,g^2\,f^{acd}f^{bcd}\int d^Dq\,\frac{N^{\mu\nu}(p,q,r)}{q^2\,r^2}
\"
2,"\begin{equation}
2n^\mu n^\nu \frac{(p^2-q^2)(p^2-r^2)}{q\cdot n\;r\cdot n}=-2n^\mu n^\nu \frac{(p^2-q^2)(p^2-r^2)}{p\cdot n}\left[\frac{1}{q\cdot n}-\frac{1}{r\cdot n}\right].
\"
3,"\begin{equation}
A^-=\frac{\partial^{\perp}A^{\perp}}{\partial^+}\Rightarrow
\frac{p^{\perp}A^{\perp}}{p^+}.
\"
4,"\begin{equation}
G_{ab}^{\mu \nu }(k)=\frac{-i\delta ^{ab}}{k^{2}}\left\{ g^{\mu \nu }-\frac{
k^{\mu }n^{\nu }+k^{\nu }n^{\mu }}{k\cdot n}+\frac{k^{2}n^{\mu }n^{\nu }}{
(k\cdot n)^{2}}\right\} ,  \label{correct}
\"
5,"\begin{equation}
\int \frac{d^Dq}{q^2 r^2},
\"
6,"\begin{equation}
\label{NL}
{\cal (NL)}^{\mu\nu}=2n^\mu n^\nu \frac{(2p^2 q^2-2q^4+q^2 r^2)}{q\cdot n\:r\cdot n}.
\"
7,"\begin{equation}
{\cal (NL)}^{\mu\nu}=-4n^\mu n^\nu \frac{(p^2 q^2-q^4)}{p\cdot n\:q\cdot n}.
\"
8,"\begin{equation}
T_1^{\mu\nu} = -8n^\mu n^\nu \frac{p^2}{p\cdot n}\frac{p\cdot n^*}{n\cdot n^*}I_2^{(\tt div)},
\"
9,"\begin{equation}
\label{gvpt}
\Pi^{\mu\nu}_{ab}(p)=\frac{1}{2}g^2 f^{acd}f^{bcd}(C^{\mu\nu}+L^{\mu\nu})I_2^{(\tt div)}
\"
10,"\begin{equation}  \label{wrongprop}
G^{\mu\nu}_{ab}(k) = \frac {-i\delta ^{ab}}{k^2}\left \{g^{\mu\nu}-\frac{
k^\mu n^\nu+k^\nu n^\mu}{k\cdot n}\right \}\,,
\"
11,"\begin{equation}
\Pi^{\mu\nu}_{ab}(p) = \frac{1}{2}\,g^2\,f^{acd}f^{bcd}\int d^Dq\,\frac{N^{\mu\nu}(p,q,r)}{q^2\,r^2}
\"
12,"\begin{equation}
2n^\mu n^\nu \frac{(p^2-q^2)(p^2-r^2)}{q\cdot n\;r\cdot n}=-2n^\mu n^\nu \frac{(p^2-q^2)(p^2-r^2)}{p\cdot n}\left[\frac{1}{q\cdot n}-\frac{1}{r\cdot n}\right].
\"
13,"\begin{equation}
A^-=\frac{\partial^{\perp}A^{\perp}}{\partial^+}\Rightarrow
\frac{p^{\perp}A^{\perp}}{p^+}.
\"
14,"\begin{equation}
G_{ab}^{\mu \nu }(k)=\frac{-i\delta ^{ab}}{k^{2}}\left\{ g^{\mu \nu }-\frac{
k^{\mu }n^{\nu }+k^{\nu }n^{\mu }}{k\cdot n}+\frac{k^{2}n^{\mu }n^{\nu }}{
(k\cdot n)^{2}}\right\} ,  \label{correct}
\"
15,"\begin{equation}
\int \frac{d^Dq}{q^2 r^2},
\"
16,"\begin{equation}
\label{NL}
{\cal (NL)}^{\mu\nu}=2n^\mu n^\nu \frac{(2p^2 q^2-2q^4+q^2 r^2)}{q\cdot n\:r\cdot n}.
\"
17,"\begin{equation}
{\cal (NL)}^{\mu\nu}=-4n^\mu n^\nu \frac{(p^2 q^2-q^4)}{p\cdot n\:q\cdot n}.
\"
18,"\begin{equation}
T_1^{\mu\nu} = -8n^\mu n^\nu \frac{p^2}{p\cdot n}\frac{p\cdot n^*}{n\cdot n^*}I_2^{(\tt div)},
\"
19,"\begin{equation}
\label{gvpt}
\Pi^{\mu\nu}_{ab}(p)=\frac{1}{2}g^2 f^{acd}f^{bcd}(C^{\mu\nu}+L^{\mu\nu})I_2^{(\tt div)}
\"
