,equation
0,"\begin{equation}
[X_{i} , X_{j}] = i \theta_{ij} ~~~,
\"
1,"\begin{equation}
[x_{i} , x_{j}]_{MB} = i \theta_{ij} ~~~, 
\"
2,"\begin{equation}
[f(x) , g(x)]_{MB} = (f * g)(x) - (g * f)(x) ~~~. 
\"
3,"\begin{equation} 
(f*g)(x) = [exp(\frac{i}{2} \theta_{\mu \nu}
\partial_{\alpha_{\mu}} \partial_{\beta_{\nu}})f(x + \alpha) g(x+
\beta)]_{\alpha=\beta=0} ~~~.
\"
4,"\begin{equation}
\int (f*g)(x) d^{3}x = \int (g*f)(x) d^{3}x = \int f(x)g(x)d^{3}x ~~~.
\"
5,"\begin{equation} 
S[A,m] = \int d^{3}x[ -\frac {1}{4} F_{\mu \nu}* F^{\mu
\nu} + (\overline \psi *(i D\!\!\!\!/ - m)\psi)(x) ] ~~~, 
\"
6,"\begin{equation}
F_{\mu\nu} = \partial_{\mu} A_{\nu} -  \partial_{\nu} A_{\mu}  - i g [A_{\mu}
 , A_{\nu}]_{MB} ~~~,
\"
7,"\begin{equation} 
i\Pi^{\mu\nu} (p_{3},\overline p)= -g^2 \int \frac
{d^{3}k}{(2\pi)^3} \frac {{ \mathit {M} }^{\mu\nu} }{((k-p)^2 + m^2 
)(k^2 + m^2 )} . (V) ~~~, 
\"
8,"\begin{equation}
{\mathit {M} }^{\mu\nu} = 2(2k^{\mu} k^{\nu} - (p^{\mu}k^{\nu} +
p^{\nu}k^{\mu}) + \eta^{\mu\nu} ( p.k - k^2) - m^2 \eta^{\mu\nu} + m
p^{\alpha}\epsilon^{\mu\nu\alpha}) ~~~.
\"
9,"\begin{equation}
i\Pi^{\mu\nu}(p) = - 2 g^2 \int _{0}^{1} ~dx \int
\frac{d^3l}{(2\pi)^3}[\frac {1}{(l^2 + M^2)^2} - \frac{1}{2} \frac { (
e^{\tilde p l} + e^{-\tilde p l} )}{(l^2 + M^2)^2} ]{\mathit {M}
}^{\mu\nu} ~~~,
\"
