,equation
0,"\begin{equation}
{\rm e}^{2\Phi} = {\rm e}^{2 z} \left[1 - \sin^2
{\theta}_1
~\frac{1+c \,{\rm e}^{-2 z}}{2  z} \right]~~
\"
1,"\begin{equation}
f(x) = {\rm e}^{x} \cos^2 {\theta }_1 + {\rm e}^{-x} \sin^2 {\theta}_1,
\"
2,"\begin{equation}
 {\rm e}^{-2x} = 1 - \frac{1+c \,{\rm e}^{-2 z}}{2  z}
\"
3,"\begin{equation}
S = - \tau_5 \int d^6 \xi ~{\rm e}^{- \Phi}
\sqrt{- \det \left( G+ 2 \pi \alpha' F \right)} + \tau_5
\int\left(\sum_n C^{(n)}\wedge {\rm e}^{2 \pi \alpha' F}
\right)
\"
4,"\begin{equation}
\langle {\theta}^\mu_\mu \rangle = {1\over2}
\frac{\beta(g)}{g^3}\left(F^a_{\mu\nu}\right)^2 ~ +
\frac{c(g^2)}{16{\pi}^2} \left(W_{\mu\nu\rho\sigma}\right)^2 ~ -
\frac{a(g^2)}{{16{\pi}^2}}\left({\tilde R}_{\mu\nu\rho\sigma}\right)^2
\"
5,"\begin{equation}
\sigma = \frac{N^4}{128{\pi}^3}\left(z -z_0\right)^2 {\omega}^3.
\"
6,"\begin{equation}
2 {\cal F} - {\cal F(A) }'{\cal A} = \frac{N}{8\pi^2}\langle
tr{\psi}^2\rangle,
\"
7,"\begin{equation}
{\rm e}^{2\Phi} = {\rm e}^{2 z} \left[1 - \sin^2
{\theta}_1
~\frac{1+c \,{\rm e}^{-2 z}}{2  z} \right]~~
\"
8,"\begin{equation}
f(x) = {\rm e}^{x} \cos^2 {\theta }_1 + {\rm e}^{-x} \sin^2 {\theta}_1,
\"
9,"\begin{equation}
 {\rm e}^{-2x} = 1 - \frac{1+c \,{\rm e}^{-2 z}}{2  z}
\"
10,"\begin{equation}
S = - \tau_5 \int d^6 \xi ~{\rm e}^{- \Phi}
\sqrt{- \det \left( G+ 2 \pi \alpha' F \right)} + \tau_5
\int\left(\sum_n C^{(n)}\wedge {\rm e}^{2 \pi \alpha' F}
\right)
\"
11,"\begin{equation}
\langle {\theta}^\mu_\mu \rangle = {1\over2}
\frac{\beta(g)}{g^3}\left(F^a_{\mu\nu}\right)^2 ~ +
\frac{c(g^2)}{16{\pi}^2} \left(W_{\mu\nu\rho\sigma}\right)^2 ~ -
\frac{a(g^2)}{{16{\pi}^2}}\left({\tilde R}_{\mu\nu\rho\sigma}\right)^2
\"
12,"\begin{equation}
\sigma = \frac{N^4}{128{\pi}^3}\left(z -z_0\right)^2 {\omega}^3.
\"
13,"\begin{equation}
2 {\cal F} - {\cal F(A) }'{\cal A} = \frac{N}{8\pi^2}\langle
tr{\psi}^2\rangle,
\"
