,equation
0,"\begin{equation}
\rho+p\geq 0,
\label{1.1}
\"
1,"\begin{equation}
S < E R,
\label{2.1}
\"
2,"\begin{equation}
S<  {R R_S\over  G_4},
\label{2.2}
\"
3,"\begin{equation}
S< {R^2\over G_4} \sim {A\over G_4},
\label{2.3}
\"
4,"\begin{equation}
S <  {H^{-2}\over G_4}\times {V\over H^{-3}}
= {VH\over G_4}.
\label{2.4}
\"
5,"\begin{equation}
R_{CC}^{-2}={\rm Max}\left[{\dot H}+2H^2+{k\over a^2},\quad  -{\dot H}+
{k\over a^2}\right].
\label{2.5}
\"
6,"\begin{equation}
H^2={8\pi G_4\over 3}\rho -{k\over a^2},
\label{2.6}
\"
7,"\begin{equation}
{\dot H}=-4\pi G_4 \left(\rho +p\right)+{k\over a^2},
\label{2.7}
\"
8,"\begin{equation}
R_{CC}^{-2}=4\pi G_4{\rm Max}\left[{\rho\over 3}-p,\quad \rho+p\right].
\label{2.8}
\"
9,"\begin{equation}
S< \beta {VR_{CC}^{-1}\over G_4},
\label{2.9}
\"
10,"\begin{equation}
ds^2_{5}=-f(r)d\tau^2+{1\over f(r)}dr^2+r^2d\Omega^2_{k,3},
\label{3.1}
\"
11,"\begin{equation}
f(r)= {r^2\over L^2}+1-{\omega M\over r^{2}}
+{3\omega^2 Q^2\over 16 r^4}
\label{3.2}
\"
12,"\begin{equation}
\omega\equiv {16\pi G_5\over 3 {\cal V}_3}.
\label{3.3}
\"
13,"\begin{equation}
\epsilon^2 \equiv 3 Q^2 /4 M^2. 
\label{3.4}
\"
14,"\begin{equation}
ds^2_{4}=-dt^2+a^2(t)d\Omega^2_{k,3},
\label{3.5}
\"
15,"\begin{equation}
H^2= {\Lambda_{4}\over 3}-{k\over a^2}+{\omega M\over a^4}
-{\omega^2 M^2 \epsilon^2\over 4 a^6},
\label{3.6}
\"
16,"\begin{equation}
H^2 +{k\over a^2} ={8\pi G_4\over 3}\left[\rho_{v} + \rho_{r} +\rho_{e}\right],
\label{3.7}
\"
17,"\begin{equation}
\rho_{v}={\Lambda_4\over 8\pi G_4},
\label{3.8}
\"
18,"\begin{equation}
\rho_{r}={3M\over 8\pi G_4}a^{-4},
\label{3.9}
\"
19,"\begin{equation}
\rho_{e}=-{3\omega^2 M^2 \epsilon^2\over 32 \pi G_4} a^{-6}.
\label{3.10}
\"
20,"\begin{equation}
p_{v}=-\rho_v,
\label{3.11}
\"
21,"\begin{equation}
p_{r}=\rho_r/3,
\label{3.12}
\"
22,"\begin{equation}
p_{e}=\rho_e.
\label{3.13}
\"
23,"\begin{equation}
a^2={\omega M\over 2}\left(1-\sqrt{1-\epsilon^2}\cos\left[2\eta\right]
\right) \quad\quad\quad {\rm if}\quad k=+1,
\label{3.14}
\"
24,"\begin{equation}
a^2=  {\omega M\over 4}\left(\epsilon^2+4\eta^2\right)
\label{32.5} \quad\quad\quad {\rm if}\quad  k=0,
\label{3.15}
\"
25,"\begin{equation}
a^2={\omega M\over 2}\left(\sqrt{1+\epsilon^2}\cosh\left[ 2\eta\right]
-1\right) 
\label{3.16} \quad\quad\quad {\rm if}\quad  k=-1,
\"
26,"\begin{equation}
a^2(0)={\omega M \epsilon^2\over 4} +{\cal O}[\epsilon^4].
\label{3.17}
\"
27,"\begin{equation}
\rho_r(0)=-\rho_e(0)={6\over \omega\pi G_4 M \epsilon^4} 
+{\cal O}\left[\epsilon^{-2}\right],
\label{3.18}
\"
28,"\begin{equation}
\left({S_{CB}\over S_r}\right)^2 >1
\label{4.1}
\"
29,"\begin{equation}
S_{CB} \equiv  \beta{VR_{CC}^{-1}\over G_4}
\label{4.2}
\"
30,"\begin{equation}
R_{CC}^{-2}={8\pi G_4\over 3}
{\rm Max}\left[2\rho_v-\rho_e,\quad 2\rho_r+3\rho_e\right].
\label{4.3}
\"
31,"\begin{equation}
R_{CC}^{-2}\approx {8\pi G_4\over 3} \rho_r, 
\label{4.4}
\"
32,"\begin{equation}
s_r \equiv {S_r\over V} = {\cal N} \alpha_1 T^3,
\label{4.5}
\"
33,"\begin{equation}
\rho_r ={\cal N} \alpha_2 T^4,
\label{4.6}
\"
34,"\begin{equation}
S_r=V{\cal N}^{1/ 4}\alpha \rho_r^{3/ 4},
\label{4.7}
\"
35,"\begin{equation}
{8\pi\over 3}{\beta^2\over \alpha^2}{\rho_r^{-1/2}\over G_4} >1.
\label{4.8}
\"
36,"\begin{equation}
{8\pi\over 3}{\beta^2\over\alpha^2} 
\sqrt{{\omega\pi M \over 6 G_4}}\epsilon^2 >1,
\label{4.9}
\"
37,"\begin{equation}
\epsilon^2 > {1\over M_p}{1\over \sqrt{\omega M}},
\label{4.10}
\"
38,"\begin{equation} 
\epsilon^2 > {L^{-1}\over M_p}.
\label{4.11}
\"
39,"\begin{equation}
\epsilon^2 >  10^{-16};
\label{4.12}
\"
40,"\begin{equation}
\rho+p\geq 0,
\label{1.1}
\"
41,"\begin{equation}
S < E R,
\label{2.1}
\"
42,"\begin{equation}
S<  {R R_S\over  G_4},
\label{2.2}
\"
43,"\begin{equation}
S< {R^2\over G_4} \sim {A\over G_4},
\label{2.3}
\"
44,"\begin{equation}
S <  {H^{-2}\over G_4}\times {V\over H^{-3}}
= {VH\over G_4}.
\label{2.4}
\"
45,"\begin{equation}
R_{CC}^{-2}={\rm Max}\left[{\dot H}+2H^2+{k\over a^2},\quad  -{\dot H}+
{k\over a^2}\right].
\label{2.5}
\"
46,"\begin{equation}
H^2={8\pi G_4\over 3}\rho -{k\over a^2},
\label{2.6}
\"
47,"\begin{equation}
{\dot H}=-4\pi G_4 \left(\rho +p\right)+{k\over a^2},
\label{2.7}
\"
48,"\begin{equation}
R_{CC}^{-2}=4\pi G_4{\rm Max}\left[{\rho\over 3}-p,\quad \rho+p\right].
\label{2.8}
\"
49,"\begin{equation}
S< \beta {VR_{CC}^{-1}\over G_4},
\label{2.9}
\"
50,"\begin{equation}
ds^2_{5}=-f(r)d\tau^2+{1\over f(r)}dr^2+r^2d\Omega^2_{k,3},
\label{3.1}
\"
51,"\begin{equation}
f(r)= {r^2\over L^2}+1-{\omega M\over r^{2}}
+{3\omega^2 Q^2\over 16 r^4}
\label{3.2}
\"
52,"\begin{equation}
\omega\equiv {16\pi G_5\over 3 {\cal V}_3}.
\label{3.3}
\"
53,"\begin{equation}
\epsilon^2 \equiv 3 Q^2 /4 M^2. 
\label{3.4}
\"
54,"\begin{equation}
ds^2_{4}=-dt^2+a^2(t)d\Omega^2_{k,3},
\label{3.5}
\"
55,"\begin{equation}
H^2= {\Lambda_{4}\over 3}-{k\over a^2}+{\omega M\over a^4}
-{\omega^2 M^2 \epsilon^2\over 4 a^6},
\label{3.6}
\"
56,"\begin{equation}
H^2 +{k\over a^2} ={8\pi G_4\over 3}\left[\rho_{v} + \rho_{r} +\rho_{e}\right],
\label{3.7}
\"
57,"\begin{equation}
\rho_{v}={\Lambda_4\over 8\pi G_4},
\label{3.8}
\"
58,"\begin{equation}
\rho_{r}={3M\over 8\pi G_4}a^{-4},
\label{3.9}
\"
59,"\begin{equation}
\rho_{e}=-{3\omega^2 M^2 \epsilon^2\over 32 \pi G_4} a^{-6}.
\label{3.10}
\"
60,"\begin{equation}
p_{v}=-\rho_v,
\label{3.11}
\"
61,"\begin{equation}
p_{r}=\rho_r/3,
\label{3.12}
\"
62,"\begin{equation}
p_{e}=\rho_e.
\label{3.13}
\"
63,"\begin{equation}
a^2={\omega M\over 2}\left(1-\sqrt{1-\epsilon^2}\cos\left[2\eta\right]
\right) \quad\quad\quad {\rm if}\quad k=+1,
\label{3.14}
\"
64,"\begin{equation}
a^2=  {\omega M\over 4}\left(\epsilon^2+4\eta^2\right)
\label{32.5} \quad\quad\quad {\rm if}\quad  k=0,
\label{3.15}
\"
65,"\begin{equation}
a^2={\omega M\over 2}\left(\sqrt{1+\epsilon^2}\cosh\left[ 2\eta\right]
-1\right) 
\label{3.16} \quad\quad\quad {\rm if}\quad  k=-1,
\"
66,"\begin{equation}
a^2(0)={\omega M \epsilon^2\over 4} +{\cal O}[\epsilon^4].
\label{3.17}
\"
67,"\begin{equation}
\rho_r(0)=-\rho_e(0)={6\over \omega\pi G_4 M \epsilon^4} 
+{\cal O}\left[\epsilon^{-2}\right],
\label{3.18}
\"
68,"\begin{equation}
\left({S_{CB}\over S_r}\right)^2 >1
\label{4.1}
\"
69,"\begin{equation}
S_{CB} \equiv  \beta{VR_{CC}^{-1}\over G_4}
\label{4.2}
\"
70,"\begin{equation}
R_{CC}^{-2}={8\pi G_4\over 3}
{\rm Max}\left[2\rho_v-\rho_e,\quad 2\rho_r+3\rho_e\right].
\label{4.3}
\"
71,"\begin{equation}
R_{CC}^{-2}\approx {8\pi G_4\over 3} \rho_r, 
\label{4.4}
\"
72,"\begin{equation}
s_r \equiv {S_r\over V} = {\cal N} \alpha_1 T^3,
\label{4.5}
\"
73,"\begin{equation}
\rho_r ={\cal N} \alpha_2 T^4,
\label{4.6}
\"
74,"\begin{equation}
S_r=V{\cal N}^{1/ 4}\alpha \rho_r^{3/ 4},
\label{4.7}
\"
75,"\begin{equation}
{8\pi\over 3}{\beta^2\over \alpha^2}{\rho_r^{-1/2}\over G_4} >1.
\label{4.8}
\"
76,"\begin{equation}
{8\pi\over 3}{\beta^2\over\alpha^2} 
\sqrt{{\omega\pi M \over 6 G_4}}\epsilon^2 >1,
\label{4.9}
\"
77,"\begin{equation}
\epsilon^2 > {1\over M_p}{1\over \sqrt{\omega M}},
\label{4.10}
\"
78,"\begin{equation} 
\epsilon^2 > {L^{-1}\over M_p}.
\label{4.11}
\"
79,"\begin{equation}
\epsilon^2 >  10^{-16};
\label{4.12}
\"
