,equation
0,"\begin{equation}
%
L_{m} = L^{0}_{m} + L^{\rm g}_{m} + L^{K}_{m},
%
\"
1,"\begin{equation}
%
Q \mbox{$| \mbox{phys \rangle$}} = 0
%
\"
2,"\begin{equation}
%
b_{0} \mbox{$| \mbox{phys \rangle$}} = L_{0} \mbox{$| \mbox{phys \rangle$}} = 0.
%
\"
3,"\begin{equation}
%
\beta_{0} \mbox{$| \mbox{phys \rangle$}} = G_{0} \mbox{$| \mbox{phys \rangle$}} = 0.
%
\"
4,"\begin{equation}
%
L_{0} \mbox{$| \phi \rangle$} = (\alpha' k^2 + L_{0}^{\rm osc}) \mbox{$| \phi \rangle$} = 0.
\label{eq:on_shell}
%
\"
5,"\begin{equation}
\hat{\cal H} = \bigoplus_{n\in {\bf Z}}\hat{\cal H}^n.
\"
6,"\begin{equation}
%
Q = \hat{Q}
+ (\mbox{terms in $Q$ with superconformal ghost zero modes}).
        \label{eq:hatq}
%
\"
7,"\begin{equation}
%
Q \mbox{$| \phi \rangle$} = \hat{Q} \mbox{$| \phi \rangle$}.
        \label{eq:relative}
%
\"
8,"\begin{equation}
%
\hat{Q} \mbox{$| \phi \rangle$} = 0.
%
\"
9,"\begin{equation}
%
\hat{Q} \hat{\cal H}_{\rm c} = 0, \qquad
\hat{\cal H}_{\rm e} = \hat{Q} \hat{\cal H},
%
\"
10,"\begin{equation}
%
\hat{\cal H}_{\rm obs}=\hat{\cal H}_{\rm c}/\hat{\cal H}_{\rm e}.
%
\"
11,"\begin{equation}
%
\sum_{s} {\cal F}(\alpha^{0}_{-m}, \psi^{0}_{-r};s, k^0) \cong {\cal V}(1, h^{0}) 
\quad\mbox{if $(k^0)^2>0$.}
\label{eq:verma}
%
\"
12,"\begin{equation}
%
h^{0}<0 (\mbox{NS}), 1/16 (\mbox{R}),
\label{eq:roots}
%
\"
13,"\begin{equation}
%
-h^{0} (= \alpha' (k^0)^2 - a^0) = a^{\rm g} + L^{K}_{0} + N,
%
\"
14,"\begin{equation}
%
\mbox{NS}
	\left\{ 
	\begin{array}{l}
	a^0 = 0 \\
	a^{\rm g} = -\frac{1}{2} \\
	h^{K} > 0
	\end{array}\right.,
\qquad
	\mbox{R}
	\left\{ 
	\begin{array}{l}
	a^0 = \frac{1}{16} \\
	a^{\rm g} = -\frac{10}{16} \\
	h^{K} > \frac{9}{16}
	\end{array}\right..
%
\"
15,"\begin{equation}
%
%{\cal H} = 
{\cal H}_{h^{0},h^{K}} = 
{\cal V}(\hat{c}^0=1, h^{0}<0) \otimes {\cal V}(\hat{c}^{K}=9, h^{K}>0)
% \otimes {\cal F}(b_{-m}, c_{-m}, \bet{-r}, \gam{-r}).
\label{eq:hilbert}
%
\"
16,"\begin{equation}
%
H^n(\hat{\cal H}, \hat{Q})=0 \quad \mbox{for} \quad n\neq 0
%
\"
17,"\begin{equation}
%
\hat{Q} = Q_{0}+Q_{1}+\cdots+Q_{N},
%
\"
18,"\begin{equation}
%
[N_{f}, Q_{m}] = m Q_{m}.
%
\"
19,"\begin{equation}
%
[N_{f}, \hat{N}^{\rm g}] = [N_{f}, L_{0}] = [N_{f}, G_{0}] = 0.
\label{eq:cond}
%
\"
20,"\begin{equation}
%
\sum_{\stackrel{\scriptstyle m, n}{m+n=l}}
Q_{m}Q_{n} = 0, \qquad l=0, \ldots ,2N
%
\"
21,"\begin{equation}
%
Q_{0}^2 = 0.
%
\"
22,"\begin{equation}
%
N^{\rm (KO)}_{f} = \sum_{\stackrel{\scriptstyle m=-\infty}{m \neq 0}}^{\infty}
        \frac{1}{m} \alpha^{-}_{-m} \alpha^{+}_{m} + \hat{N}^{\rm g}.
\label{eq:Nko}
%
\"
23,"\begin{equation}
%
%Q^{\rm (KO)}_{0} = -\sqrt{2 \alpha'} k^{+}
%        \sum_{\stackrel{\scriptstyle m=-\infty}{m \neq 0}}^{\infty}
%        c_{m} \alpha^{-}_{-m}.
%
%\"
24,"\begin{equation}
%
N^{\rm (FGZ)}_{f} = -L^{0}_{0} + \sum_{m>0} m ( N_{m}^{c} -
N_{m}^{b} ) + \sum_{r>0} r ( N_{r}^{\gamma} -
N_{r}^{\beta} ).
\label{eq:fgz}
%
\"
25,"\begin{equation}
%
{\cal H}^{n} =
%\Biggl(
\Bigl(
\bigoplus_{\stackrel{\scriptstyle n=c-b}{c, b \geq 0}}
{\cal F}_{``\hat{c}^0=1""}^{-b} \otimes {\cal F}^{c}(c_{-m}, \gamma_{-r})
\Bigr) \otimes {\cal H}_{K},
%\Biggr)^{L_0},
%
\"
26,"\begin{equation}
% 
\phi^n = \sum_{b, n+b \geq 0} \phi_1^{-b} \phi_2^{n+b}. 
\label{eq:kunneth1}
%
\"
27,"\begin{equation}
%
\phi_1^{-b} = d' \chi_1^{-b-1}, \qquad b>0.
%
\"
28,"\begin{equation}
%
0 
= Q^{\rm (FGZ)}_{0} \phi^n 
= \sum d' \chi_1^{-b-1} (-)^b (d'' \phi_2^{n+b}). 
%
\"
29,"\begin{equation}
%
H^{n}({\cal H}) =
%\Biggl(
\bigoplus_{\stackrel{\scriptstyle n=c-b}{c, b \geq 0}}
	H^{-b}\left({\cal F}_{``\hat{c}^0=1""}\right)
	\otimes
	H^{c}\left({\cal F}(c_{-m}, \gamma_{-r})\right)
\otimes {\cal H}_K.
%\Biggr)^{L_0}
%
\"
