,equation
0,"\begin{equation}
\frac{1}{\lambda^{2}} = \frac{1}{2 \pi \kappa^{2}} 
                        \left( \frac{\kappa}{4 \pi} \right)^{2/3}.
\"
1,"\begin{equation}
\label{spacetime}
M^{11} = M^{4} \times Z \times S^{1}/\mathbb{Z}_{2},
\"
2,"\begin{equation}
\label{Killing}
\delta \psi_{I} = D_{I} \eta + \frac{ \sqrt{2} }{288}
   (\Gamma_{IJKLM} - 8 g_{IJ} \Gamma_{KLM}) G^{JKLM} \eta = 0,
\"
3,"\begin{equation}
\label{motion}
D_{I} G^{IJKL} = 0
\"
4,"\begin{equation}
\mathcal{B}_{a \overline{b}} = \sum_{i} b_{i} \omega^{i}_{a \overline{b}}
         + (\textrm{massive terms}).
\"
5,"\begin{equation}
\beta^{(n)}_{i} = \int_{\mathcal{C}_{4i}} J^{(n)}, 
\quad n = 0,1,\ldots,N, N+1.
\"
6,"\begin{equation}
\label{normorb}
z = \frac{x^{11}}{\pi \rho},  \quad z_{n} = \frac{x_{n}}{\pi \rho} \quad
(n = 1, \ldots N), \quad z_{0} = 0, \quad z_{1} = 1 
\"
7,"\begin{equation}
\epsilon = \left( \frac{\kappa}{4 \pi} \right)^{2/3} \frac{2 \pi^{2}
\rho}{\mathcal{V}^{2/3}},
\"
8,"\begin{equation}
[W_{Z}] = c_{2}(TZ) - c_{2}(V_{Z1}) - c_{2}(V_{Z2})
\"
9,"\begin{equation}
\textrm{Re}(S) = V; \quad \textrm{Re}(T^{i}) = Ra^{i}; \quad
\textrm{Re}(Z_{n}) = z_{n}
\"
10,"\begin{equation}
\label{Kmetric}
Z_{IJ} = e^{-K_{T}/3} \left[ G_{IJ} - \frac{\epsilon}{2 \mathcal{V}}
\tilde{\Gamma}^{i}_{IJ} \sum_{n=0}^{N+1} (1 - z_{n})^{2} \beta_{i}^{(n)}
\right],
\"
11,"\begin{equation}
K_{Tij} = \frac{ \partial^{2} K_{T} }
                  { \partial T^{i} \partial \overline{T}^{j} }; \quad
\Gamma^{i}_{IJ} =  K^{ij}_{T} \frac{ \partial G_{IJ} }{ \partial T^{j} };
\quad
d_{ijk} = \int_{Z} \omega_{i} \wedge \omega_{j} \wedge \omega_{k}.
\"
12,"\begin{equation}
\label{Yukawa}
Y^{ ( \mathcal{R}_{1} \mathcal{R}_{2} \mathcal{R}_{3} ) }_{IJK}
 = 2 \sqrt{ 2 \pi \alpha_{G} }
   \int_{Z} \Omega \wedge u^{x}_{I}(\mathcal{R}_{1}) \wedge 
                          u^{y}_{J}(\mathcal{R}_{2}) \wedge
                          u^{z}_{K}(\mathcal{R}_{3}) 
            f^{ (\mathcal{R}_{1} \mathcal{R}_{2} \mathcal{R}_{3} ) }_{xyz}
\"
13,"\begin{equation}
W_{Y} = e^{K_{mod}/2} \frac{1}{3} Y_{IJK} C^{I}C^{J}C^{K},
\"
14,"\begin{equation} 
f = S + \epsilon T^{i} \left[ \beta^{(0)}_{i} \sum_{n=1}^{N} 
                              (1 - Z_{n})^{2} \beta^{(n)}_{i} \right]
\"
15,"\begin{equation}
\label{order2}
\xi + \xi = \sigma.
\"
16,"\begin{equation}
\label{Wpoly}
z y^{2} = 4 x^{3} - g_{2} z^{2} x - g_{3} z^{3}
\"
17,"\begin{equation}
\label{Wpolyfac}
z y^{2} = 4 (x - az)(x^{2} + az x + bz^{2}).
\"
18,"\begin{equation}
g_{2} = 4(a^{2} - b), \quad g_{3} = 4ab.
\"
19,"\begin{equation}
\Delta = 0
\"
20,"\begin{equation}
\Delta = \Delta_{1} \Delta^{2}_{2}
\"
21,"\begin{equation}
\Delta_{1} = a^{2} - 4b, \quad \Delta_{2} = 4(2a^{2} + b).
\"
22,"\begin{equation}
\tau_{X} = \alpha \circ t_{\xi}
\"
23,"\begin{equation}
t_{\xi}(x) = x + \xi(x), \quad x \in X
\"
24,"\begin{equation}
\label{preserve}
\tau^{*}_{B}(a) = a, \quad \tau^{*}_{B}(b) = b.
\"
25,"\begin{equation}
\label{freeact}
\mathcal{F}_{\tau_{B}} \cap \{ \Delta = 0 \} = \emptyset.
\"
26,"\begin{equation}
c_{1}(\mathcal{N}) = n \left( \frac{1}{2} + \lambda \right) \sigma
   + \left( \frac{1}{2} - \lambda \right) \pi^{*}_{C} \eta 
   + \left( \frac{1}{2} + n \lambda \right) \pi^{*}_{C} c_{1}(B)
   + \textstyle{\sum_{i}} \kappa_{i} N_{i}
\"
27,"\begin{equation}
N_{gen} = \frac{1}{2} \int_{Z} c_{3}(V_{Z1}).
\"
28,"\begin{equation}
c_{3} (V_{Z}) = \frac{1}{2} c_{3}(V_{X}).
\"
29,"\begin{equation}
c_{3}(V_{X}) = 2 \lambda \sigma \wedge \eta \wedge ( \eta - n c_{1}(B) ).
\"
