,equation
0,"\begin{equation}
b(\vec p,\pm)
=
|\vec p\rangle\langle \vec p|\otimes b_\pm=c_1(\vec p,\pm),\quad
d(\vec p,\pm)
=
|\vec p\rangle\langle \vec p|\otimes d_\pm=c_2(\vec p,\pm)
\"
1,"\begin{equation}
\langle \vec p|\vec p\,'\rangle
=
\delta_{\Gamma_m}(\vec p,\vec p\,')
=
(2\pi)^3 2\sqrt{\vec p^2+m^2}\delta^{(3)}(\vec p-\vec p\,')
$.%\"
2,"\begin{equation}
\big\{c_j(\vec p,s),c_{j'}(\vec p\,',s')^{\dag}\big\}
=
\delta_{jj'}\delta_{ss'}\delta_{\Gamma_m}(\vec p,\vec p\,')
|\vec p\rangle\langle \vec p|\otimes 1
=
\delta_{jj'}\delta_{ss'}\delta_{\Gamma_m}(\vec p,\vec p\,')
I_{\vec p},\label{nCAR}
\"
3,"\begin{equation}
U_{\Lambda,y}^{-1}\underline{\Psi}_\alpha(x)U_{\Lambda,y}=
S_{\alpha}{^\beta} \underline{\Psi}_\beta\big(\Lambda^{-1}(x-y)\big)
\"
4,"\begin{equation}
H(x_0)
=
e_0 \int d^3x 
\underline{\bar\Psi}(x)\gamma_a\underline{\Psi}(x)
A^a(x)
\"
5,"\begin{equation}
H(x_0)
=
-i(2\pi)^3e_0 \underline{S}^{(-)}_{\alpha\beta}(0)
\gamma_a^{\alpha\beta}\tilde A^a(x_0,0)
+
:H(x_0):\,
$%\"
6,"\begin{equation}
\langle\underline{O}|\underline{S}^{(\pm)}(x)|\underline{O}\rangle
=
\int d\Gamma_m(\vec p)
\langle \underline{O}|\underline{I}_{\vec p}|\underline{O}\rangle
(\gamma \cdot p\pm m)e^{\mp ip\cdot x}
=
Z
\int d\Gamma_m(\vec p)\chi(\vec p)
(\gamma \cdot p\pm m)e^{\mp ip\cdot x}.\nonumber
\"
7,"\begin{equation}
\langle \underline{O}|\underline{I}_{p\,'}
\underline{I}_p|\underline{O}\rangle
=
Z\frac{1}{N}\delta_{\Gamma_m}(\vec p,\vec p\,')
\chi(\vec p)
+
Z^2\Big(1-\frac{1}{N}\Big)
\chi(\vec p)\chi(\vec p\,').\label{1/N'}
\"
8,"\begin{equation}
a(\vec k,\pm)
=
|\vec k\rangle\langle \vec k|\otimes a_\pm
\"
9,"\begin{equation}
H(x_0)
=
\int d^3x 
J_a(x)
\underline{A}^a(x)\label{HJ}
\"
10,"\begin{equation}
f(\vec k,\pm)
=
\langle \underline{\tilde O}|\underline{I}_{\vec k}|\underline{\tilde O}\rangle
j(\vec k,\pm)
=|\tilde O(\vec k)|^2j(\vec k,\pm)
=\tilde Z\tilde \chi(\vec k)j(\vec k,\pm)
$ 
and not $f(\vec k,\pm)=j(\vec k,\pm)$ which would have occured in the irreducible formalism. The difference is subtle but of crucial importance since the property $\chi(0)=0$ can regularize the infrared divergence. In the irreducible case the radiation field produced by an accelerated pointlike charge involves the amplitude 
$j(\vec k,\pm)$ which instead of vanishing blows up at $\vec k=0$. In the reducible case we obtain a regularization which eliminates the infrared divergence if the vacuum 
$\tilde O(\vec k)$ is correctly chosen. The same concerns the average number of photons of the radiated field \cite{II,III}. Let us mention that the operators 
$\underline{I}_{\vec k}$ appear also in reducibly quantized solutions of Maxwell equations with classical currents and thus regularize classical divergences. 

To conclude, the reducible representations seem to produce the cut-off functions in exactly those places one expects them to occur. This is a consequence of the RHS of CAR and CCR where instead of identities one finds $\underline{I}_{\vec p}$ and $\underline{I}_{\vec k}$. At the level of amplitudes and in thermodynamic limits one finds the effective rule $\underline{I}_{\vec p}\to Z \chi(\vec p)$, 
$\underline{I}_{\vec k}\to \tilde Z \tilde \chi(\vec p)$. The analogy to  renormalized fields\footnote{I am indebted to prof. H. Grosse for drawing my attention to this point during our discussion in Bia{\l}owie\.za}
whose CAR and CCR relations involve at RHS the renormalization constants $Z_2$ and $Z_3$ supplemented by cut-offs is probably not accidental. An argument in favor of our approach is that the RHS of CAR and CCR are Poincar\'e covariant \cite{II,IV} since 
$U_{\Lambda,y}^{-1}\underline{I}_{\vec p}U_{\Lambda,y}=
\underline{I}_{\overrightarrow{\Lambda^{-1} p}}$, 
$U_{\Lambda,y}^{-1}\underline{I}_{\vec k}U_{\Lambda,y}=
\underline{I}_{\overrightarrow{\Lambda^{-1} k}}$, which would not be possible if 
$\underline{I}_{\vec p}$ and $\underline{I}_{\vec k}$ were simply replaced in CAR and CCR by the functions 
$Z \chi(\vec p)$ and
$\tilde Z \tilde \chi(\vec p)$.
Our theory is nonlocal \cite{Efimov} but in an unusual sense.

The above representations have a status of toy models. The main message we have tried to convey is that reducibility of some type may be crucial for a consistent QFT, a viewpoint advocated also by Dirac in his last paper \cite{Dirac}. Generalizations to more abstract formalisms may be essential for the issue of gauge invariance, which is beyond our reach at the moment.  
In this context let us note the recent paper \cite{Jan} where a similar representation of CCR is discussed at the level of correlation-function approach to photons.

%\bigskip

My understanding of the problem was influenced by numerous discussions with Jan Naudts. I am grateful to UIA, Antwerp, for a financial support of this work. 

\begin{thebibliography}{99}
\small

\bibitem{I}
Czachor M, Non-canonical quantum optics, {\it J. Phys.} {\bf A33} 
(2000), 8081.

\bibitem{II}Czachor M and  Syty M, Non-canonical quantum optics (II): Poincar\'e covariant formalism and thermodynamic limit, quant-ph/0205011.

\bibitem{III}
Czachor M, States of light via reducible quantization, {\it Phys. Lett.} {\bf A} 
(2003).

\bibitem{IV}
Czachor M, Reducible field quantization (II): Electrons, quant-ph/0212061
(2003).

\bibitem{Efimov}Efimov G V, Nonlocal interactions of quantized fields, Nauka, Moscow, 1977 (in Russian).

\bibitem{Dirac}Dirac P A M, The future of atomic physics, Int. J. Theor. Phys. {\bf 23}, 677 (1984).

\bibitem{Jan}Naudts J, Kuna M and De Roeck W, Photon fields in a fluctuating spacetime, hep-th/0210188.

\end{thebibliography}

\label{lastpage}

\end{document}
"
11,"\begin{equation}
b(\vec p,\pm)
=
|\vec p\rangle\langle \vec p|\otimes b_\pm=c_1(\vec p,\pm),\quad
d(\vec p,\pm)
=
|\vec p\rangle\langle \vec p|\otimes d_\pm=c_2(\vec p,\pm)
\"
12,"\begin{equation}
\langle \vec p|\vec p\,'\rangle
=
\delta_{\Gamma_m}(\vec p,\vec p\,')
=
(2\pi)^3 2\sqrt{\vec p^2+m^2}\delta^{(3)}(\vec p-\vec p\,')
$.%\"
13,"\begin{equation}
\big\{c_j(\vec p,s),c_{j'}(\vec p\,',s')^{\dag}\big\}
=
\delta_{jj'}\delta_{ss'}\delta_{\Gamma_m}(\vec p,\vec p\,')
|\vec p\rangle\langle \vec p|\otimes 1
=
\delta_{jj'}\delta_{ss'}\delta_{\Gamma_m}(\vec p,\vec p\,')
I_{\vec p},\label{nCAR}
\"
