,equation
0,"\begin{equation}
[D,H]_{\rm regular}
= - i \hbar H
 \;  ,
\;
\;  \;   \;   \;
[K,H]_{\rm regular}  = - 2 i \hbar D
\;  ,
\;
\;  \;   \;   \;
[D, K]_{\rm regular}  =  i \hbar K
\;  .
\label{eq:naive_commutators}
\"
1,"\begin{equation}
{\mathcal A} ({\bf r})
\equiv
\frac{1}{i \hbar}
[D,H] +  H
=
\left[
\openone
+
\frac{1}{2}
\,
{\mathcal E}_{\bf r}
 \right]
V ({\bf r})
\;  ,
\label{eq:time_rate_of_dilation_op}
\"
2,"\begin{equation}
{\mathcal A} ({\bf r})=
\frac{1}{2}
\,
{\bf \nabla}
\!
\cdot
\!
\left\{
{\bf r} \,
 V ({\bf r})
\right\}
\;  .
\label{eq:time_rate_of_dilation_op_ddim}
\"
3,"\begin{equation}
H= \frac{ p^{2}}{2M}  - \frac{g}{r^{2}}
\; 
\label{eq:2D_ISP_Hamiltonian_unregularized}
\"
4,"\begin{equation}
{\bf \nabla}
\!
\cdot
\!
\left[
\frac{
\hat{\bf r}}{r}
\right]
=
2 \pi \delta^{(2)} ({\bf r})
\;
\label{eq:Gauss_2D}
\"
5,"\begin{equation}
{\mathcal A} ({\bf r})=
- g \,
\pi
\delta^{(2)} ({\bf r})
\;  ,
\label{eq:time_rate_of_dilation_op_ddim_2D_ISP}
\"
6,"\begin{equation}
\frac{d}{dt}
\left\langle
D
\right\rangle_{\scriptstyle \!  \Psi}
=
\left\langle
{\mathcal A} ({\bf r})
\right\rangle_{\scriptstyle \!  \Psi}
=
- g \, \pi
\,
\int
d^{2} {\bf r}
\,
\delta^{(2)} ({\bf r})
\left| \Psi ({\bf r})
\right|^{2}
\;  .
\label{eq:time_rate_of_dilation_op_ddim-EV_2D_ISP}
\"
7,"\begin{equation}
\Psi_{\! {\rm (gs)}}
 ({\bf r})
=
\frac{\kappa}{ \sqrt{\pi} } \, K_{0} (\kappa r)
 \; ,
\label{eq:2D_ISP_wf_normalized_renormalized}
\"
8,"\begin{equation}
H \rightarrow
H_{a}= \frac{ p^{2}}{2M}  
- 
\frac{g}{r^{2}} \,  \theta (r-a)
- 
\frac{g}{a^{2}}  \, \theta (a-r)
\; ,
\label{eq:2D_ISP_Hamiltonian_regularized}
\"
9,"\begin{equation}
\left\{
 \frac{d^2}{dr^2}
+ 
\left[ 
\frac{2M}{\hbar^{2}} \,   E +
\lambda  
\,
\frac{  \theta (a-r) }{ a^{2} }
 \right]
-
\frac{l^{2} 
- \lambda \, \theta (r-a)
-1/4 
}{r^2}
\right\}
u_{l} (r)
=
0
\;  ,
\label{eq:radial_Schr_2D_ISP_circular_well_reg}
\"
